shipping,hotness,uuid,price,category,description,editors_choice,title,picture_url,url,time_published,time_modified
free shipping w/ Prime,4,2172239,$10,BATTERIES,"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172239"">AmazonBasics AAA Rechargeable Batteries 8-Pack</a> for <strong>$9.99</strong> with <b>free shipping</b> for Prime members. That's $2 off list and tied with last week's mention as the lowest price we could find. They come pre-charged and last through a purported 1,000 recharge cycles.",,AmazonBasics AAA Rechargeable Battery 8-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ohxau5i4iiudxjuvq1rc",https://www.dealnews.com/Amazon-Basics-AAA-Rechargeable-Battery-8-Pack-for-10-free-shipping-w-Prime/2172239.html,,2018-01-05T09:26:54-05:00
free shipping,4,2172242,$16,PANTS,"Gap offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172242"">Gap Men's Slim Fit Cargo Pants</a> in Surplus for $26.99. Coupon code ""HAPPY"" cuts the price to <strong>$16.19</strong>. Plus, get <strong>free shipping</strong> via coupon code ""ITSFREE"". That's $54 off list and the lowest price we could find. They're available in select sizes 29 to 31<del>34</del> and length 32 only <del>to 34</del>. Deal ends January 8.",True,Gap Men's Slim Fit Cargo Pants,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yzdzinndgxoqtsaahyw3",https://www.dealnews.com/Gap-Mens-Slim-Fit-Cargo-Pants-for-16-free-shipping/2172242.html,,2018-01-05T11:32:32-05:00
pickup at Home Depot,3,2172236,$287,HOME FURNITURE,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172236"">Home Decorators Collection Oxford Storage Open Bookcase</a> in Walnut for <strong>$287.40</strong>. Opt for in-store <strong>pickup</strong> to dodge the $55 shipping fee. That's $192 off list and the lowest price we could find. It measures 72"" x 64"" x 13.5"" and features adjustable shelves. Deal ends January 7.",,Home Decorators Collection Open Bookcase,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wskbmbsxoyblabcyv7nk",https://www.dealnews.com/Home-Decorators-Collection-Open-Bookcase-for-287-pickup-at-Home-Depot/2172236.html,,2018-01-05T10:46:56-05:00
free shipping w/ Prime,4,2172230,from $12,COATS,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172230"">White Sierra Men's Cloud Rest Full Zip Fleece Jacket</a> in several colors (Caviar pictured) from <s>$11</s> <strong>$11.58</strong> with <strong>free shipping</strong> for Prime members. That's the lowest price we could find by $36. It's available in sizes M to XXL.",True,White Sierra Men's Cloud Rest Full Zip Fleece,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/axdraen9dwotnlccujye",https://www.dealnews.com/White-Sierra-Mens-Cloud-Rest-Full-Zip-Fleece-from-12-free-shipping-w-Prime/2172230.html,,2018-01-05T11:34:12-05:00
$5 shipping,4,2172224,$24,SWEATSHIRTS & HOODIES,"Original Penguin offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172224"">Original Penguin Men's Jaspe Hoodie</a> in Dark Sapphire for <strong>$23.99</strong> plus <strong>$5</strong> for shipping via the steps below. That's $65 off list and the lowest price we could find, although we saw it for $4 less three weeks ago. Deal ends January 9. It's available in <del>sizes S to XXL</del> size M only. To get this price:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172224"">Original Penguin Men's Jaspe Hoodie</a> for $49.99
 </li>
 <li>add it to your cart to drop that to $29.99
 </li>
 <li>apply coupon code ""OFFEROP20"" for a final price of <strong>$23.99</strong>
 </li>
</ol>",,Original Penguin Men's Jaspe Hoodie,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zd2wtcfmce31uourpszf",https://www.dealnews.com/Original-Penguin-Mens-Jaspe-Hoodie-for-24-5-s-h/2172224.html,,2018-01-05T09:26:36-05:00
free shipping,4,2172218,$90,POWER TOOLS,"Sears offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172218"">Craftsman Router and Router Table Combo</a> for <strong>$89.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $14. It features a 334-square inch working surface, cast aluminum base, and 1-3/4-horsepower motor.",,Craftsman Router and Router Table Combo,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gboqygacr9uj3mowrqsb",https://www.dealnews.com/Craftsman-Router-and-Router-Table-Combo-for-90-free-shipping/2172218.html,,2018-01-05T09:25:28-05:00
free shipping,3,2172212,$116,TV STANDS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172212"">Décor Flame Acadia 42"" Media Fireplace</a> for <strong>$115.99</strong> with <b>free shipping</b>. That's $73 under our April mention and the lowest price we could find now by $49. It features a 3,750 BTU heater and will hold televisions up to 50"". It measures 43"" x 16"" x 30"".",,"Decor Flame Acadia 42"" Media Fireplace","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gkxy79cxef7xbxrmkr7u",https://www.dealnews.com/Decor-Flame-Acadia-42-Media-Fireplace-for-116-free-shipping/2172212.html,,2018-01-05T10:32:33-05:00
pickup at Home Depot,3,2172209,$288,HOME FURNITURE,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172209"">ClosetMaid Selectives Basic Plus Closet System</a> in White for <strong>$288.15</strong>. Opt for in-store <strong>pickup</strong> to avoid the $55 shipping charge. That's $51 off list and the lowest price we could find. It measures approximately 83"" x 120"" x 14.5"" and features 10 feet of shelf space, 12 feet of hanging space, and three expandable hanging rods. Deal ends January 31.",,ClosetMaid Selectives Basic Closet System,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ev9zkoq4rtii0fkhkuw3",https://www.dealnews.com/Closet-Maid-Selectives-Basic-Closet-System-for-288-pickup-at-Home-Depot/2172209.html,,2018-01-05T10:32:03-05:00
free shipping,3,2172206,$550,VACUUM CLEANERS,"Call of Deals via eBay offers the refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172206"">iRobot Roomba 980 WiFi Robot Vacuum</a> for <strong>$549.99</strong> with <strong>free shipping</strong>. That's $250 below our October mention of a new unit and the best price we've seen. (It's also $349 under the lowest price we could find for a new unit today.) Features include an AeroForce cleaning system with Carpet Boost to increase power on carpets, AeroForce high-efficiency filter, and iRobot Home app for scheduling. Deal ends January 10.<br>
<br>
Note: A 1-year warranty applies, but it's unclear who backs it.",True,Refurb iRobot Roomba 980 WiFi Robot Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/akk3dlf8oprje012u09i",https://www.dealnews.com/Refurb-iRobot-Roomba-980-Wi-Fi-Robot-Vacuum-for-550-free-shipping/2172206.html,,2018-01-05T11:34:27-05:00
pickup at Walmart,3,2172203,$11,BACKPACKS,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172203"">Ozark Trail 25-Liter Commuter Backpack</a> for <strong>$10.97</strong>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's $10 off and the lowest price we could find. It accommodates laptops up to 15"" and features multiple organizational pockets for easy access to keys, phone, and other personal items. It's also hydration-compatible.",,Ozark Trail 25L Commuter Backpack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v8ulajgam8krptlgewk8",https://www.dealnews.com/Ozark-Trail-25-L-Commuter-Backpack-for-11-pickup-at-Walmart/2172203.html,,2018-01-05T10:31:01-05:00
free shipping,2,2172134,$199,MONITORS,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172134"">Samsung 27"" Curved 1080p LED-Backlit LCD Display</a> for <b>$199</b> with <b>free shipping</b>. That's the lowest price we could find by $31. It features a 1920x1080 (1080p) native resolution, 16:9 ratio, 60Hz refresh rate, and HDMI. Deal ends January 14.",,"Samsung 27"" Curved 1080p LED LCD Monitor","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kl3uwsbpbcqk5roffzvs",https://www.dealnews.com/Samsung-27-Curved-1080-p-LED-LCD-Monitor-for-199-free-shipping/2172134.html,,2018-01-05T10:30:50-05:00
free shipping,4,2172194,from $979,HOME FURNITURE,"Sam's Club offers its members the Society Den Madison Bed with Storage Drawers Queen Bedroom Set in several sizes from <strong>$979</strong> with <strong>free shipping</strong> as listed below:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097338,2172194"">Society Den Madison 3-Piece Queen Bedroom Set</a> for <strong>$979</strong> (low by $420)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097332,2172194"">Society Den Madison 4-Piece Queen Bedroom Set</a> for <strong>$1,299</strong> (low by $374)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172194"">Society Den Madison 5-Piece Queen Bedroom Set</a> for <strong>$1,449</strong> (pictured, low by $351)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097335,2172194"">Society Den Madison 6-Piece Queen Bedroom Set</a> for <strong>$1,599</strong> (low by $650)
 </li>
</ul>
Note: Non-members pay an additional 10% fee, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097326,2172194"">1-year membership</a> for $45.<br>
<br>
These items have an estimated arrival date of January 31.",,Society Den Madison Queen Bedroom Sets,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzlgdbzi7suhexef8ubb",https://www.dealnews.com/Society-Den-Madison-Queen-Bedroom-Sets-from-979-free-shipping/2172194.html,,2018-01-05T09:25:01-05:00
pickup at Home Depot,2,2172197,$182,TOOL STORAGE & ORGANIZATION,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172197"">Gladiator Ready-to-Assemble 31"" Steel 3-Drawer Freestanding Garage Cabinet</a> in White or Hammered Granite for <strong>$181.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $22.49 shipping. That's the lowest price we could find by $13. It measures 31"" x 28"" x 18"" and features a 300 lb. weight capacity. Deal ends January 14.",,"Gladiator 31"" Steel 3-Drawer Garage Cabinet","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f1urmm33nri4gunahwbw",https://www.dealnews.com/Gladiator-31-Steel-3-Drawer-Garage-Cabinet-for-182-pickup-at-Home-Depot/2172197.html,,2018-01-05T10:30:18-05:00
pickup at Home Depot,2,2172191,$301,TOOL STORAGE & ORGANIZATION,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172191"">Gladiator 72"" x 48"" Freestanding Garage Cabinet</a> in Silver for <strong>$300.99</strong>. Choose in-store <strong>pickup</strong> to avoid the $75 shipping fee. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097311,2172191"">Best Buy</a> charges the same.) That's the lowest price we could find by $53. It features a bottom shelf, stationary shelf, and two adjustable shelves, each with a 50-lb. capacity. Deal ends January 31.",,"Gladiator 48"" GearBox Freestanding Cabinet","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hzzz39ukl5151jxo21nj",https://www.dealnews.com/Gladiator-48-Gear-Box-Freestanding-Cabinet-for-301-pickup-at-Home-Depot/2172191.html,,2018-01-05T12:39:28-05:00
free shipping w/ $35,4,2172188,"Deals on 43,000+ items",SPORTS & FITNESS,"Walmart discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097305,2172188"">more than 43,000 sports, camping, and outdoor items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097308,2172188"">rollbacks and clearance</a>. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee, or get free shipping with orders of $35 or more. (Large items may have additional fees.) A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097302,2172188"">Bestway Neva III Boat</a> for <strong>$32.80</strong> ($67 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172188"">Ozark Trail 17x15-Foot 11-Person Instant Hexagon Cabin Tent</a> for <strong>$119</strong> (pictured, low by $39)
 </li>
</ul>",,Sports & Outdoors Sale at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mizoincbxqtvtl64ckha",https://www.dealnews.com/Sports-Outdoors-Sale-at-Walmart-Deals-on-43-000-items-free-shipping-w-35/2172188.html,,2018-01-05T09:23:45-05:00
free shipping,4,2172143,$200 w/ Prime,CAR AUDIO,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172143"">Pioneer 6.2"" Bluetooth Double-DIN In-Dash CD/DVD/DM Car Audio Receiver</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find now by $50. It can connect with up to two smartphones via Bluetooth and features a 6.2"" LED-backlit color touchscreen LCD, four 50-watt channels, 24 AM/FM presets, HD radio tuner, satellite radio support, USB, and 3.5mm auxiliary input.<br>
<br>
Note: It's temporarily out of stock, however it can still be ordered now at the above price. You'll receive an email with an estimated delivery date as soon as that information becomes available.",,Pioneer Bluetooth In-Dash CD/DVD/DM Receiver,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lss5f9rqbyrnkp9wo8pf",https://www.dealnews.com/Pioneer-Bluetooth-In-Dash-CD-DVD-DM-Receiver-for-200-w-Prime-free-shipping/2172143.html,,2018-01-05T09:22:31-05:00
free shipping,4,2172110,$26,SHOES,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172110"">New Balance Men's 410v5 Trail Running Shoes</a> in Charcoal for $38.99. Coupon code ""NEWYEAR"" drops it to <b>$26</b> and unlocks <b>free shipping</b>. That's $9 under yesterday's mention and the lowest price we could find by $19. They're available in select standard and extra-wide sizes from 7 to 9 <del>sizes 7 to 11.5</del>.",,New Balance Men's 410v5 Trail Running Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eczvoa7yr5kjl70levmo",https://www.dealnews.com/New-Balance-Mens-410-v5-Trail-Running-Shoes-for-26-free-shipping/2172110.html,,2018-01-05T09:21:12-05:00
free shipping w/ $150,4,2172182,Up to 50% off,SHOES,"Sorel takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172182"">women's boots</a> via coupon code ""SORHNY50"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097293,2172182"">Web Specials</a>. (The coupon takes 50% off full-price styles and an extra 25% off sale styles.) Shipping adds a flat <b>$6</b>, although orders of $150 or more bag free shipping.Some exclusions may apply. Deal ends January 30<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s7653/Sorel/"">Sorel Coupons</a>.</p>",,Sorel Women's Boots,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ghiciyfomviolojf0dwp",https://www.dealnews.com/Sorel-Womens-Boots-Up-to-50-off-free-shipping-w-150/2172182.html,,2018-01-05T09:20:22-05:00
