title,shipping,editors_choice,uuid,url,description,price,category,picture_url,time_published,hotness,time_modified
2 Eco Vessel Surf 22-oz. Glass Bottles,free shipping,,2167781,https://www.dealnews.com/2-Eco-Vessel-Surf-22-oz.-Glass-Bottles-for-10-free-shipping/2167781.html,"Proozy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167781"">two Eco Vessel Surf 22-oz. Glass Bottles</a> in several colors (Blue/Orange pictured) for <s>$16.99</s> with <strong>free shipping</strong>. That's $5 below our mention from last January, a current best for this quantity by $20, and the lowest per-unit price we've seen. They feature recycled glass and silicone casings.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$9.99</strong>.",$10,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhsl4vjbgo03nj2it0yn",,2,2017-12-29T14:17:18-05:00
BCP 4-Foot Inflatable Lit Santa Claus,free shipping,,2167730,https://www.dealnews.com/BCP-4-Foot-Inflatable-Lit-Santa-Claus-for-20-free-shipping/2167730.html,"Best Choice Products via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167730"">Best Choice Products 4-Foot Inflatable Lit Santa Claus</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $7 under our mention from three weeks ago, $60 off, and the lowest price we could find. It inflates in minutes and is suitable for indoor/outdoor use.",$20,SEASONAL/HOLIDAYS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/toum0lu1gglf0zghrkic",,3,2017-12-29T11:36:24-05:00
Oris Watches at Jomashop,free shipping,,2167742,https://www.dealnews.com/Oris-Watches-at-Jomashop-Up-to-72-off-20-off-free-shipping/2167742.html,"Jomashop takes <strong>up to 72% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087909,2167742"">Oris men's and women's watches</a>. Plus, take an <strong>extra $20 off</strong> via coupon code ""DNEWSFS20"" or an <strong>extra $50 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087501,2167742"">$1,000 or more</a> via coupon code ""JOMANEW50"". (Select items receive even higher discounts via coupons noted on their product pages.) Even better, these orders qualify for <strong>free shipping</strong>. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087504,2167742"">Oris Men's Artix Date Automatic Watch</a> for <strong>$639</strong> via ""DNEWSFS20"" (low by $13)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167742"">Oris Men's Artelier Skeleton Dial Automatic Watch</a> for <strong>$895</strong> via ""PBFRS200"" (pictured, low by $189)
 </li>
</ul>",Up to 72% off + $20 off,WATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mcfgiw1elzkaxzrswmjp",,3,2017-12-29T12:10:57-05:00
Altec Lansing LifeJacket Bluetooth Speaker,free shipping,,2167898,https://www.dealnews.com/Altec-Lansing-Life-Jacket-Bluetooth-Speaker-for-80-free-shipping/2167898.html,"As one of its daily deals, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167898"">Altec Lansing LifeJacket Next Generation Wireless Bluetooth Speaker</a> in Grey for <strong>$79.99</strong> with <strong>free shipping</strong>. That's tied with our July mention at $70 off and the lowest price we could find. It features a 16-hour battery life, mic, Bluetooth, and an IPX67 water/dust/shock-proof design.",$80,PORTABLE SPEAKERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rovrns1lz67peznbdhdl",,2,2017-12-29T14:13:46-05:00
Refurb Harman Kardon HKTS 9 5.1 Speakers,free shipping,,2167523,https://www.dealnews.com/Refurb-Harman-Kardon-HKTS-9-5.1-Speakers-for-130-free-shipping/2167523.html,"Harman Audio offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167523"">Harman Kardon HKTS 9 5.1-Channel Home Theater Speaker System</a> in Black for <strong>$129.99</strong> with <strong>free shipping</strong>. That's $25 under our November mention of a new unit and $237 under the lowest price we could find for a new one today. It features a frequency response of 45Hz to 20kHz, 200-watt powered subwoofer, five wall-mount brackets, and color-coded speaker cables. Deal ends December 31.<br>
<br>
Note: A 1-year Harmon Kardon warranty applies.",$130,HOME THEATER SYSTEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wqcuri4paqxr1uqhqkbb",,2,2017-12-29T14:12:18-05:00
Cap Strength Roman Chair,free shipping,,2167886,https://www.dealnews.com/Cap-Strength-Roman-Chair-for-63-free-shipping/2167886.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167886"">Cap Strength Roman Chair</a> for $64.35. Opt for in-store pickup to drop it to <b>$63.06</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087900,2167886"">Amazon</a> has it for the same via a coupon on the product page.) With <b>free shipping</b>, that's the lowest price we could find by $10. It features steel construction and supports up to 300 lbs.",$63,EXERCISE EQUIPMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qqxw7wqs1xeyppun9lem",,3,2017-12-29T11:35:33-05:00
M-Audio AV42 20W Studio Monitor Speakers,free shipping,,2167889,https://www.dealnews.com/M-Audio-AV42-20-W-Studio-Monitor-Speakers-for-99-free-shipping/2167889.html,"Amazon offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167889"">pair of M-Audio AV42 20-watt Studio Monitor Speakers</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $30. Each speaker features a frequency response range of 75 Hz to 20 kHz, 4"" woofer, 1"" Ferro fluid-cooled silk cone tweeters, and black vinyl laminate finish.",$99,SPEAKERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sdmbpybnieoqwdkuyxna",,3,2017-12-29T11:35:05-05:00
Skip Hop Dash Signature Messenger Diaper Bag,free shipping,,2167895,https://www.dealnews.com/Skip-Hop-Dash-Signature-Messenger-Diaper-Bag-for-35-free-shipping/2167895.html,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167895"">Skip Hop Dash Signature Messenger Diaper Bag</a> in Heather Grey for <s>$36.31</s> with <strong>free shipping</strong>. That's a $10 drop in the last week and the lowest price we could find now by $9. It features 11 pockets, two side pockets for bottles or sippy cups, an adjustable shoulder strap, and includes a cushioned changing pad.<br>
<br>
<i>Update</i>: The price has dropped to <strong>$34.80</strong>.",$35,BABIES & KIDS ITEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lbutsrnhw4w3ehasuex5",,2,2017-12-29T13:11:15-05:00
Refurb Worx SD Power Screwdriver,free shipping,,2167892,https://www.dealnews.com/Refurb-Worx-SD-Power-Screwdriver-for-15-free-shipping/2167892.html,"Worx via eBay offers its refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167892"">Worx SD Semi-Automatic Power Screwdriver</a> for <strong>$14.99</strong> with <b>free shipping</b>. That's tied with last month's refurb mention and $25 under the lowest price we could find for a new one today. It features tool bit storage and includes six bits and a charger.<br>
<br>
Note: A 2-year Worx warranty applies.",$15,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eq8qm6mftwkulwgavoot",,3,2017-12-29T11:34:10-05:00
Miele Compact C2 Topaz Canister Vacuum,free shipping,,2167883,https://www.dealnews.com/Miele-Compact-C2-Topaz-Canister-Vacuum-from-400-free-shipping/2167883.html,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167883"">Miele Compact C2 Topaz Canister Vacuum Cleaner</a> in Blue for <strong>$399.91</strong> with <strong>free shipping</strong>. (Non-members pay a $39.99 surcharge, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/15-Sams-Club-Gift-Card-free-w-membership/2166128.html"">1-Year Membership</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/15-Sams-Club-Gift-Card-free-w-membership/2166128.html"">$15 Sam's Club Gift Card</a> for $45.) That's the lowest price we could find by $67. (For further comparison, other retailers charge at least $599 for the newest generation of this model.)<br>
<br>
It features a 1,200-watt vortex motor, six power control settings, 33-foot cleaning radius, AirClean sealed filtration system, carpet tool with floating head and swivel neck, telescopic stainless steel wand, dusting brush, upholstery tool, crevice tool, and hard floor brush.",from $400,VACUUM CLEANERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ceeqsgilszeapkglp7zo",,2,2017-12-29T13:10:28-05:00
Black & Decker 2-in-1 Lithium Stick Vacuum,free shipping,,2167877,https://www.dealnews.com/Black-Decker-2-in-1-Lithium-Stick-Vacuum-for-110-free-shipping/2167877.html,"Red-Tag Pricing via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167877"">Black &amp; Decker 2-in-1 Lithium Stick Vacuum</a> for <strong>$109.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $20. It features a cyclone system, removable beater bar, washable bowl, and smart docking station.",$110,VACUUM CLEANERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dbg9rsa08cqeoari6md3",,2,2017-12-29T13:09:39-05:00
ESQ by Movado Men's Catalyst Watch,free shipping,,2167880,https://www.dealnews.com/ESQ-by-Movado-Mens-Catalyst-Watch-for-99-free-shipping/2167880.html,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167880"">ESQ by Movado Men's Catalyst Watch</a> for $238. Coupon code ""DNCATAL99"" cuts that to <strong>$99</strong>. With <strong>free shipping</strong>, that's tied with our December mention and the lowest price we could find by $81. It features a stainless steel casing and bracelet, Swiss quartz movement, and water resistance to 100 feet. Deal ends January 2.",$99,WATCHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5n4zqqtmtu9sp6kcwrm",,3,2017-12-29T11:33:48-05:00
Joseph Abboud Sweaters at Men's Wearhouse,free shipping,,2167562,https://www.dealnews.com/Joseph-Abboud-Sweaters-at-Mens-Wearhouse-for-10-free-shipping/2167562.html,"Men's Wearhouse offers a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086883,2167562"">Joseph Abboud men's sweaters</a> for <strong>$9.99</strong>. Plus, Perfect Fit Rewards members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086805,2167562"">join</a>.) That's a savings of at least $90 off list price. Sizes and stock may be limited. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167562"">Joseph Abboud Men's Shawl Collar Sweater</a> for <strong>$9.99</strong> (pictured, at least $110 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17086808,2167562"">Joseph Abboud Men's V-Neck Sweater</a> for <strong>$9.99</strong> (at least $90 off)
 </li>
</ul>
Not finding a style that suits you? Men's Wearhouse also offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/Mens-Sweaters-at-Mens-Wearhouse-for-15-free-shipping/2167118.html"">wider selection of men's sweaters</a> for <b>$14.99</b> with <b>free shipping</b> for Perfect Fit Rewards members.",$10,SWEATERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujeyoirqwur5f4onj8ze",,5,2017-12-29T15:06:58-05:00
Soufull Professional Knife Sharpener,free shipping w/ Prime,,2167454,https://www.dealnews.com/Soufull-Professional-Knife-Sharpener-for-10-free-shipping-w-Prime/2167454.html,"Yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167454"">Soufull Professional Knife Sharpener</a> for $15.88. Coupon code ""knsh1037"" cuts it to <strong>$10.37</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we've seen. (It's the best deal now by $8.) It features a 2-stage sharpener (coarse and fine) and non-slip base. Deal ends January 31.",$10,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzldftgl3ahe8j08cw17",,3,2017-12-29T10:02:15-05:00
9 Ways to Eat Healthy on a Budget in 2018,,,2163920,https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/,"Want to eat healthier and save more money in the new year? Contrary to popular belief, those two things aren't mutually exclusive. We rounded up a <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/"">few tips to help you get started on your 2018 resolutions</a>.",,CONSUMER NEWS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgcpw7qdjaobbvzyvjjz",2017-12-28T07:00:01-05:00,,
Wilsons Leather Big Winter Clearance,free shipping w/ $100,,2166869,https://www.dealnews.com/Wilsons-Leather-Big-Winter-Clearance-Up-to-80-off-20-off-free-shipping-w-100/2166869.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2166869"">Wilsons Leather</a> takes <strong>up to 80% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085449,2166869"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085452,2166869"">Big Winter Clearance Sale</a>. Plus, get an <strong>extra 20% off</strong> sitewide when you add items to cart. Shipping starts at <strong>$5.95</strong>, or get free shipping with orders of $75 or more via coupon code ""SHIP75"". <del>Alternatively, get an additional $10 off and bag free shipping on orders of $100 or more via coupon code ""8685A"".</del> Some exclusions may apply. Deal ends December 31.<br>
<br>
<i>Update</i>: Get an <strong>additional $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085455,2166869"">$100 or more</a> and bag <strong>free shipping</strong> on orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088236,2166869"">$50 or more</a> via coupon code ""DEALNEWS10"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s334/Wilsons-Leather/"">Wilsons Leather Coupons</a>.</p>",Up to 80% off + 20% off,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c2sbmilsypvod1u77nqj",,4,2017-12-29T09:48:17-05:00
7 New Year's Resolutions That Will Save You Money,,,2160185,https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/,"Most sites will tell you to quit smoking or stop buying Starbucks every day if you want to save money in the new year. Here are seven different New Year's resolutions for you to consider, all of which will <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/New-Years-Resolutions-That-Will-Save-You-Money/"">save you money in 2018</a>.",,CONSUMER NEWS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jkbpd9vzxgwwk7eixh86",2017-12-27T07:00:01-05:00,,
The 11 Best Things to Buy Before (and Immediately After) Christmas,,,2144621,https://www.dealnews.com/features/what-to-buy-in-december/,"Black Friday makes November a prime time for deals, but December still has a lot to offer. We've scoured the DealNews archives from years gone by, to guide you in your quest for <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-december/"">the best purchases for December</a>.",,WHAT TO BUY IN DECEMBER,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/x2l8kjxjdu4wu24hqkyy",2017-12-01T07:00:01-05:00,,
