price,hotness,editors_choice,time_published,url,picture_url,time_modified,shipping,description,category,title,uuid
Up to 70% off,4,,,https://www.dealnews.com/H-M-Sale-Up-to-70-off-free-shipping-w-40/2170052.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hjlxhxzcl7elufa6f6yy",2018-01-03T03:42:32-05:00,free shipping w/ $40,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170052"">H&amp;M</a> takes <strong>up to 70% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091893,2170052"">sale styles</a>. (Prices are as marked.) Shipping adds <strong>$5.99</strong>, but orders of $40 receive free shipping via code ""0040"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2604/H-M/"">H&amp;M Coupons</a>.</p>",CLOTHING & ACCESSORIES,H&M Sale,2170052
$15,4,,,https://www.dealnews.com/Sweetylife-Knee-Pillow-for-Back-Pain-for-15-free-shipping-w-Prime/2170040.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zrjdzwgcutjjjrbwfzk1",2018-01-03T03:40:57-05:00,free shipping w/ Prime,"Sweetylife via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170040"">Sweetylife Knee Pillow for Back Pain</a> for $24.80. Coupon code ""IE4EREA4"" cuts it to <strong>$14.88</strong>. With <strong>free shipping</strong>, that's $10 off and the lowest price we could find. It features a breathable easy-clean cover. Deal ends January 31.",HEALTH,Sweetylife Knee Pillow for Back Pain,2170040
from $160,3,,,https://www.dealnews.com/Vizio-Smart-Cast-36-Home-Theater-Sound-Bar-from-160-free-shipping/2170037.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/agqjnjzkouppjcq3bxwp",2018-01-02T12:51:31-05:00,free shipping,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170037"">Vizio SmartCast 36"" 5.1-Channel Home Theater Sound Bar System</a> for <strong>$159.88</strong> with <strong>free shipping</strong>. (Non-members pay $15.98 extra.) That's $10 under our mention from last November and the lowest price we could find by $20 today. It features a frequency response of 50Hz to 20kHz, Bluetooth, WiFi, Ethernet, and USB. Deal ends January 28.",HOME THEATER SYSTEMS,"Vizio SmartCast 36"" Home Theater Sound Bar",2170037
$25,3,,,https://www.dealnews.com/Westinghouse-9-Compact-Ceramic-Heater-for-25-free-shipping-w-Prime/2170034.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hx5fpdblvx2k4fxytic4",2018-01-02T12:51:11-05:00,free shipping w/ Prime,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170034"">Westinghouse 9"" Portable Ceramic Heater</a> for <strong>$24.99</strong> with <strong>free shipping</strong>. That's $5 off and the lowest price we could find. It features adjustable thermostat comfort control, two heat settings, fan-only mode, and automatic overheat protection.",HEATERS,"Westinghouse 9"" Compact Ceramic Heater",2170034
$180,3,,,https://www.dealnews.com/Insignia-40-1080-p-LED-LCD-HDTV-for-180-free-shipping/2170028.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgkhbkb5iaxdhocarnls",2018-01-02T12:22:43-05:00,free shipping,"Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170028"">Insignia 40"" 1080p LED-Backlit LCD HD Television</a>, model no. NS-40D420NA18, for <strong>$179.99</strong> with <strong>free shipping</strong>. That's $70 off and the best price we could find. It features a native resolution of 1920x1080 (1080p), USB, and three HDMI inputs.",TVS,"Insignia 40"" 1080p LED LCD HDTV",2170028
,,,2018-01-02T07:00:01-05:00,https://www.dealnews.com/features/Strategies-That-Gyms-Use-to-Hook-You-and-How-to-Not-Fall-for-Them/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ivkjrkxnd5qeqdeot2xs",,,"Joining a gym in January means you may encounter high-pressure sales tactics. If you want to avoid overpaying for a gym membership, <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Strategies-That-Gyms-Use-to-Hook-You-and-How-to-Not-Fall-for-Them/"">be aware of these five sneaky strategies</a> — and have a game plan for fighting back.",BUYING GUIDES,5 Strategies That Gyms Use to Hook You (and How to Not Fall for Them),2165807
$7,3,,,https://www.dealnews.com/Blaster-Master-Zero-for-Switch-3-DS-for-7/2170016.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g4cqv7dp9tiizgabr0uf",2018-01-02T12:16:25-05:00,,"Nintendo offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170016"">Blaster Master Zero for Nintendo Switch</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091884,2170016"">Nintendo 3DS</a> for <strong>$6.99</strong>. That's the lowest price we could find by $3.",GAMES,Blaster Master Zero for Switch / 3DS,2170016
$8,2,,2018-01-02T06:57:22-05:00,https://www.dealnews.com/Quaker-Chewy-Bites-1-Oz.-Granola-Snacks-16-pk-for-8-free-shipping/2170022.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wggwylulkios91wdkhfj",,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170022"">Quaker Chewy Bites 1-Oz. Granola Snacks 16-Pack</a> in Chocolate Chip for <strong>$8.34</strong> with <strong>free shipping</strong>, via the directions below. That's $5 off and the lowest price we could find. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170022"">Quaker Chewy Bites 1-Oz. Granola Snacks 16-Pack</a> for $12.99
 </li>
 <li>clip the $4-off coupon on the product page
 </li>
 <li>checkout via Subscribe &amp; Save for a final price of <strong>$8.34</strong>
 </li>
</ol>
Note: Be sure to cancel your subscription after your order arrives to avoid being billed for subsequent shipments.",GROCERIES,Quaker Chewy Bites 1-Oz. Granola Snacks 16pk,2170022
$4,3,,,https://www.dealnews.com/Burts-Bees-Moisturizing-Lip-Balm-2-Pack-for-4-free-shipping/2170031.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvfrbigvqghgkvn3cw5y",2018-01-02T12:15:59-05:00,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170031"">Burt's Bees 100% Natural Moisturizing Lip Balm 2-Pack</a> in Coconut & Pear for $3.89. Check out via Subscribe & Save to cut that to <strong>$3.70</strong> and bag <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091890,2170031"">Target</a> charges pennies more via in-store pickup.) That's around $2 less than you'd pay in any other local store.<br>
<br>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",PERSONAL CARE,Burt's Bees Moisturizing Lip Balm 2-Pack,2170031
$7,2,,,https://www.dealnews.com/Mighty-Gunvolt-Burst-for-Nintendo-Switch-3-DS-for-7/2170025.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y1le3yxvhj3pkhpenozj",2018-01-02T12:14:52-05:00,,"Nintendo offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170025"">Mighty Gunvolt Burst for Nintendo Switch</a> or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091887,2170025"">Nintendo 3DS</a> for <strong>$6.99</strong>. That's $3 off and the lowest price we could find.",GAMES,Mighty Gunvolt Burst for Nintendo Switch/3DS,2170025
$109,2,,2018-01-02T06:39:29-05:00,https://www.dealnews.com/Better-Homes-and-Gardens-Kelsey-Loft-Bed-for-109-free-shipping/2170013.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fpt7w5t92svxn6ag7v31",,free shipping,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170013"">Better Homes and Gardens Kelsey Twin Metal Loft Bed</a> in Black or White for <strong>$109.20</strong> with <strong>free shipping</strong>. That's $11 under our May mention and the lowest price we could find now by $8. It accommodates a twin mattress and features a weight capacity of 200 lbs.",BED & BATH,Better Homes and Gardens Kelsey Loft Bed,2170013
$7,3,,,https://www.dealnews.com/Kind-Healthy-Grains-Granola-Bars-15-Pack-for-7-free-shipping/2170007.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xqvtune50jl1kcucgvhu",2018-01-02T12:14:12-05:00,free shipping,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170007"">Kind Healthy Grains 1.2-oz. Granola Bars 15-Bar Pack</a> in Vanialla Blueberry for $7.26. Check out via Subscribe & Save to cut that to <strong>$6.90</strong> and bag <strong>free shipping</strong>. That's tied with our November mention and a buck below what you'd pay for this quantity at a local store. These bars are gluten-free.<br>
<br>
Be sure to cancel Subscribe & Save once your order ships to avoid being billed for subsequent shipments.",GROCERIES,Kind Healthy Grains Granola Bars 15-Pack,2170007
$3 w/ $25 purchase,3,,,https://www.dealnews.com/4-M-Paint-Your-Own-Mini-Tea-Set-for-3-w-25-purchase-free-shipping/2169998.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mof58xvdiu2lartwclxe",2018-01-02T21:53:33-05:00,free shipping,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169998"">4M Paint Your Own Mini Tea Set</a> for <strong>$2.83</strong> with <strong>free shipping</strong>. That's $2 off and the lowest price we could find.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.",TOYS & HOBBIES,4M Paint Your Own Mini Tea Set,2169998
$4 w/ $25 purchase,3,,,https://www.dealnews.com/T-fal-Nonstick-5-One-Egg-Wonder-Fry-Pan-for-4-w-25-purchase-free-shipping/2169977.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ajp3qkqoedg2uclfcnwy",2018-01-02T21:53:11-05:00,free shipping,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169977"">T-fal Nonstick 4.75"" One Egg Wonder Fry Pan</a> for <strong>$4.12</strong> with <strong>free shipping</strong>. That's the lowest price we could find by a buck. It features aluminum construction and is dishwasher safe.<br>
<br>
Note: This is part of the Amazon ""add-on"" program and can only be purchased with orders of $25 or more.",KITCHEN,"T-fal Nonstick 5"" One Egg Wonder Fry Pan",2169977
$5,3,,,https://www.dealnews.com/The-Board-Dudes-Magnetic-Dry-Erase-Calendar-for-5-pickup-at-Frys/2169995.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mv2vkzugossqknrwzipd",2018-01-02T21:51:32-05:00,pickup at Fry's,"Available for in-store pickup only, Fry's offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169995"">The Board Dudes 16"" x 20"" Aluminum-Framed Magnetic Dry-Erase Calendar</a> for <strong>$5.49</strong>. That's tied with our mention from last week and the lowest price we could find now by around $2. It includes a black dry-erase marker and two magnets.",SUPPLIES,The Board Dudes Magnetic Dry-Erase Calendar,2169995
$6 w/ $25 purchase,1,,2018-01-02T06:20:11-05:00,https://www.dealnews.com/Paw-Patrol-Rubble-and-Sea-Turtles-Rescue-Set-for-6-w-25-purchase-free-shipping/2169992.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oifkknnfv1jec9ekwawj",,free shipping,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169992"">Paw Patrol Rubble and Sea Turtles Rescue Set</a> for <strong>$6</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2.<br>
<br>
Note: This item is part of Amazon's ""add-on"" program and can only be purchased with orders of $25 or more.",TOYS & HOBBIES,Paw Patrol Rubble and Sea Turtles Rescue Set,2169992
Up to 50% off,5,,,https://www.dealnews.com/Dicks-Sporting-Goods-End-of-Season-Sale-Up-to-50-off-free-shipping-w-25/2169896.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/spwy1ltmylu9bmbiucj6",2018-01-03T05:55:25-05:00,free shipping w/ $25,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091818,2169896"">Dick's Sporting Goods</a> takes <strong>up to 50% off</strong> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091821,2169896"">End of Season Sale</a>. Shipping adds <strong>$5.99</strong>, although orders of $25 or more receive free shipping. (Large items may incur additional fees, as free shipping only covers up to $15 off the shipping cost. In-store pickup is also available for select items.) Deal ends January 7. A couple of best bets, each with <strong>pickup</strong>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091824,2169896"">Nike Women's Dry DFC Capris</a> for <strong>$33.75</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169896"">Columbia Men's Glennaker Lakes Rain Jacket</a> for <strong>$39.99</strong> (pictured, low by $10)
 </li>
</ul>
Note: You may receive an <strong>extra $10 off</strong> select orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091827,2169896"">$50 or more</a> when you choose in-store <strong>pickup</strong>. (Discount applies automatically in cart; many exclusions apply.)",AFTER CHRISTMAS SALES,Dick's Sporting Goods End of Season Sale,2169896
$64,5,,,https://www.dealnews.com/Nike-Mens-Air-Max-Zero-SE-Shoes-for-64-free-shipping/2169764.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n4ys9k0uerm8kmxeblzh",2018-01-03T05:54:24-05:00,free shipping,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169764"">Nike Men's Air Max Zero SE Shoes</a> in Velvet Brown or Bordeaux for $84.97. That drops to <strong>$63.73</strong> in-cart. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091698,2169764"">join</a>.) That's the lowest price we could find by $44, outside of the mention below. They're available in sizes 7 to 15.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091701,2169764"">Sneakermdinc via eBay</a> has them for $64.60 with free shipping.",SHOES,Nike Men's Air Max Zero SE Shoes,2169764
,,,2018-01-01T08:00:01-05:00,https://www.dealnews.com/features/what-to-buy-in-january/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",,,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>.",WHAT TO BUY IN JANUARY,8 Things to Buy in January (and 3 Things to Wait On),2165831
$150,3,,,https://www.dealnews.com/Massdrop-Sennheiser-HD-58-X-Jubilee-Headphones-for-150-free-shipping/2165075.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bztzqq9quy6d0fiqdlqe",2018-01-02T11:00:58-05:00,free shipping,"Massdrop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2165075"">Massdrop x Sennheiser HD 58X Jubilee Headphones</a> in Black for <b>$149.99</b> with <b>free shipping</b>. That's $136 less than the best price we could find for the Sennheiser HD 600, a similar build. These special edition headphones feature a design <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17082065,2165075"">inspired by the Sennheiser HD 580 Precision headphones</a>, but with 150-ohm drivers. Deal ends January 27.<br>
<br>
Note: They're not expected to ship until June 29.",HEADPHONES,Massdrop Sennheiser HD 58X Jubilee Headphones,2165075
