title,time_modified,category,uuid,description,picture_url,url,price,shipping,time_published,hotness,editors_choice
AT&T Internet 50 w/ $100 Reward Card,2017-12-29T16:53:28-05:00,COMPUTER SERVICES,2168477,"With a 1-year service agreement, AT&T offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168477"">AT&amp;T Internet 50</a> service bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089436,2168477"">$100 AT&amp;T Visa Reward Card</a> for <strong>$40 per month</strong>. (Scroll down to find the offer. A 12-month term is required.) It features speeds up to 50Mbps with up to 1TB of data per month. (Plan prices may vary by location.) Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nzvonpwi0mxqnq1mgamg",https://www.dealnews.com/AT-T-Internet-50-w-100-Reward-Card-for-40-per-month/2168477.html,$40 per month,,,,
Dr.Meter Water Quality TDS Tester,2017-12-29T21:00:55-05:00,TOOLS & HARDWARE,2168354,"Thousandshores via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168354"">Dr.Meter Water Quality TDS Tester</a> for $12.99. Coupon code ""YMVIECBV"" drops it to <b>$8</b>. Plus, Prime members bag <b>free shipping</b>. That's $3 under our October mention and the lowest price we could find now by $6. It features an LCD display and includes a chart explaining TDS values. Deal ends January 2.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ebukc7pa9a4jq8k58md2",https://www.dealnews.com/Dr.Meter-Water-Quality-TDS-Tester-for-8-free-shipping-w-Prime/2168354.html,$8,free shipping w/ Prime,,4,
"Dell Kaby Lake R 13"" Touch Laptop",,LAPTOPS,2168381,"Dell Home, via its Member Purchase Program, offers its 3.2-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168381"">Dell Inspiron 13 7000 Series 7373 Intel Kaby Lake R Core i5 1.6GHz 13.3"" 1080p Touchscreen Laptop</a> for <strong>$685.99</strong> with <strong>free shipping</strong>. That's tied with our mention from last week and the lowest price we could find by $113. Features include:
<ul>
 <li>Intel Core i5-8250U 1.6GHz Kaby Lake R quad-core processor
 </li>
 <li>13.3"" 1920x1080 (1080p) IPS LED-backlit LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yptomilasmydrrs27or3",https://www.dealnews.com/Dell-Kaby-Lake-R-13-Touch-Laptop-for-686-free-shipping/2168381.html,$686,free shipping,2017-12-29T13:27:47-05:00,2,
"Dell Kaby Lake i5 16"" Laptop w/ 256GB SSD",,LAPTOPS,2168378,"Dell Home, via its Member Purchase Program, offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168378"">Dell Inspiron 15 7000 Series 7567 Intel Kaby Lake Core i5 2.5GHz 15.6"" 1080p Gaming Laptop</a> in Black or Red for $783.99. Coupon code ""50OFF699"" cuts that to <b>$734.99</b>. With <b>free shipping</b>, that's tied with last week's mention and the best price we could find today by $65. (Most retailers charge at least $900.) Deal ends February 3, 2018. Features include:
<ul>
 <li>Intel Core i5-7300HQ 2.5GHz Kaby Lake quad-core processor
 </li>
 <li>15.6"" 1920x1080 (1080p) IPS LED-backlit LCD
 </li>
 <li>8GB RAM
 </li>
 <li>256GB SSD
 </li>
 <li>Nvidia GeForce GTX 1050Ti 4GB video card
 </li>
 <li>Windows 10 Home 64-bit
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxim9tkvg2m12rwfv8ow",https://www.dealnews.com/Dell-Kaby-Lake-i5-16-Laptop-w-256-GB-SSD-for-735-free-shipping/2168378.html,$735,free shipping,2017-12-29T13:24:22-05:00,1,
Canon Refurbished Sale,2017-12-29T20:59:48-05:00,CAMERAS,2168342,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168342"">Canon</a> cuts an <strong>extra 15% off</strong> select refurbished <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088944,2168342"">cameras, lenses, flashes, printers, and camcorders</a> via coupon code ""VIP15-774727"". Shipping starts at <strong>$11.99</strong>, but orders of $100 or more qualify for free shipping. Some exclusions apply, and available quantities may be limited.<br>
<br>
Note: A 1-year Canon warranty applies to all refurbs.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s5196/Canon/"">Canon Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j0kc99keppjxupvsfv7u",https://www.dealnews.com/Canon-Refurbished-Sale-Extra-15-off-free-shipping-w-100/2168342.html,Extra 15% off,free shipping w/ $100,,4,
Robb Report Magazine 1-Year Subscription,2017-12-29T20:39:47-05:00,MAGAZINES,2168348,"DiscountMags offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168348"">Robb Report Magazine 1-Year Subscription</a> (12 issues) for $64.99. Coupon code ""DEALNEWS"" cuts that to <strong>$4.99</strong>. That's tied with our February mention as the best price we've seen, and it's a low by $60.<br>
<br>
Of note, you can buy up to four years at this discounted rate.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yvxqrekgbo87zvciajkw",https://www.dealnews.com/Robb-Report-Magazine-1-Year-Subscription-for-5-for-12-issues/2168348.html,$5 for 12 issues,,,3,True
Victoria's Secret Women's Lace & Satin Slip,,INTIMATES,2168363,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168363"">Victoria's Secret Women's Very Sexy Chantilly Lace &amp; Satin Slip</a> in Black for <strong>$39.99</strong> plus <strong>$8</strong> for shipping. That's $28 off and the lowest price we could find. It's available in most sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f2kixsabueghlalpsvyl",https://www.dealnews.com/Victorias-Secret-Womens-Lace-Satin-Slip-for-40-8-s-h/2168363.html,$40,$8 shipping,2017-12-29T13:17:41-05:00,3,
DJI Phantom 4 Quadcopter Drone with 4K Camera,,TOYS & HOBBIES,2168345,"Deal Road via Rakuten offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168345"">DJI Phantom 4 Quadcopter Drone with 4K Camera</a> for $799. Coupon code ""PHANTOM4"" cuts that to <strong>$759</strong>. With <strong>free shipping</strong>, that's $40 below our mention from last month and the lowest price we've seen for a new unit. (It's the best deal now by $46.) Features include a gimbal-stabilized 12-megapixel camera with 4K video recording at 30fps, 44.7mph top speed (in sport mode), GPS navigation, and up to 28 minutes of flying time per charge. Deal ends January 4.<br>
<br>
Note: This coupon can only be used once per account. (You must be signed in to use it.)","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxtortvkeeopy6dyl17q",https://www.dealnews.com/DJI-Phantom-4-Quadcopter-Drone-with-4-K-Camera-for-759-free-shipping/2168345.html,$759,free shipping,2017-12-29T13:01:16-05:00,2,
Google Chromecast Audio Media Player,,STREAMING MEDIA PLAYERS,2168327,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168327"">Google Chromecast Audio Media Player</a> for <strong>$25.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the second-lowest price we've seen, although we saw it for a buck less during Black Friday week. (It's the best deal today by $9.) It features dual-band 802.11ac wireless and compatibility with Android and iOS devices. The set includes one 3.5mm audio cable.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jy92hkqn2jjbuz0gmjcb",https://www.dealnews.com/Google-Chromecast-Audio-Media-Player-for-26-pickup-at-Game-Stop/2168327.html,$26,pickup at GameStop,2017-12-29T13:01:12-05:00,3,
Timberland Boscawen Hardside 3pc Luggage Set,,LUGGAGE & TRAVEL GEAR,2168357,"eBags via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168357"">Timberland Boscawen Hardside Spinner 3-Piece Luggage Set</a> in Orange for <b>$178.99</b> with <b>free shipping</b>. That's the lowest price we could find by $54. The set includes a 21"", 25"", and 28"" spinner, all with telescoping handles and lined interiors.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mjiaffddb4modbqinkv8",https://www.dealnews.com/Timberland-Boscawen-Hardside-3-pc-Luggage-Set-for-179-free-shipping/2168357.html,$179,free shipping,2017-12-29T12:59:04-05:00,3,
Southwest Rapid Rewards® Plus Credit Card,,CREDIT CARDS,2168492,"Sign up for a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168492"">Southwest Rapid Rewards® Plus Credit Card from Chase</a> and earn <strong>40,000 points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17089469,2168492"">$1,000 or more</a> in the first three months your account is open. You'll also earn <strong>3,000 bonus points</strong> after your Cardmember anniversary. Plus, earn unlimited points that don't expire as long as your card account is open. Cardmembers earn 2 points per $1 spent on Southwest® purchases and Rapid Rewards® Hotel and Car Rental Partner purchases, and 1 point per $1 spent on all other purchases. There are no blackout dates or seat restrictions when you redeem with points. Finally, bags fly free® and there are no change fees. A $69 annual fee applies.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bdvpkwrdh3pw8ey7wvmq","https://www.dealnews.com/lw/click.html?20,2,2168492","40,000 points",,2017-12-29T15:35:48-05:00,,
Boneco Compact Ultrasonic Humidifier,,HUMIDIFIERS & DEHUMIDIFIERS,2168321,"Newegg offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168321"">Boneco Compact Ultrasonic Humidifier</a> for <b>$46.35</b> plus <b>$8.67</b> for shipping. That's the lowest price we could find by $9, although most sellers charge around $100. It features variable output, bidirectional misting, and automatic shutoff.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bacu6rewj5uwq75jrlzf",https://www.dealnews.com/Boneco-Compact-Ultrasonic-Humidifier-for-46-9-s-h/2168321.html,$46,$9 shipping,2017-12-29T12:43:41-05:00,3,
"PUMA Switchstance 17"" Laptop Backpack",,BACKPACKS,2168333,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168333"">PUMA Switchstance 17"" Laptop Backpack</a> in Burnt Olive for $29.99. Coupon code ""DN1499"" cuts that to <strong>$14.99</strong>. With <strong>free shipping</strong>, that's $11 under our August metnion, $24 off, and the lowest price we could find. It features adjustable shoulder straps, a padded laptop sleeve, front zipper pocket, and side slip pockets. Deal ends January 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zcd86de7whygzvkswb0p",https://www.dealnews.com/PUMA-Switchstance-17-Laptop-Backpack-for-15-free-shipping/2168333.html,$15,free shipping,2017-12-29T12:43:36-05:00,3,
"Samsung 65"" Curved 4K HDR LED LCD Smart TV",,TVS,2168318,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168318"">Samsung 65"" Curved 4K HDR WiFi LED-Backlit LCD Ultra HD Smart Television</a>, model no. UN65MU7500FXZA, for $1,197.99. Coupon code ""NEWYEARS100"" drops that to <strong>$1,097.99</strong>. (The discount applies at final checkout.) With <strong>free shipping</strong>, that's $102 under our June mention and the lowest price we've seen. (It's the best deal now by $90.) This 2017 model features a 3840x2160 (2160p) native resolution, HDR, 4K upscaling, 802.11ac wireless, Smart TV apps (Netflix, YouTube, Hulu Plus, more), USB, and three HDMI inputs. Deal ends December 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yyclgc7ctobugaf7t5po",https://www.dealnews.com/Samsung-65-Curved-4-K-HDR-LED-LCD-Smart-TV-for-1-098-free-shipping/2168318.html,"$1,098",free shipping,2017-12-29T12:34:04-05:00,2,
XuanWheel Colorful Bicycle Wheel Spoke Light,,BICYCLING,2168285,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168285"">XuanWheel X1 Colorful Bicycle Wheel Spoke Light</a> for <strong>$19.99</strong> with <strong>free shipping</strong>. That's $7 under our March mention and the lowest price we could find by $6. It features mobile Bluetooth controls and an 8-hour working time. Deal ends January 4.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vtcztwff4ntyqgkatnza",https://www.dealnews.com/Xuan-Wheel-Colorful-Bicycle-Wheel-Spoke-Light-for-20-free-shipping/2168285.html,$20,free shipping,2017-12-29T12:22:21-05:00,3,
Tillys Clearance Sale,2017-12-29T20:55:45-05:00,CLOTHING & ACCESSORIES,2168294,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168294"">Tillys</a> takes <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088767,2168294"">men's, women's, and kids' sale styles</a> for its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088770,2168294"">Clearance Sale</a>. (Prices are as marked.) Plus, coupon code ""DNFS"" bags <b>free shipping</b>. (If you see an error in-cart after applying the coupon code, click ""Checkout"" and you should see free shipping on the following page.) Some exclusions may apply.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s2336/Tillys/"">Tillys Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lamsb8ut54htmm5ofwtd",https://www.dealnews.com/Tillys-Clearance-Sale-50-off-free-shipping/2168294.html,50% off,free shipping,,4,
Minecraft Mooshroom Plush,,TOYS & HOBBIES,2168297,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168297"">Minecraft Mooshroom Plush</a> for <strong>$9.99</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. That's the lowest price we could find by $7. It's polyester and measures 8"" long.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lupvb8lpflcibl79fkmb",https://www.dealnews.com/Minecraft-Mooshroom-Plush-for-10-pickup-at-Walmart/2168297.html,$10,pickup at Walmart,2017-12-29T12:21:44-05:00,1,
