shipping,price,url,description,editors_choice,time_published,hotness,uuid,title,category,picture_url,time_modified
free shipping w/ Prime,$3,https://www.dealnews.com/Armor-All-Car-Wash-64-oz.-Bottle-for-3-free-shipping-w-Prime/2172050.html,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172050"">Armor All Car Wash 64-oz. Bottle</a> for $3.89. Add it to your cart via Subscribe & Save to lower it to <strong>$3.31</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $3, outside of the mention below. It claims to clean the toughest automotive dirt and grime.<br>
<br>
Be sure to cancel Subscribe & Save after your order ships or you'll be billed for subsequent shipments.<br>
<br>
A close price: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097098,2172050"">Target</a> offers it for$3.89 with in-store pickup.",,2018-01-04T16:08:38-05:00,3,2172050,Armor All Car Wash 64-oz. Bottle,AUTOMOTIVE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wvp8deapzvxcnbcsn2us",
free shipping,$20,https://www.dealnews.com/Jordan-Jasper-Shirt-and-Tie-Combo-for-20-free-shipping/2172026.html,"Jordan Jasper via Flagship offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172026"">Jordan Jasper Men's Button-Up Dress Shirt</a> in several styles (Don pictured) bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097038,2172026"">Jordan Jasper Men's Tie</a> in several styles for $49.98. (Add one shirt and one tie to your cart to see this price.) Coupon code ""JJ20"" drops that to <b>$20</b>. With <b>free shipping</b>, that's a savings of $30 and the lowest price we could find. The shirt is available in select sizes from S to 3XL. Deal ends January 7.",,2018-01-04T16:02:56-05:00,3,2172026,Jordan Jasper Shirt and Tie Combo,SHIRTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vsdqomnu60fpz1haw1fo",
,"40,000 bonus points","https://www.dealnews.com/lw/click.html?20,2,2171978","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171978"">Chase Hyatt Credit Card</a> and earn <strong>40,000 bonus points</strong> after you spend ""https://click.linksynergy.com/fs-bin/click?id=NKa3hZyYoHA&offerid=556944.10002904&type=3&subid=0"" partno="""" vendor=""1642"" image_link=""0"" mfg=""0"" category=""522"" price="""" rel="""" landing_url=""https://creditcards.chase.com/lp/hyatt/naep40k/?CELL=6H8X&AFFID=NKa3hZyYoHA-DN93Xbht5lVwxtlSt2eZkw&pvid=&jp_cmp=cc/556944/aff/3-10002904/na"" magic_url_info=""Linkshare (Default) - 113401"">$2,000 or more on purchases in the first three months from account opening. (Free nights start at just 5,000 points.) Plus <strong>1 free night</strong> each year after your cardmember anniversary at any Category 1-4 hotel or resort. Also, receive <strong>5,000 Bonus Points</strong> after you add the first authorized user and make a purchase within 3 months of opening your account. This product is available if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Also, earn <strong>3 Bonus Points</strong> per $1 spent at all Hyatt hotels or resorts, <strong>2 Bonus Points</strong> per $1 spent at restaurants, on airline tickets purchased directly from the airline, and at car rental agencies, and <strong>1 Bonus Point</strong> per $1 spent on all other purchases made with your card. (Points don't expire as long as your Hyatt Credit Card account is open.) A $75 annual fee applies. Finally, there's no foreign transaction fees on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096888,2171978"">click here</a>. This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,,,2171978,Chase Hyatt Credit Card,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbwame7pifyb2ma4ptgm",2018-01-04T14:47:58-05:00
free s&h w/beauty item,from $4,https://www.dealnews.com/Martha-Stewart-Quick-Dry-Reversible-Towels-from-4-free-s-h-w-beauty-item/2172044.html,"Macy's offers a selection of Martha Stewart Collection Quick-Dry Reversible Towels in several sizes and colors with prices starting from <b>$4.24</b> via coupon code ""WKND"", as listed below. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097095,2172044"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. (In-store pickup may also be available.) Deal ends January 7. The deals, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172044"">Martha Stewart Collection Quick-Dry Reversible Wash Towel</a> for <strong>$4.24</strong> ($6 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097071,2172044"">Martha Stewart Collection Quick-Dry Reversible Hand Towel</a> for <strong>$5.09</strong> ($7 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097074,2172044"">Martha Stewart Collection Quick-Dry Reversible Bath Towel</a> for <strong>$6.79</strong> ($9 off)
 </li>
</ul>",,2018-01-04T16:00:44-05:00,3,2172044,Martha Stewart Quick-Dry Reversible Towels,TOWELS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xmmlvfmnaopyz4agmfzi",
free shipping w/ $100,"Up to 75% off, from $7",https://www.dealnews.com/Nordstrom-Rack-White-Sale-Up-to-75-off-from-7-free-shipping-w-100/2172041.html,"Nordstrom Rack takes <strong>up to 75% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097086,2172041"">bedding, bath items, and other home goods</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172041"">White Sale</a>, with prices starting at <b>$7.48</b>. Shipping adds <strong>$7.95</strong>, but orders over $100 bag free shipping. Deal ends January 15.<br>
<br>
Not finding what you need? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/features/When-Are-White-Sales-in-2018/2163980.html"">Click here</a> to find out which stores are having White Sales and what discounts you can expect.",,,5,2172041,Nordstrom Rack White Sale,HOME & GARDEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewglndexgn5ufebw9qhd",2018-01-05T03:22:09-05:00
free shipping,$127,https://www.dealnews.com/Ozark-Trail-52-Quart-Rotomolded-Cooler-for-127-free-shipping/2172023.html,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172023"">Ozark Trail 52-Quart Rotomolded High-Performance Cooler</a> in Gray for <strong>$127</strong> with <strong>free shipping</strong>. That's tied with our September mention and the lowest price we could find by $27. It features four bottle holders, a built-in bottle opener, oversized drain, wire basket, and T-handle latches.",,2018-01-04T15:51:42-05:00,3,2172023,Ozark Trail 52-Quart Rotomolded Cooler,CAMPING & OUTDOORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nhov77pylrog3osi3lwq",
free s&h w/beauty item,$15,https://www.dealnews.com/Kurt-Adler-Stocking-Holders-at-Macys-for-15-free-s-h-w-beauty-item/2172008.html,"Macy's offers a selection of Kurt Adler Stocking Holders for <strong>$14.93</strong> each, as listed below. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096987,2172008"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096975,2172008"">Kurt Adler Darth Vader Stocking Holder</a> for <strong>$14.93</strong> (low by $1, most charge $35+)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172008"">Kurt Adler BB-8 Stocking Holder</a> for <strong>$14.93</strong> (pictured, low by $9)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096984,2172008"">Kurt Adler Olaf Stocking Holder</a> for <strong>$14.93</strong> (low by $18)
 </li>
</ul>",,2018-01-04T15:49:11-05:00,3,2172008,Kurt Adler Stocking Holders at Macy's,SEASONAL/HOLIDAYS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kdiyyszrk80wjq6rtxo7",
free shipping,$247,https://www.dealnews.com/Dell-24-1080-p-LED-LCD-Display-50-Dell-GC-for-247-free-shipping/2171810.html,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171810"">Dell UltraSharp U2417H InfinityEdge 23.8"" 1080p IPS LED-Backlit LCD Monitor</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096309,2171810"">$50 Dell Rewards Credit</a> for <strong>$246.99</strong> with <strong>free shipping</strong>. That's a savings of $153 including the credit, and the lowest price we could find. (For further comparison, we saw it in November for $38 less without the credit.) It features a 1920x1080 (1080p) native resolution, 5-port USB 3.0 hub, DisplayPort, mini-DisplayPort, HDMI, and height-, pivot-, tilt-, and swivel-adjustable stand.",,2018-01-04T15:31:09-05:00,1,2171810,"Dell 24"" 1080p LED LCD Display, $50 Dell GC",MONITORS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/usqmrvh4mbpljdraamg3",
free shipping w/ $50,Up to 50% off,https://www.dealnews.com/Michael-Kors-Semi-Annual-Sale-Up-to-50-off-free-shipping-w-50/2172014.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172014"">Michael Kors</a> takes <b>up to 50% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096990,2172014"">clothing, shoes, and accessories</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096993,2172014"">Semi-Annual Sale</a>. (Prices are as marked.) Shipping adds <b>$5</b>, but orders of $50 or more qualify for free shipping. Some exclusions may apply.",,,4,2172014,Michael Kors Semi-Annual Sale,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rjowtkotwklfp2g09ftq",2018-01-05T03:57:52-05:00
free shipping w/ $99,Up to 80% off,https://www.dealnews.com/Belk-Season-End-Bonus-Buys-Up-to-80-off-free-shipping-w-99/2172005.html,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172005"">Belk</a> takes <strong>up to 80% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096963,2172005"">apparel, shoes, bedding, decor, kitchen items, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096966,2172005"">Season End Bonus Buys</a>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096969,2172005"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $9.50. (Orders over $99 also receive free shipping.) Deal ends January 11.",,,4,2172005,Belk Season End Bonus Buys,BELK COUPONS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xxhxgqle8v8anixz5rsz",2018-01-05T03:56:39-05:00
free shipping w/ Prime,$5,https://www.dealnews.com/Equinox-Standard-Pillow-Protectors-2-Pack-for-5-free-shipping-w-Prime/2171999.html,"Equinox International via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171999"">Equinox Standard Pillow Protectors 2-Pack</a> for $8.99. Coupon code ""WPZSBSDY"" drops it to <b>$4.97</b>. Plus, Prime members bag <b>free shipping</b>. That's $25 off list and the lowest price we could find. These protectors purport to be hypoallergenic, anti-microbial, and dust mite-resistant. Deal ends January 31.",,2018-01-04T15:16:01-05:00,3,2171999,Equinox Standard Pillow Protectors 2-Pack,BEDDING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lega12nyve3nd1komyko",
free shipping,$99,https://www.dealnews.com/OSD-Sound-Stage-2.1-Bluetooth-Sound-System-for-99-free-shipping/2171996.html,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171996"">OSD Audio Sound Stage 2.1 Bluetooth All-in-One Audio Sound System</a> for <strong>$99</strong> with <strong>free shipping</strong>. That's tied with our October mention at $221 off list and the lowest price we've seen. It features dual 5.25"" subs, four 20-watt channels, advanced DSP for home-theater-like sound, and independent amp channels for the woofer, midrange drivers, and tweeters.",True,,4,2171996,OSD Sound Stage 2.1 Bluetooth Sound System,SPEAKERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rcecw2kr6sr7ngp7eeat",2018-01-05T03:56:24-05:00
,"50,000 bonus points","https://www.dealnews.com/lw/click.html?20,2,2171954","Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171954"">Chase Sapphire Preferred® Credit Card</a> and earn <strong>50,000 bonus points</strong> after you spend <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096825,2171954"">$4,000 or more</a> on purchases in the first three months from account opening – that's $625 toward travel when you redeem through Chase Ultimate Rewards®. Plus, earn <strong>5,000 bonus points</strong> after you add the first authorized user and make a purchase in the first three months from account opening. Also, earn <strong>2 points</strong> for every $1 spent on travel and dining at restaurants both in the U.S. and abroad, and <strong>1 point</strong> for every $1 spent on all other purchases. There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95 for each additional year, and <strong>no foreign transaction fees</strong> on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096828,2171954"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",,2018-01-04T14:27:34-05:00,,2171954,Chase Sapphire Preferred® Card,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/d8ppsk9jlwz1siyg70ap",
