description,uuid,title,category,price,picture_url,shipping,editors_choice,time_published,time_modified,url,hotness
"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170193"">United MileagePlus® Explorer Card</a> and <strong>earn 40,000 bonus miles</strong> after you spend $2,000 in the first 3 months your account is open. Plus, <strong>earn 5,000 bonus miles</strong> after you add the first authorized user to your account and make a purchase with your Card during the first 3 months your account is open. Finally, you'll <strong>earn 2 miles</strong> for each $1 spent on tickets purchased from United, and <strong>earn 1 mile</strong> for each $1 spent on all other purchases. (Miles don't expire as long as your credit card account remains open.) There's a <strong>$0 Intro Annual Fee</strong> for the first year, then $95. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092241,2170193"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2170193,United MileagePlus® Explorer Card,CREDIT CARDS,"40,000 bonus miles","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/adilagzzfhgr5nnfvn9c",,,2018-01-02T10:45:01-05:00,,"https://www.dealnews.com/lw/click.html?20,2,2170193",
"adidas via eBay offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170691"">adidas Men's Climacool 1 Running Shoes</a> in Running White for <strong>$39.99</strong> with <strong>free shipping</strong>. That's $2 under our November mention of another color and the best price we've seen. (It's a low now by $20.) They're available in sizes from 8.5 to 13.",2170691,adidas Men's Climacool 1 Running Shoes,SHOES,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k3x3eve06yq8o4uto1dx",free shipping,,2018-01-03T05:24:14-05:00,,https://www.dealnews.com/adidas-Mens-Climacool-1-Running-Shoes-for-40-free-shipping/2170691.html,3
"As one of its daily deals, Amazon takes <strong>30% to 65% off</strong> a selection of Nature Made vitamins. Plus, check out via Subscribe & Save to cut an <strong>extra 5% off</strong> and bag <strong>free shipping</strong> on all orders. (Prime members may be eligible for further savings.) The deals, with prices after Subscribe & Save, ending today:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170694"">Nature Made Vitamin B12 Tablet 200-Count Bottle</a> for <strong>$7.77</strong> (pictured, low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093663,2170694"">Nature Made Vitamin D3 2000 IU Tablet 220-Count Bottle</a> for <strong>$7.90</strong> (low by $3)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093666,2170694"">Nature Made Calcium (Carbonate) w/ D3 400 IU Tablet 220-Count Bottle</a> for <strong>$8.90</strong> (low by $4)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093669,2170694"">Nature Made Burpless Fish Oil w/ Omega-3 Softgel 320-Count Bottle</a> for <strong>$13.29</strong> (low by $7)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093672,2170694"">Nature Made Coq10 Tablet 80-Count Bottle</a> for <strong>$15.11</strong> (low by $22)
 </li>
</ul>
Be sure to cancel your subscription once your order ships to avoid being billed for further shipments.",2170694,Nature Made Vitamins at Amazon,VITAMINS,30% to 65% off + 5% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/glqan2ntsq7aj3lvre1e",free shipping,,2018-01-03T05:23:36-05:00,,https://www.dealnews.com/Nature-Made-Vitamins-at-Amazon-30-to-65-off-5-off-free-shipping/2170694.html,3
"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170655"">Pisen 2-in-1 Portable Wall Charger / 5,000mAh External Battery</a> in White for $22.99. Coupon code ""CKXYY7IR"" cuts the price to <strong>$13.79</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $2 less than last month's mention, $9 off list, and the lowest price we could find. It features two USB ports, a Type C port, and UK and EU adapters. Deal ends January 14.",2170655,"Pisen Charger / 5,000mAh Power Bank",PORTABLE POWER BANKS,$14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bh93oky0hpud0vu5lf2r",free shipping w/ Prime,,2018-01-03T05:23:21-05:00,,https://www.dealnews.com/Pisen-Charger-5-000-m-Ah-Power-Bank-for-14-free-shipping-w-Prime/2170655.html,3
"Nursal via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170667"">Nursal Cordless Neck Massager Pillow</a> for $52.99. Coupon code ""EPF4LN27"" cuts it to <strong>$42.39</strong>. With <strong>free shipping</strong>, that's $3 less than our November mention, $11 off, and the lowest price we could find. It features two hours of cordless massage on a full charge, heat function, 3D shiatsu massager ball, and 1-button control. Deal ends January 31.",2170667,Nursal Cordless Neck Massager Pillow,HEALTH,$42,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jomxhnnv0r5j1c0hgirv",free shipping,,,2018-01-03T06:26:52-05:00,https://www.dealnews.com/Nursal-Cordless-Neck-Massager-Pillow-for-42-free-shipping/2170667.html,1
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170682"">6pm</a> continues to take <strong>at least 70% off</strong> over <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093660,2170682"">9,000 sale items</a>. Shipping adds <strong>$3.95</strong>, but orders of $50 or more qualify for free shipping. (Orders of two or more items also receive free shipping, regardless of the cost.) Some exclusions apply.",2170682,6pm Clearance,CLOTHING & ACCESSORIES,At least 70% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cghofz11hwnenltkhgpm",free shipping w/ $50,,,2018-01-03T08:20:14-05:00,https://www.dealnews.com/6-pm-Clearance-At-least-70-off-free-shipping-w-50/2170682.html,5
"As one of its daily deals, Amazon discounts a selection of Gaiam Balance Ball Chairs, with prices starting from <strong>$34.99</strong>. Plus, these orders receive <strong>free shipping</strong>. Deal ends today. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093657,2170640"">Gaiam Kids' Balance Ball Chair</a> for <strong>$34.99</strong> (low by $42)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093627,2170640"">Gaiam Adjustable Custom-Fit Balance Ball Chair</a> for <strong>$49.99</strong> (low by $30)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170640"">Gaiam Balance Ball Chair</a> for <strong>$54.98</strong> (pictured, low by $18)
 </li>
</ul>",2170640,Gaiam Balance Ball Chairs,EXERCISE EQUIPMENT,from $35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cvng2fc9ndua2e4ugt9v",free shipping,,,2018-01-03T09:40:53-05:00,https://www.dealnews.com/Gaiam-Balance-Ball-Chairs-from-35-free-shipping/2170640.html,4
"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170673"">Olaxer Olive Moisturizing Body Lotion 8.2-oz. Bottle</a> for $7.99. Coupon code ""FLWUN8TI"" cuts that to <strong>$3</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $8. Deal ends January 8.",2170673,Olaxer Olive Body Lotion 8.2-oz. Bottle,SKIN CARE,$3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wugbitn2pyegq7iinhzu",free shipping w/ Prime,,2018-01-03T04:54:48-05:00,,https://www.dealnews.com/Olaxer-Olive-Body-Lotion-8.2-oz.-Bottle-for-3-free-shipping-w-Prime/2170673.html,3
"As one of its daily deals, Meh discounts a selection of Thule Backpacks, with prices starting from <strong>$29</strong>. Plus, shipping adds <strong>$5</strong>. Deal ends today. The packs:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170658"">Thule Paramount 24L Backpack</a> for <strong>$29</strong> (pictured, low by $25)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093645,2170658"">Thule Paramount 27L Backpack</a> for <strong>$34</strong> (low by $41)
 </li>
 <li>
 <del><a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093837,2170658"">Thule Subterra 25L Backpack</a> for <s>$34</s> (low by $36)</del>
 </li>
</ul>",2170658,Thule Backpacks at Meh,BACKPACKS,from $29,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/y5i8cebscaiobxwiwwtv",$5 shipping,True,,2018-01-03T09:03:40-05:00,https://www.dealnews.com/Thule-Backpacks-at-Meh-from-29-5-s-h/2170658.html,4
"As one of its daily deals, Best Buy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170661"">Dynex 16x DVD-R 25-Pack</a> for <strong>$3.99</strong>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $2 under the lowest price we could find for any similar 25-pack. Each disc features a 4.7GB capacity. Deal ends today.",2170661,Dynex 16x DVD-R 25-Pack,"DVD, BLU-RAY & CD DRIVES & BURNERS",$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fcpiw4vwhcys28rm5udn",pickup at Best Buy,True,,2018-01-03T09:02:02-05:00,https://www.dealnews.com/Dynex-16-x-DVD-R-25-Pack-for-4-pickup-at-Best-Buy/2170661.html,2
"Looking for a new credit card? Check out our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a> which features several offers available to applicants from a wide range of credit ratings. Some notable cards include Chase Sapphire Preferred®, Chase Freedom Unlimited®, and United MileagePlus® Explorer Card.",2168621,Latest Credit Card Offers from Chase,CREDIT CARDS,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hozow7nxzxkuqstccluu",,,2018-01-01T00:01:00-05:00,,"https://www.dealnews.com/lw/click.html?20,2,2168621",
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170628"">Columbia</a> takes <strong>30% to 50% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093600,2170628"">men's, women's, and kids' styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093603,2170628"">Winter Sale</a>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093606,2170628"">sign up</a>.) Deal ends February 28.",2170628,Columbia Winter Sale,CLOTHING & ACCESSORIES,30% to 50% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hd9odivlb0r2kyycinxd",free shipping,,2018-01-03T04:34:39-05:00,,https://www.dealnews.com/Columbia-Winter-Sale-30-to-50-off-free-shipping/2170628.html,5
"As one of its daily deals, 13 Deals offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170646"">four American Rag Men's Pullover Hoodies</a> in assorted colors for <strong>$39.96</strong> with <strong>free shipping</strong>. That's what one of these hoodies costs alone elsewhere (making this a nifty low by $120). They're available in sizes M to XXL and ship in random colors. Deal ends today.",2170646,4 American Rag Men's Pullover Hoodies,SWEATSHIRTS & HOODIES,$40,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ymjjaqq0qsodpk0crug9",free shipping,True,,2018-01-03T09:01:47-05:00,https://www.dealnews.com/4-American-Rag-Mens-Pullover-Hoodies-for-40-free-shipping/2170646.html,4
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170613"">Backcountry</a> continues to take <strong>up to 95% off</strong> a huge selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093588,2170613"">apparel, shoes, accessories, and gear</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093591,2170613"">Year-End Sale</a>. (Prices are as marked.) Shipping starts at <strong>$5.95</strong>, but orders of $50 or more qualify for free 2-day shipping. Save on styles from The North Face, Marmot, Columbia, Patagonia, and Sorel, among many others. Deal ends January 8.",2170613,Backcountry Year-End Sale,CLOTHING & ACCESSORIES,Up to 95% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k5kujjokdwlptbutjkgq",free 2-day s&h w/ $50,,,2018-01-03T08:46:54-05:00,https://www.dealnews.com/Backcountry-Year-End-Sale-Up-to-95-off-free-2-day-s-h-w-50/2170613.html,4
"Walmart offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170622"">Men's Graphic 1/4 Zip Pullover</a> in Deadpool or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093597,2170622"">Spider-Man</a> for <strong>$10</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention, $5 off, and the lowest price we could find. It's available in select sizes from M to XL.",2170622,Spider-Man or Deadpool Men's Graphic Pullover,SWEATSHIRTS & HOODIES,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rrt27vwfxqhfzm7x0vg4",pickup at Walmart,,2018-01-03T04:17:54-05:00,,https://www.dealnews.com/Spider-Man-or-Deadpool-Mens-Graphic-Pullover-for-10-pickup-at-Walmart/2170622.html,3
"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170631"">Walmart</a> discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093609,2170631"">rollback and clearance electronics, toys, home items, apparel, and more</a>. Choose in-store <strong>pickup</strong> to dodge the $5.99 shipping fee, or spend $35 or more to qualify for free shipping. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093612,2170631"">Danskin Now Women's Dri-More Core Bike Shorts 2-Pack</a> for <strong>$6</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093615,2170631"">Edsal 48"" x 24"" x 72"" 5-Shelf Steel Shelving Unit</a> for <strong>$58.97</strong> (all-time best, low by $9)
 </li>
</ul>",2170631,Rollbacks and Clearance at Walmart,WALMART COUPONS,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mzvciwcjfud4mjamyy3z",,,,2018-01-03T08:18:59-05:00,https://www.dealnews.com/Rollbacks-and-Clearance-at-Walmart-free-shipping-w-35/2170631.html,5
"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170643"">PUMA Men's Carson 2 Running Shoes</a> in Quiet Shade for <strong>$29.98</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093630,2170643"">beauty item</a> (they start at $3) to bag free shipping; otherwise, shipping adds $10.95. That's tied with last week's mention and the lowest price we could find by $10. They're available in sizes 8 to 13.",2170643,PUMA Men's Carson 2 Running Shoes,SHOES,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lpipyatquon2yrwkga3n",free s&h w/beauty item,,2018-01-03T04:01:10-05:00,,https://www.dealnews.com/PUMA-Mens-Carson-2-Running-Shoes-for-30-free-s-h-w-beauty-item/2170643.html,3
