price,title,editors_choice,time_published,url,time_modified,hotness,category,uuid,description,picture_url,shipping
$22,Alxum USB 3.0 to SATA Dual HDD Dock,,2018-01-04T14:52:36-05:00,https://www.dealnews.com/Alxum-USB-3.0-to-SATA-Dual-HDD-Dock-for-22-free-shipping/2171972.html,,2,DRIVE ENCLOSURES,2171972,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171972"">Alxum USB 3.0 to Serial ATA Dual Bay External Hard Drive Docking Station</a> for $35.99. Coupon code ""2ZI9IU5C"" drops it to <strong>$21.99</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $7, although we saw it for $4 less in November. Compatible with 2.5"" and 3.5"" HDDs and SSDs, it features two hot-swappable SATA bays, data transfer speeds of up to 485MB/s, UASP support, clone function, solid aluminum construction, and a 3.9-foot cable. Deal ends January 15.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j63oy3prfbg10zhcftyf",free shipping
$225,"Lenovo IdeaPad 320 Celeron Dual 16"" Laptop",,2018-01-04T14:52:27-05:00,https://www.dealnews.com/Lenovo-Idea-Pad-320-Celeron-Dual-16-Laptop-for-225-free-shipping/2171960.html,,3,LAPTOPS,2171960,"Walmart offers the 4.8-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171960"">Lenovo IdeaPad 320 Intel Celeron 1.1GHz 15.6"" Laptop</a> in several colors (Black pictured) for <strong>$225</strong> with <strong>free shipping</strong>. That's $4 under our November mention, $44 off list, and the lowest price we could find. It features an Intel Celeron N3350 1.1GHz Apollo Lake dual-core processor, 15.6"" HD LED-backlit LCD, 4GB RAM, 1TB hard drive, DVD burner, 802.11ac wireless, Bluetooth 4.1, 2-cell battery, and Windows 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ze5x63o2tsloewhqd6oc",free shipping
$4,Rock Car Vent Phone Holder,,2018-01-04T14:48:29-05:00,https://www.dealnews.com/Rock-Car-Vent-Phone-Holder-for-4-free-s-h-from-China/2171729.html,,3,AUTOMOTIVE,2171729,"Cafago offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171729"">Rock Universal 360-Degree Car Vent Phone Holder</a> in Yellow or Gray for $6.49. Coupon code ""JPAV038"" cuts that to <strong>$4.44</strong>. With <strong>free shipping</strong>, that's around $6 less than the lowest price we could find for such a holder elsewhere. It's compatible with most 6"" screen mobiles.<br>
<br>
Note: This item ships from China and may take two to six weeks to arrive. Also, The countdown timer on the product page does not reflect an actual expiration time and resets daily.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jrxrkxpeftbsj2vbrnn3",free s&h from China
$18,"Fleximounts TV Mount for 17"" to 42"" TVs",,2018-01-04T14:48:26-05:00,https://www.dealnews.com/Fleximounts-TV-Mount-for-17-to-42-TVs-for-18-free-shipping-w-Prime/2171711.html,,2,TV WALL MOUNTS,2171711,"FlexiSpot via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171711"">Fleximounts Full Motion Articulating Mount for 17"" to 42"" TVs</a> for $20.99. Coupon code ""FLXIMSV1"" cuts it to <strong>$17.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. It has a weight capacity of 55 lbs. and has a tilt angle of 5 to 10 degrees. Deal ends January 14.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tbu1t7eo4mm7nfzu6ftp",free shipping w/ Prime
"31% off, from $9",Fazitrip Women's Thinsulate Ski Gloves,,2018-01-04T14:47:20-05:00,https://www.dealnews.com/Fazitrip-Womens-Thinsulate-Ski-Gloves-31-off-from-9-free-shipping-w-Prime/2171849.html,,3,ACCESSORIES,2171849,"Gre Lifestore via Amazon takes <b>31% off</b> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171849"">Fazitrip Women's 3M Thinsulate Ski Gloves</a> (Touchscreen Gloves in Pink/Gray pictured) via coupon code ""31FFHIPT"", with prices starting at <b>$9.16</b> after coupon. Plus, Prime members bag <strong>free shipping</strong>. That's up to $8 off and the best price we could find. They're available in select sizes from S to M/L. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cl6o1uipvjp6ofcybv46",free shipping w/ Prime
$10,"Royal 31"" Flour Sack Towel 12-Pack",,2018-01-04T14:47:02-05:00,https://www.dealnews.com/Royal-31-Flour-Sack-Towel-12-Pack-for-10-free-shipping-w-Prime/2171918.html,,4,KITCHEN,2171918,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171918"">Royal 31"" Flour Sack Towel 12-Pack</a> in White for $13.97. Coupon code ""592MXSXH"" cuts it to <strong>$9.97</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $10. They're made from 100% ring-spun cotton. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lfq4og8xoqgy6ylyjpuk",free shipping w/ Prime
$9,Royal 24-Pack Microfiber Cleaning Cloth Set,,2018-01-04T14:46:32-05:00,https://www.dealnews.com/Royal-24-Pack-Microfiber-Cleaning-Cloth-Set-for-9-free-shipping-w-Prime/2171948.html,,3,CLEANING SUPPLIES,2171948,"Equinox via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171948"">Royal 24-Pack Microfiber Cleaning Cloth Set</a> for $11.99. Coupon code ""VJZKWMTF"" cuts it to <strong>$8.97</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $21 off and the lowest price we could find. They measure 12"" x 16"". Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fsli9z9jflz06yofxhcz",free shipping w/ Prime
"40,000 bonus points",Chase Hyatt Credit Card,,,"https://www.dealnews.com/lw/click.html?20,2,2171978",2018-01-04T14:47:58-05:00,,CREDIT CARDS,2171978,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171978"">Chase Hyatt Credit Card</a> and earn <strong>40,000 bonus points</strong> after you spend ""https://click.linksynergy.com/fs-bin/click?id=NKa3hZyYoHA&offerid=556944.10002904&type=3&subid=0"" partno="""" vendor=""1642"" image_link=""0"" mfg=""0"" category=""522"" price="""" rel="""" landing_url=""https://creditcards.chase.com/lp/hyatt/naep40k/?CELL=6H8X&AFFID=NKa3hZyYoHA-DN93Xbht5lVwxtlSt2eZkw&pvid=&jp_cmp=cc/556944/aff/3-10002904/na"" magic_url_info=""Linkshare (Default) - 113401"">$2,000 or more on purchases in the first three months from account opening. (Free nights start at just 5,000 points.) Plus <strong>1 free night</strong> each year after your cardmember anniversary at any Category 1-4 hotel or resort. Also, receive <strong>5,000 Bonus Points</strong> after you add the first authorized user and make a purchase within 3 months of opening your account. This product is available if you do not have this card and have not received a new cardmember bonus for this card in the past 24 months. Also, earn <strong>3 Bonus Points</strong> per $1 spent at all Hyatt hotels or resorts, <strong>2 Bonus Points</strong> per $1 spent at restaurants, on airline tickets purchased directly from the airline, and at car rental agencies, and <strong>1 Bonus Point</strong> per $1 spent on all other purchases made with your card. (Points don't expire as long as your Hyatt Credit Card account is open.) A $75 annual fee applies. Finally, there's no foreign transaction fees on purchases made outside the United States. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096888,2171978"">click here</a>. This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s1642/Chase/"">Chase Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rbwame7pifyb2ma4ptgm",
$30,Victoria Cast Iron 4-Qt. Dutch Oven,,2018-01-04T14:45:43-05:00,https://www.dealnews.com/Victoria-Cast-Iron-4-Qt.-Dutch-Oven-for-30-free-s-h-w-beauty-item/2171858.html,,2,KITCHEN,2171858,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171858"">Victoria Cast Iron 4-Quart Dutch Oven</a> for $39.99. Coupon code ""WKND25"" drops it to <b>$29.99</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096468,2171858"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. That's the lowest price we could find by $15. This pre-seasoned Dutch oven features oversized handles. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dj1v8e37ndgtfetp5wp6",free s&h w/beauty item
$35,HP OfficeJet 3833 All-in-One Printer,,2018-01-04T14:44:52-05:00,https://www.dealnews.com/HP-Office-Jet-3833-All-in-One-Printer-for-35-free-shipping/2171957.html,,3,INKJET PRINTERS,2171957,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171957"">HP OfficeJet 3833 All-in-One Printer</a> which also copies, scans, and faxes, for <strong>$35</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $5, although we saw it for a buck less on Black Friday. It features black print speeds up to 8.5 ppm, color print speeds up to 6 ppm, 4800x1200 dpi maximum color print resolution, 600x300 dpi black and color copier resolution, wireless printing, and a 60-page tray capacity.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fxuivpnyhtuue0fzinci",free shipping
$55,"Sceptre 20"" Power Soundbar with Subwoofer",,2018-01-04T14:43:58-05:00,https://www.dealnews.com/Sceptre-20-Power-Soundbar-with-Subwoofer-for-55-free-shipping/2171855.html,,3,SPEAKERS,2171855,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171855"">Sceptre 20"" 2.1-Channel Power Soundbar with Subwoofer</a> for <strong>$54.99</strong> with <strong>free shipping</strong>. That's $15 under our mention from last March and the lowest price we could find by $17. The system features a 2.1-channel 20-watt soundbar, 40-watt down-firing subwoofer, Bluetooth, and remote control.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/mwjtpqks53yil2tmluxz",free shipping
40% to 70% off,Joe's New Balance New Year Sale,,2018-01-04T14:42:29-05:00,https://www.dealnews.com/Joes-New-Balance-New-Year-Sale-40-to-70-off-free-shipping/2171909.html,,4,SHOES,2171909,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096735,2171909"">Joe's New Balance Outlet</a> takes <strong>40% to 70% off</strong> the original retail price of select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096732,2171909"">men's</a> and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096687,2171909"">women's shoes</a> via coupon code ""NEWYEAR"" as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096738,2171909"">New Year Sale</a>, with prices starting from <strong>$22.50</strong>. (Items are already marked 20% to 50% off, and this coupon takes an additional 20% off the <i>original</i> retail price.) Plus, the same coupon bags <strong>free shipping</strong>. Combined, that's one of the best sales we've seen from JNBO in the past year and drops the price for many styles to the $30 to $40 range. Some exclusions may apply. Deal ends January 9. A couple of best bets, with prices after coupon:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096690,2171909"">New Balance Women's 811v2 Graphic Trainers</a> in White or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096693,2171909"">Denim</a> for <strong>$30</strong> (low by $12)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171909"">New Balance Men's Fresh Foam Boracay v3 Shoes</a> for <strong>$36</strong> (pictured, low by $28)
 </li>
</ul>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rnou50powxnkvq9goyqp",free shipping
Up to 50% off,Adidas Sale,,2018-01-04T14:42:26-05:00,https://www.dealnews.com/Adidas-Sale-Up-to-50-off-free-shipping/2171801.html,,5,CLOTHING & ACCESSORIES,2171801,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171801"">adidas</a> takes <b>up to 50% off</b> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096303,2171801"">men's women's, and kids' shoes, apparel, and accessories</a>. (Prices are as marked.) Plus, all orders receive <b>free shipping</b>. In all, over 1,300 items are discounted. Some exclusions may apply.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h4htarpj0kysjba9yavi",free shipping
$9,Calm Yoga Kit,,2018-01-04T14:42:09-05:00,https://www.dealnews.com/Calm-Yoga-Kit-for-9-pickup-at-Walmart/2171828.html,,2,EXERCISE EQUIPMENT,2171828,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171828"">Calm Yoga Kit</a> for <strong>$8.97</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $8. It includes a 24"" x 68"" yoga mat with sling, yoga block, 6-foot yoga strap, and towel.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gl99dqvy0ilqslixvepd",pickup at Walmart
from $299,Vision Grills Diamond-Cut Cadet Kamado Grill,,2018-01-04T14:41:27-05:00,https://www.dealnews.com/Vision-Grills-Diamond-Cut-Cadet-Kamado-Grill-from-299-free-shipping/2171885.html,,4,BBQS & GRILLS,2171885,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171885"">Vision Grills Diamond-Cut Cadet Kamado Grill</a> in several colors (Orange pictured) for <strong>$299</strong> with <strong>free shipping</strong>. (Non-members pay a $29.90 surcharge.) That's the lowest price we could find by $253. It features color-coded top and bottom vents and a stainless steel cooking grate with handles. Deal ends January 10.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pmjqaighwhflnbkjof40",free shipping
$85,Canon Multifunction WiFi Laser Printer,,2018-01-04T14:40:48-05:00,https://www.dealnews.com/Canon-Multifunction-Wi-Fi-Laser-Printer-for-85-free-shipping/2171942.html,,3,LASER PRINTERS,2171942,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171942"">Canon MF232W Multifunction WiFi Monochrome Laser Printer</a>, which also scans and copies, for <b>$84.99</b> with <strong>free shipping</strong>. That's tied with our November mention and the lowest price we could find by $46. It features a tiltable LCD screen, print speeds up to 24ppm, 1200x1200 dpi maximum print resolution, 802.11n wireless, Ethernet, and USB.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bidw7taovoqx9gqlfjv3",free shipping
Extra 60% off,J.Crew Factory Clearance,True,2018-01-04T14:39:36-05:00,https://www.dealnews.com/J.Crew-Factory-Clearance-Extra-60-off-free-shipping-w-100/2171933.html,,4,CLOTHING & ACCESSORIES,2171933,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171933"">J.Crew Factory</a> takes an <strong>extra 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096774,2171933"">clearance items</a> via coupon code ""CHILLY"". That's tied with our mention from two weeks ago as the largest extra discount we've seen on clearance items from J.Crew Factory this year. Shipping adds <strong>$5</strong>, but orders of $100 bag free shipping. Some exclusions may apply. Deal ends January 7.<br>
<br>
Note: Items marked as final sale cannot be returned or exchanged.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s40002/J.Crew-Factory/"">J.Crew Factory Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/j5ppnuvse3ddp4s4o530",free shipping w/ $100
