shipping,url,category,time_published,uuid,time_modified,title,picture_url,price,description,hotness,editors_choice
,https://www.dealnews.com/REI-Holiday-Clearance-Up-to-50-off/2167745.html,REI COUPONS,2017-12-29T00:01:00-05:00,2167745,,REI Holiday Clearance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f0vtk0ztegkn4ri3ovju",Up to 50% off,"REI takes <strong>up to 50% off</strong> select items as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167745"">Holiday Clearance</a>. Plus, save <strong>50% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087507,2167745"">new markdowns</a> at REI Garage. Shipping adds <strong>$5.99</strong>, although orders of $50 or more bag free shipping. (Some large items may incur additional handling charges; in-store pickup is available for most items.) Choose from categories including outerwear, apparel, accessories, and more. Deal ends January 1.",,
free shipping,https://www.dealnews.com/Black-Decker-2-in-1-Lithium-Stick-Vacuum-for-110-free-shipping/2167877.html,VACUUM CLEANERS,2017-12-28T18:13:05-05:00,2167877,,Black & Decker 2-in-1 Lithium Stick Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dbg9rsa08cqeoari6md3",$110,"Red-Tag Pricing via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167877"">Black &amp; Decker 2-in-1 Lithium Stick Vacuum</a> for <strong>$109.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $20. It features a cyclone system, removable beater bar, washable bowl, and smart docking station.",3,
free shipping,https://www.dealnews.com/ESQ-by-Movado-Mens-Catalyst-Watch-for-99-free-shipping/2167880.html,WATCHES,2017-12-28T18:01:44-05:00,2167880,,ESQ by Movado Men's Catalyst Watch,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5n4zqqtmtu9sp6kcwrm",$99,"Ashford offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167880"">ESQ by Movado Men's Catalyst Watch</a> for $238. Coupon code ""DNCATAL99"" cuts that to <strong>$99</strong>. With <strong>free shipping</strong>, that's tied with our December mention and the lowest price we could find by $81. It features a stainless steel casing and bracelet, Swiss quartz movement, and water resistance to 100 feet. Deal ends January 2.",3,
free shipping,https://www.dealnews.com/Bell-and-Howell-Tac-Stick-for-15-free-shipping/2167868.html,FLASHLIGHTS & LIGHTING,,2167868,2017-12-29T04:07:17-05:00,Bell and Howell Tac Stick,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jvwy94fmsn6oo8khxgya",$15,"As Seen On TV via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167868"">Bell and Howell Tac Stick Military Grade Tactical Flashlight &amp; Stick</a> for <strong>$14.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $12. It works when frozen or under water and is 22 times brighter than regular flashlights.",4,
free shipping,https://www.dealnews.com/Timbuk2-Command-Medium-Laptop-Messenger-Bag-for-52-free-shipping/2167874.html,LAPTOP BAGS,,2167874,2017-12-29T04:22:17-05:00,Timbuk2 Command Medium Laptop Messenger Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hrtq5vggq1tjmhexb087",$52,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167874"">Timbuk2 Command Medium Laptop Messenger Bag</a> in Black or Oxide for <b>$52.49</b> with <b>free shipping</b>. That's the lowest price we could find by $97. It features a padded, adjustable shoulder strap, interior and exterior pockets, and holds laptops up to 15"".",3,True
free shipping,https://www.dealnews.com/Dirt-Devil-Quest-600-Robotic-Vacuum-for-178-free-shipping/2167865.html,VACUUM CLEANERS,2017-12-28T17:54:36-05:00,2167865,,Dirt Devil Quest 600 Robotic Vacuum,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/o4lwxgvlpcp3texz9ehu",$178,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167865"">Dirt Devil Quest 600 Robotic Vacuum</a> for <b>$178</b> with <b>free shipping</b>. That's the lowest price we could find by $18. It features a 90-minute run time, navigates around obstacles, and automatically returns to its docking station.",2,
,https://www.dealnews.com/Sams-Club-Home-Refresh-Event-for-799/2167871.html,HOME & GARDEN,,2167871,2017-12-29T04:06:42-05:00,Sam's Club Home Refresh Event,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pqxpx972vaf2ydv9r7ga",$799,"For its members, Sam's Club discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087888,2167871"">furniture, mattresses, home storage, housewares, and more</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087879,2167871"">Home Refresh Event</a>. Plus, most items receive <strong>free shipping</strong>. Sale ends February 1. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167871"">Society Den Pyke 5-Piece Counter Table Dining Set</a> for <strong>$799</strong> (pictured, $200 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087882,2167871"">Abbyson Living Helena Top-Grain Leather Sofa, Loveseat, Armchair, and Ottoman Set</a> for <strong>$2,799</strong> ($400 off)
 </li>
</ul>
Note: Non-members will pay an additional 10% surcharge on these purchases. For some items, its cheaper to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087885,2167871"">1-year membership</a> for $45.",4,
,https://www.dealnews.com/Norton-Security-Deluxe-5-Device-15-Month-Sub-for-20/2167859.html,SOFTWARE,,2167859,2017-12-29T04:06:27-05:00,Norton Security Deluxe 5-Device 15-Month Sub,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cb78oxf9phhe9wbae4ck",$20,"Amazon offers downloads of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167859"">Symantec Norton Security Deluxe 5-Device 15-Month Subscription</a> for <strong>$19.99</strong>. That's tied with our mention from a year ago and $20 less than the best price we could find for a standard 12-month subscription. It secures up to five PCs, Macs, and iOS and Android devices.",4,
free shipping,https://www.dealnews.com/Alpine-Swiss-Womens-Elena-Ballet-Flat-Shoes-for-11-free-shipping/2167862.html,SHOES,2017-12-28T17:44:23-05:00,2167862,,Alpine Swiss Women's Elena Ballet Flat Shoes,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oucgyjokajkhje9s2swj",$11,"ArtofDeals via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167862"">Alpine Swiss Women's Elena Pointed-Toe Strappy Ballet Flat Shoes</a> in Beige or Black for <strong>$10.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $2. They're available in whole sizes from 5 to 11.",1,
free shipping,https://www.dealnews.com/Serta-Luxury-Hybrid-Super-Pillowtop-Mattress-from-459..-or-less-free-shipping/2167853.html,MATTRESSES,,2167853,2017-12-29T04:06:20-05:00,Serta Luxury Hybrid Super Pillowtop Mattress,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krppejsiqdiporlite2q",from $459.. or less,"Sam's Club offers the Serta Perfect Sleeper Luxury Hybrid Glenmoor Super Pillowtop Mattress in several sizes from <strong>$459</strong> with <strong>free shipping</strong>, as listed below. (Non-members pay an additional 10% off, so it's better to get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087837,2167853"">1-year membership</a> for $45.) Deal ends January 28. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087828,2167853"">Twin</a> for <strong>$459</strong> (low by $330)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167853"">Queen</a> for <strong>$469</strong> (pictured, low by $505)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087831,2167853"">Full</a> for <strong>$569</strong> (low by $380)
 </li>
</ul>
Don't mind picking it up? With stock varying by ZIP code, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087834,2167853"">Queen</a> is also available for <strong>$369</strong> with in-store <strong>pickup</strong>.",4,
,https://www.dealnews.com/Verizon-Fios-Gigabit-Connection-w-TV-for-75-per-month/2167610.html,COMPUTER SERVICES,2017-12-28T12:27:51-05:00,2167610,,Verizon Fios Gigabit Connection w/ TV,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nznrhqifi6vmgvfqqjjc",$75 per month,"Verizon offers new customers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167610"">Verizon Fios Double Play Bundle</a>, which includes 940/880 Mbps Fios Gigabit Internet and Verizon Fios Custom TV, for <strong>$74.99 per month</strong>. (This price is valid for 12 months.) Also, the standard setup charge is waived, a $99.99 value. Plus, switch to Fios and get out of your contract with <strong>up to a $500 credit</strong> to help cover your early termination fee.",,
pickup at Walmart,https://www.dealnews.com/Faded-Glory-Boys-Bubble-Jacket-for-9-pickup-at-Walmart/2167850.html,KIDS' CLOTHES,2017-12-28T17:31:25-05:00,2167850,,Faded Glory Boys' Bubble Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r2wfohdmjy46wsggtksi",$9,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167850"">Faded Glory Boys' Bubble Jacket</a> in several colors (Blue pictured) for <b>$9</b>. Opt for in-store <b>pickup</b> to dodge the $5.99 shipping charge. That's $9 off list and the lowest price we could find. It's available in select sizes from 6/7 to 18.",3,
free shipping,https://www.dealnews.com/Amazon-Basics-10-x10-Foot-Pop-Up-Canopy-Tent-for-60-free-shipping/2167724.html,GARDEN,2017-12-28T17:31:20-05:00,2167724,,AmazonBasics 10x10-Foot Pop-Up Canopy Tent,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uq03ieztvgsqimtdixii",$60,"Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167724"">AmazonBasics 10x10-Foot Pop-Up Canopy Tent</a> for <strong>$59.98</strong> with <strong>free shipping</strong>. That's $6 under our mention from January, $30 off, and the lowest price we could find. It features a cathedral style roof, angled leg design, 99% UV protection, wheeled carry bag, and a steel frame.",2,
free s&h w/beauty item,https://www.dealnews.com/Nike-Little-Girls-Tanjun-Sneakers-for-22-free-s-h-w-beauty-item/2167856.html,KIDS' SHOES,,2167856,2017-12-29T04:06:06-05:00,Nike Little Girls' Tanjun Sneakers,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jn0ftrzozssppzrmhml8",$22,"Finish Line via Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167856"">Nike Little Girls' Tanjun Sneakers</a> in White for <b>$22.48</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087840,2167856"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95. That's the lowest price we could find by $23. They're available in select sizes from 11 to 3.",4,
free shipping,https://www.dealnews.com/Milano-Leather-Chair-and-Storage-Ottoman-from-349-free-shipping/2167847.html,CHAIRS,,2167847,2017-12-29T04:05:54-05:00,Milano Leather Chair and Storage Ottoman,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e1oo2hbri2nrt5srpofl",from $349,"Sam's Club offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167847"">Abbyson Living Milano Leather Oversized Chair and Storage Ottoman</a> for <strong>$349</strong> with <strong>free shipping</strong>. (Non-members pay a $34.90 surcharge.) That's the lowest price we could find by $58. It includes a 53"" x 36"" x 33"" chair, 28"" x 32"" x 17"" ottoman, and three toss pillows.",4,
free shipping,https://www.dealnews.com/North-Face-Womens-Pink-Ribbon-Osito-2-Jacket-for-50-free-shipping/2167499.html,SWEATSHIRTS & HOODIES,2017-12-28T17:09:48-05:00,2167499,,North Face Women's Pink Ribbon Osito 2 Jacket,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nalyhxaouhelpqg09egw",$50,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167499"">North Face Women's Pink Ribbon Osito 2 Fleece Jacket</a> in Black or Grey for $59.99. Coupon code ""PZY50"" cuts that price to <strong>$50</strong>. With <strong>free shipping</strong>, that's the lowest price we could find by $49. It's available in select sizes from XS to XL. Deal ends January 1.",3,
pickup at Walmart,https://www.dealnews.com/LEGO-Star-Wars-Kylo-Rens-TIE-Fighter-for-64-pickup-at-Walmart/2167841.html,TOYS & HOBBIES,2017-12-28T17:03:32-05:00,2167841,,LEGO Star Wars Kylo Ren's TIE Fighter,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lcydofutij2ichlp1fqn",$64,"For in-store pickup only, and with stock varying by location, Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167841"">LEGO Star Wars The Last Jedi Kylo Ren's TIE Fighter</a> for <strong>$64</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087786,2167841"">Target</a> charges the same with free shipping.) That's the lowest price we could find by $16. It includes three minifigures and features an opening cockpit, spring-loaded shooters, and accessories.",3,
free shipping,https://www.dealnews.com/Think-Tank-Photo-Lily-Deanne-Mezzo-Camera-Bag-for-85-free-shipping/2167844.html,CAMERA BAGS,2017-12-28T16:59:11-05:00,2167844,,Think Tank Photo Lily Deanne Mezzo Camera Bag,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ckjfjfv2jnw4kuhbsjes",$85,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167844"">Think Tank Photo Lily Deanne Mezzo Camera Bag</a> in Licorice (pictured) for <b>$85</b> with <b>free shipping</b>. That's the lowest price we could find by $65. It holds one standard-size DSLR with mid-range zoom, 2 to 3 additional lenses, and laptops up to 11"".<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087795,2167844"">Think Tank Photo Lily Deanne Tutto Camera Bag</a> in Licorice for <b>$99</b> with <b>free shipping</b>. That's the lowest price we could find by $81. It holds one DSLR with mid-range zoom lens attached, 2 to 5 additional lenses, two flashes, and laptops up to 15"".",2,
free shipping,https://www.dealnews.com/Nostalgia-Kettle-Popcorn-Machine-for-48-free-shipping/2167829.html,SMALL APPLIANCES,2017-12-28T16:54:10-05:00,2167829,,Nostalgia Kettle Popcorn Machine,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hpkde2ippz7asfb0rojd",$48,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167829"">Nostalgia Kettle Popcorn Machine</a> for <strong>$47.99</strong> with <b>free shipping</b>. That's the lowest price we could find by $10, although we saw it for $8 less last month. This oil popper stands 19"" high and makes 10 cups of popcorn at a time.",3,
