shipping,editors_choice,category,hotness,uuid,time_published,title,picture_url,description,time_modified,url,price
free shipping,,HOME FURNITURE,3,2170379,2018-01-02T15:24:44-05:00,Mysteria Bay Storage Bed,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/efrfcueiieazpvjovhe2","Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093066,2170379"">Mysteria Bay Storage Bed</a> from <b>$399</b> with <b>free shipping</b>. (Non-members pay at least a $40 surcharge, so it's better to buy a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093018,2170379"">1-Year membership</a> for $45.) That's the lowest price we could find by at least $291. These beds feature storage space in the frame. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170379"">Twin</a> (pictured) from <b>$399</b> (low by $291)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093021,2170379"">Full</a> from <b>$449</b> (low by $316)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093024,2170379"">Queen</a> from <b>$499</b> (low by $204)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093027,2170379"">King</a> from <b>$579</b> (low by $535)
 </li>
</ul>",,https://www.dealnews.com/Mysteria-Bay-Storage-Bed-from-399-free-shipping/2170379.html,from $399
free shipping,,CLOTHING & ACCESSORIES,,2170382,2018-01-03T00:01:00-05:00,Jos. A. Bank Clearance Blowout Deals,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7xeamme77qdcwnyrzth","Jos. A. Bank discounts <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093396,2170382"">men's suits, sportshirts, polos, sportcoats, sweaters, outerwear, and dress shirts</a>, with prices starting at <b>$15</b>, as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170382"">Clearance Blowout Deals event</a>. Plus, all orders receive <strong>free shipping</strong>. Deal ends January 11.",,https://www.dealnews.com/Jos.-A.-Bank-Clearance-Blowout-Deals-from-16-free-shipping/2170382.html,from $16
free shipping w/ Prime,,KITCHEN,3,2170385,2018-01-02T15:21:53-05:00,Royal Oil and Vinegar Bottle Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wfxa9p02uril3cqtukvg","Equinox Int via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170385"">Royal Oil and Vinegar Bottle Set</a> for $16.99. Coupon code ""AVNV73H3"" knocks it to <strong>$9.97</strong>. With <strong>free shipping</strong> via Prime, that's the lowest price we could find by $10. It includes a stainless steel rack and removable corks. Each bottle holds up to 17 oz. Deal ends January 31.",,https://www.dealnews.com/Royal-Oil-and-Vinegar-Bottle-Set-for-10-free-shipping-w-Prime/2170385.html,$10
free shipping,,LAPTOP BAGS,3,2170349,2018-01-02T15:13:00-05:00,"Veckle 14"" Nylon Laptop Backpack","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sac2qvyqigbyoj6x7rdj","iOrange-E via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170349"">Veckle 14"" Nylon Laptop Backpack</a> in Black for $29.99. Coupon code ""FLZMU6QT"" drops it to <b>$19.99</b>. With <b>free shipping</b>, that's $10 off list and the lowest price we could find. It features adjustable, padded straps, exterior and interior pockets, is waterproof, and holds laptops up to 14"". Deal ends January 7.",,https://www.dealnews.com/Veckle-14-Nylon-Laptop-Backpack-for-20-free-shipping/2170349.html,$20
free shipping,,SURGE PROTECTORS,3,2170367,2018-01-02T15:02:16-05:00,Holsem 8-Outlet Surge Protector Power Strip,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sa759itcb7ivne0ojuib","Holsem via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170367"">Holsem 8-Outlet Surge Protector Power Strip</a> in Black or White for $25.95. Coupon code ""WO6W4JZY"" drops it to <b>$16.49</b>. Plus, Prime members bag <b>free shipping</b>. That's the lowest price we could find by $13. It features two USB charging outlets, surge protection up to 2,000 joules, and a 6-foot cord. Deal ends February 28.",,https://www.dealnews.com/Holsem-8-Outlet-Surge-Protector-Power-Strip-for-16-free-shipping/2170367.html,$16
,,AUTOMOTIVE,3,2170358,2018-01-02T15:01:49-05:00,Dunlop Tires at Tire Rack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zucr12c9jnyh0bbc7oha","Tire Rack offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170358"">up to a $50 mail-in rebate</a> with the purchase of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092973,2170358"">four select Dunlop tires</a>. Some exclusions apply. Deal ends February 28.<br>
<br>
Alternatively, get <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092976,2170358"">up to an $80 mail-in rebate</a> with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092979,2170358"">four select Goodyear or Dunlop tires</a>. Scroll down to see eligible tires. This rebate ends March 31.",,https://www.dealnews.com/Dunlop-Tires-at-Tire-Rack-Up-to-80-off-via-rebate/2170358.html,Up to $80 off via rebate
,,ROUNDUPS,,2170376,2018-01-02T14:55:20-05:00,Best Power Tool Deals: Get a 12-Volt Cordless Drill/Driver at Its Lowest Price,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tlamsogguwbvi7s7nwvu","Whether you missed out over the holidays, or you just need to add to your collection, our roundup of the week's best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-tool-deals/"">tool deals</a> has you covered. Score cordless drills from Worx, a power inflator, and more.",,https://www.dealnews.com/features/best-tool-deals/,
,,AIRFARE,4,2170370,2018-01-02T14:47:55-05:00,Frontier Airlines Nationwide Fares,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tdjsfk0cumhrlgma5m3m","Frontier Airlines via DealBase discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170370"">Frontier Airlines Nationwide 1-Way Fares</a> with fares starting from <strong>$19.30</strong>. (On the DealBase landing page, click on ""Frontier Airlines"" in the top line to see this sale.) That's the best price we could find for select routes today by at least $14. This price is valid on flights departing from Albuquerque, NM, (ABQ) with arrival in Denver, CO, (DEN) on January 8. Book this travel deal January 3 for travel from January 8 through February 7.<br>
<br>
All prices, dates, and booking details were valid at the time of publication.",,https://www.dealnews.com/Frontier-Airlines-Nationwide-Fares-from-19-1-Way/2170370.html,from $19 1-Way
free shipping,,HAND TOOLS,3,2170220,2018-01-02T14:38:27-05:00,Bosch 24-Piece Screwdriver Bit Set,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zyia15fnv50mq893bavg","Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170220"">Bosch Impact Tough 24-Piece Screwdriver Bit Set</a> for <strong>$9.98</strong>. Plus, MyLowe's members bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092370,2170220"">join</a>.) That's tied with our November mention, $10 off, and the best price we could find. The bits feature a black oxide coating.",,https://www.dealnews.com/Bosch-24-Piece-Screwdriver-Bit-Set-for-10-free-shipping/2170220.html,$10
,,RESTAURANTS,5,2170361,,Pizza Hut Menu-Price Pizzas,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wv8zrfxtgjkxwt03alsq","<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170361"">Pizza Hut</a> takes <strong>50% off</strong> all <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092982,2170361"">online menu-priced pizzas</a>. (No coupon is required.) That's tied with our November mention as the best percent-off discount we've seen from Pizza Hut. Some exclusions may apply. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092985,2170361"">Click here</a> to find a location near you. Deal ends January 8.",2018-01-03T03:35:45-05:00,https://www.dealnews.com/Pizza-Hut-Menu-Price-Pizzas-50-off/2170361.html,50% off
free shipping,True,GROCERIES,3,2170355,2018-01-02T14:30:33-05:00,Larabar Gluten Free Pecan Pie Bar 16-Pack,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cehsuyq5ef8o6caltzbh","Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170355"">Larabar 1.6-oz. Gluten Free Bar 16-Pack</a> in Pecan Pie for <strong>$7.38</strong> with <strong>free shipping</strong> via the below directions. That's $4 under our August mention and at least $8 less than you'd spend for any flavor at a local retail store. These gluten-free snacks are certified Kosher. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092958,2170355"">Larabar 1.6-oz. Bar 16-Pack</a> for $11.45
 </li>
 <li>clip the $3.50 off coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$7.38</strong>
 </li>
</ol>
Note: Remember to cancel your subscription after your order ships to avoid being billed for subsequent purchases.",,https://www.dealnews.com/Larabar-Gluten-Free-Pecan-Pie-Bar-16-Pack-for-7-free-shipping/2170355.html,$7
,,FINANCIAL SERVICES,,2170223,2018-01-02T11:11:18-05:00,Liberty Mutual Home and Auto Insurance,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aq1sckhgbtxvj4gqbcxp","At <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170223"">Liberty Mutual</a>, you could save <strong>up to $782</strong> when you combine <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092382,2170223"">home and auto insurance</a>. To take advantage of this multi-policy discount, enter your ZIP code to receive a free rate quote.",,"https://www.dealnews.com/lw/click.html?20,2,2170223",Save up to $782
pickup at Walmart,,GUNS & AMMO,4,2170352,,Daisy Youth Buck Air Rifle,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/p4e2cjrh3ld10bey0big","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170352"">Daisy Youth Buck Air Rifle</a> for <strong>$17.96</strong>. Opt for in-store <strong>pickup</strong> to avoid a $5.99 shipping charge. That's the lowest price we could find by $8. It features a 400-shot capacity and lever-cocking spring air action.",2018-01-03T03:53:56-05:00,https://www.dealnews.com/Daisy-Youth-Buck-Air-Rifle-for-18-pickup-at-Walmart/2170352.html,$18
free shipping,,OFFICE CHAIRS,3,2170346,2018-01-02T14:16:39-05:00,TimeOffice Exec Office Chair,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtnwtimawybaygka2ige","Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170346"">TimeOffice High-Back Mesh Executive Office Chair with Headrest</a> in Black for <strong>$60.36</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092904,2170346"">Amazon</a> has it for the same.) That's tied with our November mention and the lowest price we could find by $47. It features an adjustable headrest, armrests, and height.",,https://www.dealnews.com/Time-Office-Exec-Office-Chair-for-60-free-shipping/2170346.html,$60
free shipping,,DESKTOPS,2,2170214,2018-01-02T14:16:29-05:00,HP Slimline AMD A6-9200 2GHz Desktop,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/m8nidhfkersvb0vadp5r","HP offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170214"">HP Slimline 270-a035z AMD A6-9200 2GHz Desktop PC</a> for <strong>$299.99</strong> with <strong>free shipping</strong>. That's $100 off and the best price we could find. It features an AMD A6-9200 2GHz dual-core processor, 8GB RAM, 1TB 7200rpm hard drive, 802.11n wireless, USB 3.0, HDMI, and Windows 10 Home 64-bit.",,https://www.dealnews.com/HP-Slimline-AMD-A6-9200-2-GHz-Desktop-for-300-free-shipping/2170214.html,$300
free shipping,,LAPTOPS,2,2170343,2018-01-02T14:08:58-05:00,"Dell XPS Kaby Lake i5 Dual 13"" 1080p Laptop","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/smolcxuxzpjxvyszp6xr","Dell Home, via its Member Purchase Program, offers its 2.7-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170343"">Dell XPS 13 9360 Intel Kaby Lake Core i5 2.5GHz 13.3"" 1080p Laptop</a> for $930.99. Coupon code ""50OFF699"" knocks it to <strong>$881.99</strong>. With <strong>free shipping</strong>, that's $18 under our mention from three weeks ago, $218 off, and the lowest price we could find. Features include an Intel Core i5-7200U 2.5GHz Kaby Lake dual-core processor, 13.3"" 1920x1080 (1080p) IPS LCD, 8GB RAM, 256GB SSD, 802.11ac wireless, Thunderbolt 3, USB 3.0, and Windows 10 Home 64-bit.",,https://www.dealnews.com/Dell-XPS-Kaby-Lake-i5-Dual-13-1080-p-Laptop-for-882-free-shipping/2170343.html,$882
free shipping,,POWER TOOLS,3,2170340,2018-01-02T14:03:43-05:00,Dewalt 3-Tool Cordless Combo Kit,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kxhi7bvt361jw6snj0t3","Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170340"">Dewalt 3-Tool 20-volt Max Lithium Ion Cordless Combo Kit</a> for <b>$199</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092856,2170340"">CPO Tools</a> has it for the same price.) That's the lowest price we could find by $61. It includes a hammerdrill, impact drive, flashlight, two batteries, charger, and bag.",,https://www.dealnews.com/Dewalt-3-Tool-Cordless-Combo-Kit-for-199-free-shipping/2170340.html,$199
free shipping w/ Prime,,AUTOMOTIVE,3,2170316,2018-01-02T13:57:34-05:00,F-color Magnetic Dashboard Car Phone Holder,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cggv3ucdl6kyqwub1lts","F-color via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170316"">F-color Magnetic Dashboard Car Phone Holder</a> for $10.99. Coupon code ""XWL7S9OH"" drops it to <b>$6.99</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our mention from two weeks ago, $4 off list, and the lowest price we could find. It features a suction cup mount. Deal ends January 7.",,https://www.dealnews.com/F-color-Magnetic-Dashboard-Car-Phone-Holder-for-7-free-shipping-w-Prime/2170316.html,$7
free shipping,,PROJECTORS,3,2170337,2018-01-02T13:48:44-05:00,"Flovea 84"" 16:9 Projector Screen","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bol55lwpswbmjtbznfha","Flovea via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170337"">Flovea 84"" 16:9 Home Theater Projector Screen</a> for $29.99. Coupon code ""HBGVL8QM "" cuts that to <strong>$19.79</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for such a projector screen by $2. It features a 73x41"" viewing area. Deal ends January 20.",,https://www.dealnews.com/Flovea-84-16-9-Projector-Screen-for-20-free-shipping/2170337.html,$20
free shipping w/ Prime,,INK & TONER,3,2170190,2018-01-02T13:47:32-05:00,2 IKong Brother-Compatible Toner Cartridges,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ztl6i2epagucvflyyjtf","IKong via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170190"">IKong Brother-Compatible TN450/TN420 Replacement Black Toner Cartridge 2-Pack</a> for $14.29. Coupon code ""5YO97O8J"" cuts it to <b>$9</b>. With <b>free shipping</b> for Prime members, that's $3 under our May mention and the lowest we've seen. (It's $14 under the best price we could find for a 2-pack of similar cartridges elsewhere.) They're compatible with many Brother HL-, MFC-, Intellifax-, and DCP-series printers. Deal ends February 1.",,https://www.dealnews.com/2-IKong-Brother-Compatible-Toner-Cartridges-for-9-free-shipping-w-Prime/2170190.html,$9
