editors_choice,shipping,picture_url,hotness,price,time_published,category,uuid,time_modified,description,url,title
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qzcn0hufj1pkqpcqv2g2",3,25% off,2018-01-03T15:24:33-05:00,LUGGAGE & TRAVEL GEAR,2171183,,"Macy's takes <strong>25% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094992,2171183"">Tumi Alpha 2 Ballistic luggage</a>, with prices starting from <strong>$70.99</strong>. Plus these items qualify for <strong>free shipping</strong>. Deal ends February 4. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094977,2171183"">Tumi Alpha 2 Ballistic Double Expansion Travel Satchel</a> for <strong>$295.99</strong> (low by $19)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171183"">Tumi Alpha 2 Ballistic International 22"" Carry-On Spinner Suitcase</a> for <strong>$467.99</strong> (pictured, low by $31)
 </li>
</ul>",https://www.dealnews.com/Tumi-Alpha-2-Ballistic-Luggage-at-Macys-25-off-free-shipping/2171183.html,Tumi Alpha 2 Ballistic Luggage at Macy's
,free shipping w/ $35,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ytq33rtwharvsysukndt",5,Up to 72% off,,EXERCISE EQUIPMENT,2171186,2018-01-03T17:45:38-05:00,"Walmart cuts <strong>up to 72% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095043,2171186"">exercise equipment, wearable tech, hydration items, and more</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094983,2171186"">Fitness Sale</a>. Shipping adds <b>$5.99</b>, or spend $35 or more to bag free shipping. (Oversize items may incur additional shipping fees.) A couple of best bets, both via <strong>pickup</strong>:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094986,2171186"">CAP Barbell Tone Fitness 20-lb. Dumbbell Weight Set</a> for <b>$19.99</b> (low by $10)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171186"">Weider 2980 Home Gym w/ 214 lbs. of Resistance</a> for <b>$193.99</b> (pictured; low by $22, $337+ elsewhere)
 </li>
</ul>",https://www.dealnews.com/Walmart-Fitness-Sale-Up-to-72-off-free-shipping-w-35/2171186.html,Walmart Fitness Sale
,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oprgmsoymqn3dtgutp9f",2,$24,2018-01-03T15:20:38-05:00,CAMPING & OUTDOORS,2171174,,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171174"">Sea to Summit 30-Liter Compression Sack</a> in Olive Green for <strong>$23.73</strong>. Opt for in-store <strong>pickup</strong> to avoid $5.99 shipping fee. That's the lowest price we could find by $11. It features a flip top, four straps, and drawstring closure.",https://www.dealnews.com/Sea-to-Summit-30-L-Compression-Sack-for-24-pickup-at-REI/2171174.html,Sea to Summit 30L Compression Sack
,pickup at Home Depot,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gpf3nv6qbgapfr8c4vom",3,$29,2018-01-03T15:17:57-05:00,KITCHEN,2171072,,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171072"">Magisso Stainless Steel Bulb Citrus Reamer with Bamboo Stand</a> for <b>$28.79</b>. Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $7. The bulb is dishwasher safe. Deal ends January 31.",https://www.dealnews.com/Magisso-Stainless-Steel-Bulb-Citrus-Reamer-for-29-pickup-at-Home-Depot/2171072.html,Magisso Stainless Steel Bulb Citrus Reamer
,pickup at REI,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/bl8govxcsrngczx2bexm",3,$13,2018-01-03T15:16:49-05:00,KNIVES & MULTITOOLS,2171090,,"REI offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171090"">Gerber Splice Mini Scissors Keychain Tool</a> for <b>$12.73</b>. Choose in-store <b>pickup</b> to dodge the $5.99 shipping fee. That's the lowest price we could find by $3. It includes scissors, a straight blade, serrated blade, standard screwdriver, Phillips screwdriver, eyeglass screwdriver, bottle opener, and keychain.",https://www.dealnews.com/Gerber-Splice-Mini-Scissors-Keychain-Tool-for-13-pickup-at-REI/2171090.html,Gerber Splice Mini Scissors Keychain Tool
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/sahvkkuzzgqxs1wsugpv",,Earn up to $300,2018-01-03T11:05:18-05:00,FINANCIAL SERVICES,2170964,,"Online only, open a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170964"">TD Bank Premier Checking℠ account</a> today and <strong>earn $300</strong> when you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094359,2170964"">receive direct deposits of $2,500 or more</a> within 60 days of opening your account. TD Premier Checking℠ features a $0 monthly maintenance fee with $2,500 minimum daily balance, free Mobile Banking with Mobile Deposit, and free money orders, official bank checks, stop payments, paper statements with check images, and incoming wire transfers.<br>
<br>
Open a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094362,2170964"">TD Bank Convenience Checking℠ account</a> today and <strong>earn $150</strong> when you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094365,2170964"">receive direct deposits of $500 or more</a> within 60 days of opening your account. TD Convenience Checking℠ features a <strong>$0 monthly maintenance fee</strong> with $100 minimum daily balance, a discount on your first order of checks, access at thousands of TD ATMs in the U.S. and Canada, Mobile Banking with Mobile Deposit, and Online Banking and free Bill Pay with e-bills.","https://www.dealnews.com/lw/click.html?20,2,2170964",TD Bank Checking℠ Accounts
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/la2tgtthvv8yfed5nonf",5,$56,2018-01-03T15:13:38-05:00,SHOES,2171120,,"Nike offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171120"">Nike Men's Presto Fly Running Shoes</a> in Black/Black/Black for $74.97. The price falls in cart to <strong>$56.23</strong>. Plus, Nike+ members receive <b>free shipping</b>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094782,2171120"">join</a>.) That's the lowest price we could find for this colorway by $19 (most retailers charge $87 or more), although we saw them in a different color for $11 less two weeks ago. They're available in select sizes from 8 to 15. Deal ends January 4.",https://www.dealnews.com/Nike-Mens-Presto-Fly-Running-Shoes-for-56-free-shipping/2171120.html,Nike Men's Presto Fly Running Shoes
,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zi6aim94bumq1eylotlf",3,$14,2018-01-03T15:09:06-05:00,SMALL APPLIANCES,2171159,,"Macy's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171159"">Joseph Joseph M-Cuisine Popcorn Maker</a> in Orange for <strong>$13.53</strong>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094917,2171159"">beauty item</a> (they start at $3) to bag <strong>free shipping</strong>; otherwise, shipping adds $10.95. Ignoring padding, that's tied with our mention from a month ago and the lowest price we could find now by $6, excluding the below mentions. It's BPA free and features a heat-resistant silicone kernel holder and perforated lid to shake out any unpopped kernels.<br>
<br>
Don't need a beauty item? <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094920,2171159"">Amazon</a> offers it for $15.18 with free Prime shipping, and <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094923,2171159"">LivingSocial</a> charges $11.99 plus $3.99 for shipping via coupon code ""NEW20"".",https://www.dealnews.com/Joseph-Joseph-M-Cuisine-Popcorn-Maker-for-14-free-s-h-w-beauty-item/2171159.html,Joseph Joseph M-Cuisine Popcorn Maker
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fz5n0ltbp4hypwqhtma9",2,$5,2018-01-03T15:05:52-05:00,SOCKS,2171063,,"TimetoShade offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171063"">three pairs of Tunnel Beat Men's Socks</a> in several styles (Arrows pictured) for $10. Coupon code ""BEAT50"" cuts that to <strong>$5</strong>. With <strong>free shipping</strong>, that's the lowest price we could find for this quantity by $13. They fit shoe sizes 9 to 13. Deal ends January 9.",https://www.dealnews.com/3-Pairs-of-Tunnel-Beat-Mens-Socks-for-5-free-shipping/2171063.html,3 Pairs of Tunnel Beat Men's Socks
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/u5lgkqbxjerbtwihjkvb",3,$16,2018-01-03T15:03:00-05:00,SHIRTS,2171153,,"Proozy offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171153"">adidas Men's Puremotion Textured Stripe Polo Shirt</a> in several colors (Solar Blue/White pictured) for $18.99. Coupon code ""DN16"" drops it to <b>$16</b>. With <b>free shipping</b>, that's $3 under our August mention and the lowest price we could find by $14. (We saw two shirts for $30, or $15 per shirt, in November.) It's available in select sizes from S to 3XL. Deal ends January 8.",https://www.dealnews.com/adidas-Mens-Puremotion-Stripe-Polo-Shirt-for-16-free-shipping/2171153.html,adidas Men's Puremotion Stripe Polo Shirt
,pickup at Walmart,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cber774sjhn00acdhyng",3,$29,2018-01-03T14:56:51-05:00,OFFICE FURNITURE,2171147,,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171147"">Furinno Pasir 3-Tier Shelf with 3 Doors</a> in Steam Beech for <strong>$28.99</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $7. It measures approximately 24"" x 9"" x 31.5"" and holds up to 20 lbs. per shelf.",https://www.dealnews.com/Furinno-Pasir-3-Tier-Shelf-with-3-Doors-for-29-pickup-at-Walmart/2171147.html,Furinno Pasir 3-Tier Shelf with 3 Doors
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/slj7nfiku0c98rx1mc5o",2,$33,2018-01-03T14:56:27-05:00,COMPUTER SPEAKERS,2171039,,"Dell Home, via its Member Purchase Program, offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171039"">Dell 2.0 Speaker System</a> for <strong>$33.24</strong> with <b>free shipping</b>. That's the lowest price we could find by $5, although we saw it for $5 less last January. They feature a frequency response of 80Hz to 20kHz and USB.",https://www.dealnews.com/Dell-2.0-Speaker-System-for-33-free-shipping/2171039.html,Dell 2.0 Speaker System
,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ru8brhasblnnmpse1tuq",3,from $1,2018-01-03T14:55:48-05:00,SOFTWARE,2171180,,"StackSocial offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171180"">Project Management Online Course Bundle</a> for <strong>whatever you want to pay</strong>. If you opt to pay the bare minimum of <strong>$1</strong>, you'll get the Certificate In Project Management Course. That's tied with our August mention and the lowest price we could find by $138.<br>
<br>
If you opt to pay the average, currently $10.55, you'll also get the Certificate In Six Sigma and Lean Process, Certificate In Performance Management, Certificate In Organizational Skills, and Certificate In Goal Setting and Getting Things Done Courses. The entire bundle costs $499 elsewhere. Deal ends January 8.",https://www.dealnews.com/Project-Management-Online-Course-Bundle-from-1/2171180.html,Project Management Online Course Bundle
,free s&h w/beauty item,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tsrusjogz62asnyirnvf",4,from $7,2018-01-03T14:44:07-05:00,T-SHIRTS,2171171,,"Macy's discounts a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094953,2171171"">men's and women's graphic T-shirts</a> with prices starting from <b>$6.93</b>. Pad your order with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094947,2171171"">beauty item</a> (they start at $3) to bag <b>free shipping</b>; otherwise, shipping adds $10.95, or get free shipping with orders of $99 or more. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094950,2171171"">Changes Men's Friday the 13th T-Shirt</a> for <b>$9.53</b> ($14 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171171"">Jem Men's Elvis Presley Mugshot Graphic-Print T-Shirt</a> for <b>$12.99</b> (pictured, $11 off)
 </li>
</ul>",https://www.dealnews.com/Graphic-T-Shirts-at-Macys-from-7-free-s-h-w-beauty-item/2171171.html,Graphic T-Shirts at Macy's
True,pickup at Office Depot,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qj2qq3qtgjscu2fyanrh",4,$22,,HOME & GARDEN,2171144,2018-01-03T17:01:19-05:00,"For in-store pickup only, Office Depot and OfficeMax offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171144"">four Centrex Plastics Tough Box 27-Gallon Storage Totes</a> in Black/Yellow for <strong>$22.37</strong> via the instructions below. That's $6 under our November mention and the lowest per-item price we've seen at $5.59 per tote. (It's the best deal for the quantity today by $14.) Each measures approximately 30.9"" x 20.3"" x 14.6"" and features a snap-on lid and built-in handles. Deal ends January 6. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094857,2171144"">Centrex Plastics Tough Box 27-Gallon Storage Tote</a> for $9.99
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17094860,2171144"">add four</a> to cart for a price of $31.96 (dropping the per-item price to $7.99 each)
 </li>
 <li>apply coupon code ""94376108"" to drop that to <b>$22.37</b>
 </li>
</ol>",https://www.dealnews.com/Centrex-Plastics-27-Gallon-Storage-Tote-4-pk-for-22-pickup-at-Office-Depot/2171144.html,Centrex Plastics 27-Gallon Storage Tote 4pk
,free shipping w/ $50,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/e631ccofsqhuiuuszg4o",,Extra 40% off sale items,2018-01-03T00:01:00-05:00,CLOTHING & ACCESSORIES,2170403,,"Dockers cuts an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170403"">select men's, women's, and kids' sale items</a> via coupon code ""TAKE40"". Shipping adds <strong>$7.50</strong>, but orders of $50 or more get free shipping. Some exclusions apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1910/Dockers/"">Dockers Coupons</a>.</p>",https://www.dealnews.com/Dockers-coupon-Extra-40-off-sale-items-free-shipping-w-50/2170403.html,Dockers coupon
,free shipping,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtihdthf74rbyceqmtjl",3,$13,2018-01-03T14:43:43-05:00,TV ANTENNAS & RECEIVERS,2171126,,"Rapio Direct via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171126"">Rapio 1080p 50-Mile HDTV Antenna</a> for $26.99. Coupon code ""N9OM54VJ"" cuts it to <strong>$13.23</strong>. With <strong>free shipping</strong>, that's tied with our mention from three weeks ago and the lowest price we could find by $24. Get free HD channels for life via this antenna that tunes to UHF/VHF signals in up to 1080p and features a detachable amplifier signal booster, and a 16.5-foot cable. Deal ends January 31.",https://www.dealnews.com/Rapio-1080-p-50-Mile-HDTV-Antenna-for-13-free-shipping/2171126.html,Rapio 1080p 50-Mile HDTV Antenna
