editors_choice,description,uuid,shipping,hotness,category,picture_url,time_published,price,title,url,time_modified
,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170556"">Oral-B Pro Health Sugar Defense Manual Toothbrush 2-Pack</a> in Soft for $2.09. Clip the $1 off coupon to cut the price to <strong>$1.09</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's a buck under what you'd pay in-store locally.<br>
<br>
Note: This item ships in two to four weeks.",2170556,free shipping w/ Prime,4,TOOTHBRUSHES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/huhcxtiqh0xjzrf7oj1d",,$1 w/ $25 purchase,Oral-B Sugar Defense Toothbrush 2-Pack,https://www.dealnews.com/Oral-B-Sugar-Defense-Toothbrush-2-Pack-for-1-w-25-purchase-free-shipping-w-Prime/2170556.html,2018-01-03T04:02:20-05:00
,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093420,2170388"">Levi's</a> cuts an <strong>extra 40% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170388"">select men's, women's, and kids' sale items</a> via coupon code ""SALE40"". Shipping adds <strong>$7.50</strong>, but orders of $100 or more get free shipping. Some exclusions apply. Deal ends January 9.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1491/Levis/"">Levi's Coupons</a>.</p>",2170388,free shipping w/ $100,,CLOTHING & ACCESSORIES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ns6x4mayxb9wabwo20ch",2018-01-03T00:01:00-05:00,Extra 40% off sale items,Levi's coupon,https://www.dealnews.com/Levis-coupon-Extra-40-off-sale-items-free-shipping-w-100/2170388.html,
,"Amazon offers Prime members <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170553"">Elle D. Risco &amp; Calliope Glass' <i>Disney Christmas Storybook Collection</i> Hardcover Book</a> for <strong><strong><strong>$7.64</strong></strong></strong> with <strong>free shipping</strong>. That's the lowest shipped price we could find by $7. It includes 18 tales with over 250 illustrations.<br>
<br>
Note: This item is temporarily out of stock but can be ordered at this price and will ship when available.",2170553,free shipping w/ Prime,3,BOOKS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/g7bwjqporvl2xggw3ofj",2018-01-02T23:22:07-05:00,$8,"""Disney Christmas Storybook"" Hardcover Book",https://www.dealnews.com/Disney-Christmas-Storybook-Hardcover-Book-for-8-free-shipping-w-Prime/2170553.html,
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170544"">Kobalt 20-Piece Standard and Metric Mechanic's Tool Set</a> for <strong>$19.98</strong>. Plus, MyLowe's members bag <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093537,2170544"">join</a>.) That's $5 under our November mention, $30 off list, and the lowest price we could find. It includes an extendable handle and an assortment of sockets and bits. Deal ends February 6.",2170544,free shipping,3,HAND TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zxshjz1phvoyx3tyebx4",2018-01-02T22:23:45-05:00,$20,Kobalt 20pc SAE / Metric Mechanic's Tool Set,https://www.dealnews.com/Kobalt-20-pc-SAE-Metric-Mechanics-Tool-Set-for-20-free-shipping/2170544.html,
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170538"">Cambridge Silversmiths Shiloh 3-Quart Ice Bucket</a> for <strong>$25</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $4 off list and the lowest price we could find. It features a galvanized finish and rope.",2170538,pickup at Walmart,2,KITCHEN,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nahjcv66jxfickijjjei",2018-01-02T21:55:54-05:00,$25,Cambridge Shiloh 3-Qt. Ice Bucket,https://www.dealnews.com/Cambridge-Shiloh-3-Qt.-Ice-Bucket-for-25-pickup-at-Walmart/2170538.html,
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170535"">Kobalt 4-Tool 24-volt Max Lithium Ion Cordless Combo Kit</a> for <strong>$149</strong> with <strong>free shipping</strong>. That's $150 off list and the lowest price we could find. It includes a drill/driver, circular saw, flashlight, battery, and charger.",2170535,free shipping,3,POWER TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnwlbenh2dzhtgcsauf2",2018-01-02T21:40:03-05:00,$149,Kobalt 4-Tool 24V Cordless Combo Kit,https://www.dealnews.com/Kobalt-4-Tool-24-V-Cordless-Combo-Kit-for-149-free-shipping/2170535.html,
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170532"">BHG 3-Cube Organizer Bench</a> in Weathered for <strong>$47</strong> with <strong>free shipping</strong>. That's $42 off list and the lowest price we could find. It's compatible with 13"" storage bins and baskets and measures approximately 44.5"" x 18"" x 20"".",2170532,free shipping,4,HOME FURNITURE,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/szctkel8e5aumjv0isrt",,$47,BHG 3-Cube Organizer Bench,https://www.dealnews.com/BHG-3-Cube-Organizer-Bench-for-47-free-shipping/2170532.html,2018-01-03T04:01:35-05:00
,"DealYard via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170526"">Sunbeam Royal Mink Chill-Away Heated Wrap</a> in three colors (Lavender pictured) for <strong>$29.97</strong> with <strong>free shipping</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093534,2170526"">Amazon</a> charges the same.) That's the lowest price we could find by $19. This machine-washable wrap measures 25"" x 57"" and features three heat-settings and 3-hour auto-off.",2170526,free shipping,3,BEDDING,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zhk20yl3z2ozrkfxyql9",2018-01-02T20:44:31-05:00,$30,Sunbeam Royal Mink Chill-Away Heated Wrap,https://www.dealnews.com/Sunbeam-Royal-Mink-Chill-Away-Heated-Wrap-for-30-free-shipping/2170526.html,
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170514"">Elf Stor Premium Christmas Tree Bag</a> in White for <b>$12.88</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093516,2170514"">Discount Tommy via Amazon</a> charges the same for Prime members.) That's the lowest price we could find by $4, although it was a buck less a year ago. It measures approximately 60"" x 30"" x 30"" and holds up to a 9-foot disassembled artificial Christmas tree. Features include tear-proof polypropylene construction and nylon carry handles.",2170514,pickup at Walmart,3,SEASONAL/HOLIDAYS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/yfgyw6jqmn6b6teohuxg",2018-01-02T19:34:54-05:00,$13,Elf Stor Premium Christmas Tree Bag,https://www.dealnews.com/Elf-Stor-Premium-Christmas-Tree-Bag-for-13-pickup-at-Walmart/2170514.html,
,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170511"">Jana Queen Bed</a> in several colors (Natural Fabric pictured) for <strong>$189.88</strong> with <strong>free shipping</strong>. (Non-members pay a $18.99 surcharge.) That's the lowest price we could find by $23. This foam-padded headboard measures 86"" x 63"" x 53"" and is crafted from pinewood and plywood.",2170511,free shipping,3,BABIES & KIDS ITEMS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nkrc9t3ebip5nso248nu",2018-01-02T19:21:30-05:00,from $190,Jana Queen Bed,https://www.dealnews.com/Jana-Queen-Bed-from-190-free-shipping/2170511.html,
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170508"">JVC 2.1-Channel Bluetooth 37"" Sound Bar System</a> for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $100 off and tied with our November mention as the lowest price we could find. It features Bluetooth 4.2 and comes with a wireless subwoofer.",2170508,free shipping,3,SPEAKERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ko0jse1x6omvmb4vj0rw",2018-01-02T19:01:56-05:00,$80,"JVC 37"" 2.1 Bluetooth Sound Bar",https://www.dealnews.com/JVC-37-2.1-Bluetooth-Sound-Bar-for-80-free-shipping/2170508.html,
,"Sign up for the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170181"">JetBlue Plus Card</a> and receive <strong>30,000 bonus points</strong> after you <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092208,2170181"">spend $1,000 in purchases</a> within the first 90 days of account opening. Other card features include earning <strong>6x points</strong> on JetBlue purchases, <strong>2x points</strong> at restaurants and grocery stores, and <strong>1x points</strong> on all other purchases. Plus, your first checked bag is <strong>free</strong>. Finally, there's no blackout dates on JetBlue-operated flights, you can redeem for any seat any time on JetBlue-operated flights, and points awarded into your TrueBlue account don't expire. A $99 annual fee applies. For more terms and conditions, <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17092211,2170181"">click here</a>.<br>
<br>
This card — and several more — can be found on our <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""http://dealnews.com/credit-cards/s39843/Barclay-Card/"">Barclaycard Credit Card page</a>.        <div class=""article-disclaimer"">
            <p class=""article-disclaimer-text"">
                <a href=""#"" class=""article-disclaimer-link info"" data-panel=""article_disclaimer-dialog"" data-dialog_text=""DealNews has financial relationships with the credit card issuers mentioned on our site, and DealNews receives compensation if consumers choose to apply for these by clicking links in our content and ultimately sign up for these specific cards. This compensation has no impact or influence on where or how the cards appears on dealnews.com. DealNews does not include all card companies or all card offers available in the marketplace.&lt;br&gt;&lt;br&gt;
&lt;bold&gt;UGC Disclosure&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
These responses are not provided or commissioned by the bank advertiser. Responses have not been reviewed, approved or otherwise endorsed by the bank advertiser. It is not the bank advertiser's responsibility to ensure all posts and/or questions are answered.
&lt;bold&gt;Bank Disclaimer&lt;/bold&gt;&lt;br&gt;
&lt;br&gt;
This content is not provided or commissioned by the Bank Advertiser. Opinions expressed here are author's alone, not those of the Bank Advertiser, and have not been reviewed, approved or otherwise endorsed by the Bank Advertiser. This site may be compensated through the Bank Advertiser Affiliate Program."" data-dialog_title=""Advertiser Disclosure"">Advertiser Disclosure</a>
            </p>
        </div>",2170181,,,CREDIT CARDS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uku4yulyuaxaufupterc",2018-01-02T10:37:44-05:00,"Earn 30,000 bonus points",JetBlue Plus Card,"https://www.dealnews.com/lw/click.html?20,2,2170181",
True,"Adorama offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170505"">Jackson Pro Series Monarkh SC Electric Guitar</a> in Silver Burst for <strong>$449</strong> with <strong>free shipping</strong>. That's $21 under our June mention and the lowest price we could find by $221. It features a 22-fret maple neck, ebony fingerboard, Seymour Duncan Blackouts AHB-1 pickups, and 3-position pickup switch.",2170505,free shipping,2,MUSICAL INSTRUMENTS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/krmpqjxza8jtou1bwft0",,$449,Jackson Pro Series Monarkh SC Electric Guitar,https://www.dealnews.com/Jackson-Pro-Series-Monarkh-SC-Electric-Guitar-for-449-free-shipping/2170505.html,2018-01-03T06:41:58-05:00
,"Lowe's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170502"">DeWalt 68-Piece Screwdriver Bit Set</a> for $19.98. Plus MyLowe's members can log into their account to drop it to <strong>$17.98</strong> in-cart and bag <b>free shipping</b>. (Not a MyLowe's member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093501,2170502"">join</a>.) That's $2 under our November mention, $12 off list, and the lowest price we've seen. It features the most common geometries of 1"" and 2"" screwdriver bits.",2170502,free shipping,4,HAND TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rpww0zfqwyp8tt8esxwf",,$18,DeWalt 68-Piece Screwdriver Bit Set,https://www.dealnews.com/De-Walt-68-Piece-Screwdriver-Bit-Set-for-18-free-shipping/2170502.html,2018-01-03T03:59:35-05:00
,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170499"">Honeywell Top Fill Cool Mist Humidifier</a> in White or Black for <strong>$29.88</strong>. Opt for in-store <strong>pickup</strong> to avoid the $5.99 shipping charge. That's $19 off list and the best price we could find. This filter-free cool mist humidifier features a wide tank opening for easy filling, rotating mist nozzle, and variable output settings.",2170499,pickup at Walmart,3,HUMIDIFIERS & DEHUMIDIFIERS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tnmucpesry3jjlwxhwaz",,$30,Honeywell Top Fill Cool Mist Humidifier,https://www.dealnews.com/Honeywell-Top-Fill-Cool-Mist-Humidifier-for-30-pickup-at-Walmart/2170499.html,2018-01-03T03:59:16-05:00
,"Victoria's Secret offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170496"">Victoria's Secret Women's Dream Angels New Push-Up Bra</a> in several colors for <strong>$29.99</strong> plus <strong>$8</strong> for shipping. That's $37 off and the best price we could find. It's available in sizes 32 to 38 with A to DDD cup sizes.",2170496,$8 shipping,3,INTIMATES,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/imkuiwz9dno8yukpczl3",2018-01-02T18:38:29-05:00,$30,Victoria's Secret Dream Angels Push-Up Bra,https://www.dealnews.com/Victorias-Secret-Dream-Angels-Push-Up-Bra-for-30-8-s-h/2170496.html,
,"Millionshare via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170292"">23"" Balance Ball with Pump</a> in several colors (Blue pictured) for <b>$39.99</b> with <b>free shipping</b>. That's the lowest price we could find by $2. It comes with two resistance bands.",2170292,free shipping,3,EXERCISE EQUIPMENT,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nbcptokcdep22mmoknlb",2018-01-02T18:31:07-05:00,$40,"23"" Balance Ball with Pump",https://www.dealnews.com/23-Balance-Ball-with-Pump-for-40-free-shipping/2170292.html,
True,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170493"">Sceptre 54.6"" 4K LED-Backlit LCD Ultra HD Television</a>, model no. U550CV-U, for <strong>$299.99</strong> with <strong>free shipping</strong>. That's tied with our mention from two weeks ago as the lowest price we've seen. (It's the best deal now by $91.) It features a 3840x2160 (2160p) native resolution, LED backlight, USB, and four HDMI inputs.",2170493,free shipping,4,TVS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k67kk4dvhbmsmeptz5uj",,$300,"Sceptre 55"" 4K LED LCD UHD TV",https://www.dealnews.com/Sceptre-55-4-K-LED-LCD-UHD-TV-for-300-free-shipping/2170493.html,2018-01-03T06:41:19-05:00
True,"For in-store pickup only, Lowes offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170490"">Stanley 81-Piece Standard/Metric Mechanic's Tool Set</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093474,2170490"">Stanley 2-Drawer Tool Chest</a> for $39.98. MyLowe's members can log into their account to drop the price to <strong>$35.98</strong> in-cart. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17093483,2170490"">join</a>.) That's $20 under the lowest price we could find for a similar tool chest and tool set. It includes 43 sockets, two drive tools, two quick release ratchets, and more.",2170490,pickup at Lowe's,4,HAND TOOLS,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/b5aqsmyfyd6kuknhxrnq",,$36,Stanley 81-Piece Mechanic's Tool Set/Chest,https://www.dealnews.com/Stanley-81-Piece-Mechanics-Tool-Set-Chest-for-36-pickup-at-Lowes/2170490.html,2018-01-03T06:40:49-05:00
