category,price,time_published,time_modified,hotness,description,picture_url,editors_choice,shipping,title,url,uuid
HANDBAGS,Up to 77% off,,2018-01-05T21:42:53-05:00,3,"Nordstrom Rack takes <strong>up to 77% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172461"">crossbody bags</a>. Shipping adds <strong>$7.95</strong>, but orders of $100 or more bag free shipping. Discounted brands include Marc Jacobs, Ted Baker, Rebecca Minkoff, and Steve Madden.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wblumfbp9t4e6zy05xuv",,free shipping w/ $100,Crossbody Bags at Nordstrom Rack,https://www.dealnews.com/Crossbody-Bags-at-Nordstrom-Rack-Up-to-77-off-free-shipping-w-100/2172461.html,2172461
MORNING JOLT,,2018-01-05T08:57:39-05:00,,,"Today you can make the idea of vacuuming a little more bearable by saving big on a Dyson. Check out this offer and more in our roundup of the top five <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/morning-jolt/"">Editors' Choice deals</a> we found last night and this morning.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eydnkwj9d9743wiygij5",,,Top 5 Deals You Need to Know This Morning: A Dyson at Its Lowest Price,https://www.dealnews.com/features/morning-jolt/,2172479
VIDEO DOWNLOADS,$10,,2018-01-05T14:40:15-05:00,2,"iTunes offers downloads of the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172464"">Insidious Trilogy in HD</a> for <strong>$9.99</strong>. That's the lowest price we could find by $8. It includes Insidious, Insidious: Chapter 2, and Insidious: Chapter 3.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q83rxcr1kvoszd1dvpws",True,,Insidious Trilogy in HD,https://www.dealnews.com/Insidious-Trilogy-in-HD-for-10/2172464.html,2172464
LAPTOPS,$400,,2018-01-05T21:42:21-05:00,3,"Lenovo offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172440"">Lenovo Flex 5 Intel Pentium Kaby Lake 2.3GHz 14"" 1080p Touchscreen 2-in-1 Laptop</a> for <strong>$399.99</strong> with <strong>free shipping</strong>. That's $120 off list and the lowest price we could find. It features an Intel Pentium 4415U 2.3GHz Kaby Lake dual-core processor, 14"" 1366x768 touchscreen, 4GB RAM, 1TB HDD, 802.11ac Wireless, Bluetooth 4.1, 2-cell battery, and Windows 10 Home 64-bit. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rtgp2znaz9148r3ytt9o",,free shipping,"Lenovo Flex 5 Pentium 2.3GHz 14"" Touch Laptop",https://www.dealnews.com/Lenovo-Flex-5-Pentium-2.3-GHz-14-Touch-Laptop-for-400-free-shipping/2172440.html,2172440
COATS,$20,,2018-01-05T14:22:27-05:00,2,"Columbia offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172428"">Columbia Women's Benton Springs Fleece Vest</a> in several colors (Nocturnal pictured) for <strong>$19.90</strong>. Plus, Greater Rewards members receive <strong>free shipping</strong>. (Not a member? It's free to <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097470,2172428"">sign up</a>.) That's the lowest price we could find by $5. It's available in select sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rmhsi4dgtg6gr5uamsty",,pickup at REI,Columbia Women's Benton Springs Fleece Vest,https://www.dealnews.com/Columbia-Womens-Benton-Springs-Fleece-Vest-for-20-pickup-at-REI/2172428.html,2172428
LAPTOPS,$360,2018-01-05T08:40:05-05:00,,2,"HP offers its 5.6-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172449"">HP 17z AMD A9 3GHz 17.3"" Laptop</a> in Black for <strong>$359.99</strong> with <strong>free shipping</strong>. That's $185 off and the lowest price we could find, although we saw it for $20 less during Cyber Week. It features an AMD A9-9420 3GHz dual-core processor with integrated AMD Radeon R5 graphics, 17.3"" 1600x900 LED-backlit LCD, 8GB RAM, 1TB hard drive, DVD burner, and Windows 10 Home 64-bit. Deal ends January 6.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fluvtday3vqnbz0xi4j4",,free shipping,"HP 17z AMD A9 3GHz Dual 17"" Laptop",https://www.dealnews.com/HP-17-z-AMD-A9-3-GHz-Dual-17-Laptop-for-360-free-shipping/2172449.html,2172449
LUGGAGE & TRAVEL GEAR,$9,,2018-01-05T14:59:39-05:00,2,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172455"">Built NY Gourmet Getaway Neoprene Lunch Tote</a> in Dahlia for <strong>$9.43</strong> with <strong>free shipping</strong>. That's the lowest price we could find by around $6. It measures 12.5"" x 12"" and can keep food warm or cold for up to 4 hours.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qsagjmbhoyqkr9aqochm",,free shipping w/ Prime,Built NY Gourmet Getaway Neoprene Lunch Tote,https://www.dealnews.com/Built-NY-Gourmet-Getaway-Neoprene-Lunch-Tote-for-9-free-shipping-w-Prime/2172455.html,2172455
MONITORS,$200,2018-01-05T08:25:49-05:00,,2,"BuyDig offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172419"">Asus 27"" 1080p Curved LED-Backlit LCD Monitor</a> for <strong>$199.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $55. Features include a 1920x1080 native resolution (1080p), 5ms response time, and VGA, DisplayPort, and HDMI inputs. Deal ends January 12.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/fvnidr8cwuhtppayfaml",,free shipping,"Asus 27"" 1080p Curved LED LCD Display",https://www.dealnews.com/Asus-27-1080-p-Curved-LED-LCD-Display-for-200-free-shipping/2172419.html,2172419
TABLES,$166,,2018-01-05T21:42:06-05:00,3,"GDF Studio via Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172446"">Denise Austin Home Genoa Rotatable Coffee Table</a> for <strong>$165.59</strong> with <strong>free shipping</strong>. That's $89 off and the lowest price we could find.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dtjysfdxekrk352bib9p",,free shipping,Denise Austin Home Rotatable Coffee Table,https://www.dealnews.com/Denise-Austin-Home-Rotatable-Coffee-Table-for-166-free-shipping/2172446.html,2172446
HEADPHONES,$10,,2018-01-05T21:38:32-05:00,3,"Ugreat via Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172437"">Hopday U8 Bluetooth V4.1 Wireless In-Ear Sport Headphones</a> for $19.99. Coupon code ""FN6RFVED"" cuts it to <strong>$9.99</strong>. With <strong>free shipping</strong>, that's $8 less than our August mention and is the lowest price we could find by $25. Features include IPX7 rated water resistance, built-in microphone, CVC6.0 noise cancellation, and up to nine hours talk time. Deal ends January 31.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/gbhy0zmajwmticsgyyju",,free shipping w/ Prime,Hopday U8 Bluetooth In-Ear Headphones,https://www.dealnews.com/Hopday-U8-Bluetooth-In-Ear-Headphones-for-10-free-shipping-w-Prime/2172437.html,2172437
WIRELESS NETWORKING,$60,,2018-01-05T13:54:19-05:00,2,"FreedomPop offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172425"">Netgear Unite 4G LTE Hotspot for FreedomPop</a> bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097464,2172425"">10GB of Bonus Data</a> and a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097467,2172425"">FreedomPop Premier 1-Month Trial</a> for <strong>$59.98</strong> with <strong>free shipping</strong>. That's $30 under the lowest price we could find for the Hotspot alone elsewhere. The hotspot features a 4x3"" color touchscreen display and can connect with up to 10 WiFi devices.<br>
<br>
Be sure to switch to the free 200MB/month plan and cancel your trial before your initial free month expires, or you'll be billed $47.98 every six months.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ljfwcjuixt1mww7d6ej0",,free shipping,Netgear Unite 4G LTE Hotspot w/ 10GB Data,https://www.dealnews.com/Netgear-Unite-4-G-LTE-Hotspot-w-10-GB-Data-for-60-free-shipping/2172425.html,2172425
BUYING GUIDES,,2018-01-05T08:00:01-05:00,,,"Finding a good bargain on airfare is becoming a complicated process. Fortunately, it's not impossible to score cheap plane tickets. We have <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Save-on-Your-Next-Flight/1880243.html"">five tips to help you get the best deal on your next flight</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idjt18t99dwlufnhtwu7",,,5 Ways to Save on Your Next Flight,https://www.dealnews.com/features/Ways-to-Save-on-Your-Next-Flight/1880243.html,2170202
MP3 DOWNLOADS,$5/mo. for students,,2018-01-05T21:37:20-05:00,3,"Exclusively for college students, Spotify still offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172434"">Spotify Premium 1-Year Subscription</a> bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097473,2172434"">Hulu Limited Commercials 1-Year Subscription</a> for <strong>$4.99 per month</strong>. That's tied with our mention from two weeks ago and $13 under the normal (non-student) monthly cost for these two services combined. You must be enrolled in a US Title IV accredited college or university and above the age of 18 to qualify. You can renew your subscription at this price up to three times.<br>
<br>
Note: Students with a preexisting Spotify Premium subscription can verify their student status and activate the Hulu subscription. Students with a preexisting Hulu Limited Commercials Subscription (without any premium network add-ons) can merge their Hulu account into the above bundle deal.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/rshakmre0nagwlkf3lcx",True,,Spotify Premium w/ Hulu 1-Year Subscription,https://www.dealnews.com/Spotify-Premium-w-Hulu-1-Year-Subscription-for-5-mo.-for-students/2172434.html,2172434
AUTOMOTIVE,$99,,2018-01-05T21:36:39-05:00,3,"Suaoki via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172431"">Suaoki 100-watt Solar Panel Charger</a> for $179.99. Coupon code ""L7V8AVBD"" drops it to <strong>$98.99</strong>. With <strong>free shipping</strong>, that's tied with our mention from two weeks as the lowest price we've seen. (It's the best deal now by around $121.) It flexes up to 30° for RVs, boats, cabins, tents, or other irregular surfaces. Deal ends January 20.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vprilqxcnfcwcjaj8edt",,free shipping,Suaoki 100W Solar Panel Charger,https://www.dealnews.com/Suaoki-100-W-Solar-Panel-Charger-for-99-free-shipping/2172431.html,2172431
DVD MOVIES,$20,2018-01-05T07:52:07-05:00,,2,"Best Buy offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172413"">The Addams Family: The Complete Series on DVD</a> for <strong>$19.99</strong>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097461,2172413"">Amazon</a> matches this with free shipping for Prime members.) Opt for in-store <strong>pickup</strong> to avoid the $3.99 shipping charge. That's the lowest price we could find by $10 and the best price we've seen. It includes nine discs.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/v9lvnp7erkgxbh6xuasd",,pickup at Best Buy,The Addams Family: The Complete Series on DVD,https://www.dealnews.com/The-Addams-Family-The-Complete-Series-on-DVD-for-20-pickup-at-Best-Buy/2172413.html,2172413
AUTOMOTIVE,$6,,2018-01-05T21:34:37-05:00,3,"F-color via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172422"">F-color Air Vent Magnetic Car Mount Phone Holder</a> for $9.99. Coupon code ""5SAFBQQK"" cuts it to <strong>$5.99</strong>. With <strong>free shipping</strong>, that's a buck under our mention from a month ago, $4 off, and the lowest price we could find. It fits most cellphones and features one-handed operation and 360-degree rotation. Deal ends January 7.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dnfkxxm8rz76xrmpfnh5",,free shipping w/ Prime,F-color Air Vent Magnetic Car Phone Holder,https://www.dealnews.com/F-color-Air-Vent-Magnetic-Car-Phone-Holder-for-6-free-shipping-w-Prime/2172422.html,2172422
LIGHTING & LAMPS,$88,,2018-01-05T21:29:39-05:00,3,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172407"">GE Sol C WiFi Smart Light Fixture</a> for <strong>$88.08</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $88. It features Alexa voice control, and allows you to use your voice to control lighting features, set timers, check the weather, tell time, and play music from your music library","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qwd9fozwnlipzrlh29br",,free shipping,GE Sol C WiFi Smart Light Fixture,https://www.dealnews.com/GE-Sol-C-Wi-Fi-Smart-Light-Fixture-for-88-free-shipping/2172407.html,2172407
ACCESSORIES,$15,2018-01-05T07:17:53-05:00,,2,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172416"">Smartwool Merino 250 Pattern Reversible Headband</a> in several colors (Dogwood White/Black pictured) for <strong>$14.73</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's the lowest price we could find by $3. It's available in one size, which fits most.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/r2rz7xjipcq0oovpyax1",,pickup at REI,Smartwool Merino 250 Reversible Headband,https://www.dealnews.com/Smartwool-Merino-250-Reversible-Headband-for-15-pickup-at-REI/2172416.html,2172416
CLOTHING & ACCESSORIES,50% to 60% off + 15% off,,2018-01-05T21:27:06-05:00,3,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172410"">Guess</a> takes <strong>50% to 60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097455,2172410"">sale styles</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17097458,2172410"">End of Season Sale</a>. (Prices are as marked.) Even better, cut an <strong>extra 15% off</strong> via coupon code ""AFF15GUS"". Shipping adds <strong>$7.95</strong>, or bag free shipping with orders of $99 or more. Some exclusions may apply. Deal ends January 7.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s295/Guess/"">Guess Coupons</a>.</p>","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ksboim4t28o0df4ekymd",,free shipping w/ $99,Guess End of Season Sale,https://www.dealnews.com/Guess-End-of-Season-Sale-50-to-60-off-15-off-free-shipping-w-99/2172410.html,2172410
HOME FURNITURE,$449,,2018-01-05T12:25:02-05:00,2,"Home Depot offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172389"">Home Decorators Collection Alphabet 14-Drawer Dresser</a> for <strong>$449.40</strong> with <strong>free shipping</strong>. That's $300 off and the best price we could find.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7mm6syggx3ftfyndzhm",,free shipping,Home Decorators Alphabet 14-Drawer Dresser,https://www.dealnews.com/Home-Decorators-Alphabet-14-Drawer-Dresser-for-449-free-shipping/2172389.html,2172389
CONSUMER NEWS,,2018-01-05T07:00:01-05:00,,,"If you're looking to get fit this year, dressing for the part may actually help. And even if you haven't gone to the gym in years, don't worry. Here's a comprehensive <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Your-Complete-Guide-to-Buying-Workout-Clothes/2151374.html"">guide to buying workout clothes</a>.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uermdoltlkfyhan1gw1b",,,Your Complete Guide to Buying Workout Clothes,https://www.dealnews.com/features/Your-Complete-Guide-to-Buying-Workout-Clothes/2151374.html,2170244
KIDS' CLOTHES,$7,2018-01-05T06:59:24-05:00,,2,"REI Garage offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2172401"">REI Co-Op Kids' All-Season Tech-Compatible Gloves</a> in Black/Vivid Viola for $9.73. Add them to your cart to drop the price to <strong>$7.29</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's $3 under our mention from August, $16 off, and the lowest price we could find. They're available in sizes from XS to XL.","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xwxymkou0z9g1271mk0i",,pickup at REI,REI Co-Op Kids' Tech-Compatible Gloves,https://www.dealnews.com/REI-Co-Op-Kids-Tech-Compatible-Gloves-for-7-pickup-at-REI/2172401.html,2172401
