category,title,time_modified,price,time_published,description,url,uuid,editors_choice,picture_url,shipping,hotness
CRAFTS,UnityStar 120-Piece Face Paint Stencil Kit,,$7,2018-01-04T13:25:00-05:00,"Pada via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171870"">UnityStar 120-Piece Face Paint Stencil Kit</a> for $9.99. Coupon code ""N2XP3VSG"" cuts it to <strong>$6.99</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off and the lowest price we could find. It includes 120 reusable stencils. Deal ends January 31.",https://www.dealnews.com/Unity-Star-120-Piece-Face-Paint-Stencil-Kit-for-7-free-shipping-w-Prime/2171870.html,2171870,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/kup88nnsdw47o1v2pzgi",free shipping w/ Prime,3
COMPUTERS,Dell Member Purchase Program,,Up to 30% off,2018-01-04T00:01:00-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171222"">Dell Home</a>, via its Member Purchase Program, offers discounts of <strong>up to 30% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17095121,2171222"">laptops, desktops, tablets, electronics, and accessories</a>. Plus, <b>free shipping</b> applies to most items.",https://www.dealnews.com/Dell-Member-Purchase-Program-Up-to-30-off-free-shipping/2171222.html,2171222,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dq5mvihrblbv01lxryec",free shipping,
SMARTWATCHES,"Apple Watch Series 3 GPS 38mm, $60 Kohl's GC",2018-01-04T17:40:51-05:00,$329,,"Kohl's offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171888"">Apple Watch Series 3 GPS 38mm Aluminum Smartwatch</a> in Space Gray/Gray or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096555,2171888"">Space Gray/Black</a> for <b>$329</b>. Plus, you'll receive <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096558,2171888"">$60 in Kohl's Cash</a>. (It can be redeemed in stores or online from January 8 to 15.) With <b>free shipping</b> and assuming you'll use the credit, that's tied with our November mention and the lowest price we could find now by $46, excluding the below mention. It features a W2 dual-core processor that enables Siri to talk on your watch, 1.5"" 272x340 OLED display with Ion-X glass, 8GB internal storage, 802.11n wireless, Bluetooth 4.2, built-in GPS, heart rate sensor, altimeter, battery life up to 18 hours, fluoroelastomer sport band, and watchOS 4.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096561,2171888"">42mm version</a> in Space Gray/Black for <b>$359</b>. Plus, you'll bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096564,2171888"">$70 in Kohl's Cash</a>. With <b>free shipping</b> and assuming you'll use the credit, that's the best deal today by $56 (excluding the below mention), although we saw it for the same price bundled with $105 in Kohl's Cash in November. Both deals end January 7.<br>
<br>
Don't need the Kohl's Cash? ShopRite offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096567,2171888"">38mm version</a> in Space Gray/Black for <b>$279.99</b> or the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096570,2171888"">42mm version</a> in Space Gray/Black for <b>$329.99</b>, both with <b>free shipping</b>. Those are the lowest outright prices we've seen for either version. These deals end January 31.",https://www.dealnews.com/Apple-Watch-Series-3-GPS-38-mm-60-Kohls-GC-for-329-free-shipping/2171888.html,2171888,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oz4gnuxgalsx73dbitat",free shipping,4
SHOES,New Balance Men's 490v4 Running Shoes,,$30,2018-01-04T13:18:46-05:00,"Joe's New Balance Outlet offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171879"">New Balance Men's 490v4 Running Shoes</a> in Steel for $41.99. Coupon code ""NEWYEAR"" cuts that to <b>$29.99</b>. With <b>free shipping</b>, that's tied with our mention from three weeks ago and the second-lowest price we've seen. (It's the best deal now by $20.) They're available in select standard and wide sizes from 7.5 to 13. Deal ends January 9.",https://www.dealnews.com/New-Balance-Mens-490-v4-Running-Shoes-for-30-free-shipping/2171879.html,2171879,True,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aemukv0wzh7kamqflzj0",free shipping,3
CRUISES,Celebrity 7Nt Cruise Sale at Avoya Travel,,from $399 per person,2018-01-04T13:12:32-05:00,"Avoya Travel via Dunhill Travel discounts select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171891"">Celebrity 7-Night Cruises through 2019</a> with prices starting from <b>$399 per person</b>. Plus, take <b>50% off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096579,2171891"">extra guest fares</a>, bag <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096582,2171891"">up to $375 Onboard Credit</a>, plus <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096585,2171891"">additional extras</a> on select sailings. Additional fees may apply. Book this travel deal by January 14 for cruises throughout 2018 and 2019.",https://www.dealnews.com/Celebrity-7-Nt-Cruise-Sale-at-Avoya-Travel-from-399-per-person/2171891.html,2171891,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/h5uzujeuamle5u1mfh1g",,4
AUTOMOTIVE,Alxum 24W 2-Port USB Compact Car Charger,,$7,2018-01-04T13:08:08-05:00,"Weme via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171819"">Alxum 24-watt Dual-Port USB Ultra Compact Car Charger</a> in Black for $7.99. Coupon code ""W5KMH8EO"" cuts it to <strong>$6.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our November mention, a buck off, and the lowest price we could find. It can charge two devices simultaneously and features a 4.8-amp maximum output. Deal ends January 15.",https://www.dealnews.com/Alxum-24-W-2-Port-USB-Compact-Car-Charger-for-7-free-shipping-w-Prime/2171819.html,2171819,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ouzrssrld6qv2ebiif5l",free shipping w/ Prime,3
CRUISES,NCL 3Nt Bahamas Cruise w/ Open Bar,,from $598 for 2,2018-01-04T13:00:16-05:00,"Norwegian Cruise Line via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171876"">Norwegian Cruise Line 3-Night Bahamas Cruise for two</a>, bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096540,2171876"">complimentary open bar</a>, with prices starting from <strong>$598</strong>. (It's the first listing on the landing page.) That's the lowest price we could find for such a cruise this month by $80. This roundtrip cruise aboard the Norwegian Sky departs from Miami, FL, on January 26. Additional fees and taxes apply. Book this travel deal by January 25.",https://www.dealnews.com/NCL-3-Nt-Bahamas-Cruise-w-Open-Bar-from-598-for-2/2171876.html,2171876,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/uxtvxx6zluugrxov7d7w",,3
LAPTOPS,"Lenovo Star Wars Kaby Lake R 14"" 4K Laptop",,"$1,300",2018-01-04T12:55:07-05:00,"Best Buy offers the 3.1-lb. <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171867"">Lenovo Star Wars Special Edition Yoga 920 Intel Kaby Lake R 1.8GHz 13.9"" 4K Ultra HD Touchscreen 2-in-1 Laptop</a> in Platinum bundled with a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096513,2171867"">Trend Micro Internet Security 3-Device 6-Month Subscription for Windows, Mac, Android, and iOS</a> for <strong>$1,299.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $467. It functions as a laptop or tablet and features an Intel Core i7-8550U 1.8GHz Kaby Lake R quad-core processor, 13.9"" 3840x2160 (4K, 2160p) IPS LED-backlit touchscreen LCD, 16GB RAM, 512GB SSD, 4-cell battery, and Windows 10 Home 64-bit.",https://www.dealnews.com/Lenovo-Star-Wars-Kaby-Lake-R-14-4-K-Laptop-for-1-300-free-shipping/2171867.html,2171867,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cjommv2lhizw6qdxqkl6",free shipping,3
KNIVES & MULTITOOLS,Tacklife 12-in-1 Stainless Steel Multi-Pliers,,$9,2018-01-04T12:54:46-05:00,"TacklifeDirect via Amazon offers Prime members its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171840"">Tacklife Advanced 12-in-1 Stainless Steel Multi-Pliers</a> in All Metal (MPY04) or Orange Grip (MPY05) for <b>$8.97</b> with <strong>free shipping</strong>. That's a buck less than our November mention and the lowest price we've seen. It includes a carrying case. Deal ends January 7.",https://www.dealnews.com/Tacklife-12-in-1-Stainless-Steel-Multi-Pliers-for-9-free-shipping-w-Prime/2171840.html,2171840,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eb3crqomzovj7yqgztkg",free shipping w/ Prime,2
TOYS & HOBBIES,Toy Choi's Baby Bath Toys,,$10,2018-01-04T12:54:39-05:00,"Toy Choi's via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171789"">Toy Choi's Baby Bath Toys</a> in Orange or Green for $19.99. Coupon code ""37U9IE3H"" cuts it to <strong>$9.99</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $15. It includes whale shape bath toy, four shape cubes, and four floatages. Deal ends January 31.",https://www.dealnews.com/Toy-Chois-Baby-Bath-Toys-for-10-free-shipping-w-Prime/2171789.html,2171789,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jtic3sif0zlbjg3nsnzq",free shipping w/ Prime,2
HOTELS,5Nt All-Inclusive Costa Rica Resort,,from $149 per night,2018-01-04T12:46:13-05:00,"BookIt via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171861"">5-night stays for two at the All-Inclusive Occidental Tamaridno</a> in Guanacaste, Costa Rica, with prices starting at <strong>$742.50</strong> via coupon code ""10PCT"". (It's the top offer on the page; we found this rate on June 3.) At $149 per night, that's the lowest price we could find for this package by $326. This 3-star hotel has an Expedia rating of 81% based on 333 reviews. Book this travel deal by January 7 for stays from April 1 through July 23.",https://www.dealnews.com/5-Nt-All-Inclusive-Costa-Rica-Resort-from-149-per-night/2171861.html,2171861,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q8q0exkw6rwk9jusbbez",,3
ACCESSORIES,Ozero Unisex Winter Gloves,,$15,2018-01-04T00:01:00-05:00,"Ozero Gloves via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2170847"">Ozero Unisex Winter Gloves</a> in several colors (Denim Black pictured) for $18.99. Coupon code ""198ZQNMX"" cuts it to <strong>$15.38</strong>. (Limit one redemption per customer.) Plus, Prime members bag <strong>free shipping.</strong> They're windproof and water-resistant. Deal ends January 4.",https://www.dealnews.com/Ozero-Unisex-Winter-Gloves-for-15-free-shipping-w-Prime/2170847.html,2170847,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pikek4cdo1itbsstvjju",free shipping w/ Prime,
VIDEO & AUDIO CABLES,Weme Mini DisplayPort DP to HDMI Adapter,,$3,2018-01-04T12:45:13-05:00,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171735"">Weme Mini DisplayPort DP to HDMI Adapter</a> in White or Black for $7.99. Coupon code ""U48F69ZK"" cuts that to <strong>$2.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's a few cents under our May mention, $5 off list, and the lowest price we could find. It features support for resolutions up to 1920x1080 (1080p). Deal ends January 15.",https://www.dealnews.com/Weme-Mini-Display-Port-DP-to-HDMI-Adapter-for-3-free-shipping-w-Prime/2171735.html,2171735,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/au1qq2l2sepv49akitvn",free shipping w/ Prime,3
LUGGAGE & TRAVEL GEAR,MaidMax Garment Bag 3-Pack w/ Shoe Bag,,$7,2018-01-04T12:35:51-05:00,"MaidMax via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171798"">MaidMax Garment Bag 3-Pack</a> bundled with the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096300,2171798"">MaidMax Shoe Bag</a> for $13.99. Coupon code ""8224FRVY"" cuts it to <strong>$7</strong>. Plus, Prime members receive <strong>free shipping</strong>. That's $3 under our November mention, $7 off, and the lowest price we've seen. Each garment bag measures 24"" x 42"" x 6"" and features a full-length zipper and PVC window. The shoe bag measures 17"" x 9.8"" x 4.7"". Deal ends January 31.",https://www.dealnews.com/Maid-Max-Garment-Bag-3-Pack-w-Shoe-Bag-for-7-free-shipping-w-Prime/2171798.html,2171798,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/advymch2okegnovbve9i",free shipping w/ Prime,3
USB HUBS,Weme USB 3.0 3-Port Hub,,$6,2018-01-04T12:30:12-05:00,"Weme via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171744"">Weme USB 3.0 3-Port Hub</a> for $16.99. Coupon code ""BF7VGWZT"" cuts that to <strong>$5.99</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's $3 under our March mention, $11 off list, and the lowest price we've seen. This unpowered hub includes a Micro USB adapter. Deal ends January 15.",https://www.dealnews.com/Weme-USB-3.0-3-Port-Hub-for-6-free-shipping-w-Prime/2171744.html,2171744,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t7jodmm5sqbdegca3hcy",free shipping w/ Prime,2
BEST LAPTOP DEALS,Best Laptop Deals: Save $600 on This Macbook Pro with Touch Bar!,,,2018-01-04T12:29:21-05:00,"From Chromebooks to MacBooks and touchscreens to 2-in-1s, this week's roundup of the best <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/best-laptop-deals/"">laptop deals</a> has it all. Check it out to save a bundle!",https://www.dealnews.com/features/best-laptop-deals/,2171846,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/k1avedpxb0xakwztqhhk",,
TOYS & HOBBIES,FuriBee Q95 95mm PNP Micro FPV Racing Drone,,$70,2018-01-04T12:25:02-05:00,"GearBest offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2171837"">FuriBee Q95 95mm PNP Micro FPV Racing Drone</a> for $132.28. Coupon code ""XMASDEAL15"" cuts that to <strong>$69.99</strong>. With <strong>free shipping</strong>, that's $86 off list and the lowest price we could find. It features a 700TVL camera with a 120° FOV.<br>
<br>
Also available is the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17096414,2171837"">FuriBee Q95 95mm BNF Micro FPV Racing Drone</a> for $99.99. Coupon code ""XMASDEAL13"" cuts that to <strong>$79.99</strong>. With <strong>free shipping</strong>, that's $80 off list and the lowest price we could find. Specs are as above, but it's a Bind-and-Fly system rather than a Plug-and-Play. Both deals end January 31.<br>
<br>
Note: These items ship from China and may take up to six weeks to arrive.",https://www.dealnews.com/Furi-Bee-Q95-95-mm-PNP-Micro-FPV-Racing-Drone-for-70-free-shipping/2171837.html,2171837,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/oyn1r4ykvlebbxfllrhi",free shipping,3
