hotness,url,time_published,time_modified,description,shipping,uuid,price,picture_url,editors_choice,title,category
3,https://www.dealnews.com/Pisen-2-in-1-Flashlight-Power-Bank-for-10-free-shipping-w-Prime/2168036.html,,2017-12-29T12:02:09-05:00,"Pisen Electronics via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168036"">Pisen 2-in-1 Waterproof Flashlight / 5,000mAh Portable Battery Pack</a> for $15.99. Coupon code ""KOAKWHNV"" cuts that to <strong>$9.91</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's a buck under last week's mention, $6 off, and the best price we could find. It features three adjustable brightness levels. Deal ends December 31. Deal ends January 10.",free shipping w/ Prime,2168036,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hvtcfyraa0wwin6cgirg",,Pisen 2-in-1 Flashlight / Power Bank,PORTABLE POWER BANKS
3,https://www.dealnews.com/Elechomes-Touch-16-Mode-10-Cup-Rice-Cooker-for-55-free-shipping/2168051.html,,2017-12-29T21:14:59-05:00,"SkySeaCloud via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168051"">Elechomes Touch 16-Mode 10-Cup Rice Cooker</a> for $79.99. Coupon code ""NQ8YRQZH"" cuts it to <strong>$54.99</strong>. With <strong>free shipping</strong>, that's $5 less than last week's mention and the lowest price we could find by $45. It features 16 functions (including rice-making, stewing, steaming, reheating, and pressure cooking), an LCD panel, delay timer, and carry handle. Deal ends December 31.",free shipping,2168051,$55,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/byedtwwarmobwl46tis8",,Elechomes Touch 16-Mode 10-Cup Rice Cooker,SMALL APPLIANCES
3,https://www.dealnews.com/Pisen-Portable-6-600-m-Ah-Power-Bank-for-6-free-shipping-w-Prime/2168045.html,,2017-12-29T21:13:48-05:00,"Pisen via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168045"">Pisen Portable 6,600mAh Power Bank</a> for $8.99. Coupon code ""IG4MVFDV"" cuts it to <strong>$5.93</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off and the lowest price we could find. It features an LED indicator. Deal ends January 10.",free shipping w/ Prime,2168045,$6,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/alkj5fdk1jwpqjwrt6oo",,"Pisen Portable 6,600mAh Power Bank",PORTABLE POWER BANKS
2,https://www.dealnews.com/Pisen-4-200-m-Ah-Power-Bank-for-6-free-shipping-w-Prime/2168048.html,2017-12-29T04:52:39-05:00,,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168048"">Pisen 4,200mAh Portable Battery Pack</a> in Blue for $8.99. Coupon code ""AG2HJSK2"" cuts the price to <strong>$5.93</strong>. With <strong>free shipping</strong> for Prime members, that's $3 off list and the lowest price we could find. It features an LED flashlight. Deal ends January 10.",free shipping w/ Prime,2168048,$6,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ddh62qjadptwxbmjssfs",,"Pisen 4,200mAh Power Bank",PORTABLE POWER BANKS
4,https://www.dealnews.com/Vbiger-Unisex-Touch-Screen-Cycling-Gloves-for-8-free-shipping-w-Prime/2168042.html,,2017-12-29T20:46:59-05:00,"YoungKer via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168042"">Vbiger Unisex Touch Screen Cycling Gloves</a> in Black 2 or Blue 2 for $12.99. Coupon code ""H7CXXV77"" cuts the price to <strong>$7.99</strong>. With <strong>free shipping</strong> for Prime members, that's $5 off list and the lowest price we could find. They come in sizes M to XL. Deal ends January 6.",free shipping w/ Prime,2168042,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/psu1ulvbiivxggf2qjxw",,Vbiger Unisex Touch Screen Cycling Gloves,BICYCLING
3,https://www.dealnews.com/Wonder-Woman-HD-Movie-Rental-for-3/2168039.html,,2017-12-29T20:41:21-05:00,"Today only, Amazon offers rentals of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168039"">Wonder Woman in HD</a> for <strong>$2.99</strong>. That's the lowest price we could find by $3.",,2168039,$3,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/aqcuvrrdos0clga05xaj",True,Wonder Woman HD Movie Rental,DVD & HD MOVIE RENTALS
4,https://www.dealnews.com/Pisen-10-000-m-Ah-1-A-2-A-Power-Bank-for-10-free-shipping-w-Prime/2168033.html,,2017-12-29T20:46:24-05:00,"Pisen Electronics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168033"">Pisen 10,000mAh 1-amp/2-amp Power Bank</a> in White for $15.99. Coupon code ""QY3YBMVW"" cuts the price to <strong>$9.91</strong>. With <strong>free shipping</strong> for Prime members, that's $36 off list and the best we could find. It features smart-speed charging technology. Deal ends January 5.",free shipping w/ Prime,2168033,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ut3anrsrm7mesucvumcm",,"Pisen 10,000mAh 1A/2A Power Bank",PORTABLE POWER BANKS
3,https://www.dealnews.com/Sports-Research-Sweet-Sweat-Waist-Trimmer-from-15-free-shipping-w-Prime/2168030.html,,2017-12-29T20:35:47-05:00,"As one of its daily deals, Woot via Amazon offers the Sports Research Sweet Sweat Premium Waist Trimmer in several sizes with prices starting at <strong>$14.96</strong>, as list below. Plus, Prime members bag <strong>free shipping</strong> on all orders. Each one includes a sample of Sweet Sweat Gel. Deal ends today. The sizes:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168030"">Small</a> for <strong>$14.96</strong> (pictured, low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087987,2168030"">Medium</a> for <strong>$15.47</strong> (low by $14)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087990,2168030"">Large</a> for <strong>$15.97</strong> (low by $15)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087993,2168030"">Extra Large</a> for <strong>$16.97</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087996,2168030"">Extra Extra Large</a> for <strong>$18.46</strong> (low by $16)
 </li>
</ul>",free shipping w/ Prime,2168030,from $15,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/jlb2ducxfvaojtljfywv",True,Sports Research Sweet Sweat Waist Trimmer,SPORTS & FITNESS
3,https://www.dealnews.com/Amazon-Music-Unlimited-3-Month-Subscription-for-1-w-Prime/2168027.html,,2017-12-29T21:13:24-05:00,"For new subscribers only, Amazon offers an <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168027"">Amazon Music Unlimited 3-Month Subscription</a> for <strong>99 cents</strong>. That's tied with last month's mention and a savings of $23. Amazon Unlimited Music features ""tens of millions"" of songs that can be streamed across all of your devices. Deal ends January 2, 2018.<br>
<br>
Note: You'll be charged $7.99/month after three months so be sure to cancel before then if you don't plan on keeping your subscription.",,2168027,$1 w/ Prime,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a7zqvn8x0upehnnkgalt",,Amazon Music Unlimited 3-Month Subscription,MP3 DOWNLOADS
3,https://www.dealnews.com/Kindle-eBooks-at-Amazon-Up-to-89-off-from-2/2168024.html,,2017-12-29T21:13:12-05:00,"As one of its daily deals, Amazon takes <strong>up to 89% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168024"">Kindle eBooks</a>, with deals starting from <strong>$1.99</strong>. Featured titles include <i>Modern Romance</i>, <i>The Girl Before</i>, and <i>Fates and Furies</i>. Deal ends today.",,2168024,"Up to 89% off, from $2","https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ewbeigrlqwp4wizzs5ma",,Kindle eBooks at Amazon,EBOOKS
3,https://www.dealnews.com/Nicole-Miller-Womens-Lined-Footless-Leggings-for-4-free-shipping/2168021.html,,2017-12-29T21:12:54-05:00,"GearXS via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168021"">Nicole Miller Women's Footless Fleece-Lined Leggings</a> in six colors for <strong>$3.99</strong> with <strong>free shipping</strong>. That's the lowest price we could find by $4. They're available in sizes S/M to XL/XXL.",free shipping,2168021,$4,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ke12n0aenacz1rq46fd3",,Nicole Miller Women's Lined Footless Leggings,ACCESSORIES
3,https://www.dealnews.com/Dockers-Mens-Eastview-Leather-Oxford-Shoes-for-30-free-shipping/2168015.html,,2017-12-29T21:12:36-05:00,"Nashville Shoe Warehouse via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168015"">Dockers Men's Eastview Leather Oxford Shoes</a> in Red Brown for <b>$29.99</b> with <b>free shipping</b>. That's tied with last week's mention and the best deal today by at least $10 (most retailers charge $60 or more). They're available in select sizes from <del>7.5 to 13</del> 8 to 11.",free shipping,2168015,$30,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ujhho5tqi0tfyyxcquwn",,Dockers Men's Eastview Leather Oxford Shoes,SHOES
3,https://www.dealnews.com/Mens-Genuine-Leather-Dress-Belt-2-Pack-for-8-free-shipping/2168009.html,,2017-12-29T21:11:43-05:00,"Daily Steals via eBay offers this <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168009"">Men's Genuine Leather Dress Belt 2-Pack</a> in Black/Brown for <strong>$7.99</strong> with <strong>free shipping</strong>. That's tied with last week's mention and the best deal we could find for this quantity of similar belts by $5. They're available in sizes from 30 to 44.",free shipping,2168009,$8,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/nrhrjqeyhzze1nx6iluz",,Men's Genuine Leather Dress Belt 2-Pack,ACCESSORIES
4,https://www.dealnews.com/Sunbeam-Heated-Throw-for-20-pickup-at-Walmart/2168006.html,,2017-12-29T20:44:39-05:00,"Walmart offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168006"">Sunbeam Fleece Heated Throw</a> in Navy Plaid for <strong>$19.96</strong>. Opt for in-store <strong>pickup</strong> to dodge the $5.99 shipping fee. That's tied with last week's mention and the lowest price we could find by $12. It features heat settings, auto-off, and a six-foot power cord.",pickup at Walmart,2168006,$20,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xy6mrotkxkennghwgd1r",,Sunbeam Heated Throw,BEDDING
3,https://www.dealnews.com/Waterfly-Sling-Backpack-for-10-free-shipping-w-Prime/2168012.html,,2017-12-29T20:41:53-05:00,"Waterfly via Amazon offers its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168012"">Waterfly Sling Backpack</a> in several colors (Black pictured) for $17.99. Coupon code ""746UFTEE"" cuts it to <strong>$9.89</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $18. It features several pockets.",free shipping w/ Prime,2168012,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/cpcwlpexqfsgeove02nb",True,Waterfly Sling Backpack,BACKPACKS
3,https://www.dealnews.com/3-M-Scotchgard-Harmony-Waterproof-Mattress-Pad-from-14-pickup-at-Walmart/2168000.html,,2017-12-29T20:34:18-05:00,"Walmart offers the Comfort Classics 3M Scotchgard Harmony Waterproof Mattress Pad in several sizes from <strong>$14.27</strong>, as listed below. Choose in-store <strong>pickup</strong> to avoid the $5.99 shipping fee. For comparison, some retailers charge about double these prices. It fits mattresses up to 18"" deep. The deals:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2168000"">Twin</a> for <strong>$14.27</strong> (low by $11)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087972,2168000"">Twin XL</a> for <strong>$18.29</strong> (low by $16)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087975,2168000"">King</a> for <b>$18.29</b> (low by $20)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087978,2168000"">California King</a> for <strong>$18.29</strong> (low by $21)
 </li>
</ul>
Note: <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087981,2168000"">Queen size</a> is also available for <strong>$20.35</strong> (low by $14)",pickup at Walmart,2168000,from $14,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/n8doqvgk6crlgorkpu4c",True,3M Scotchgard Harmony Waterproof Mattress Pad,BEDDING
4,https://www.dealnews.com/American-Eagle-Outfitters-Clearance-Sale-60-off-free-shipping-w-50/2167997.html,,2017-12-29T20:44:22-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087963,2167997"">American Eagle Outfitters</a> takes <strong>60% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087966,2167997"">clearance apparel</a>. (Prices are as marked.) Shipping adds <strong>$7</strong>, but orders of $50 or more qualify for free shipping. Sizes are limited, and some exclusions apply. Deal ends January 10. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167997"">American Eagle Women's Cozy Inside &amp; Out Sweatshirt</a> for <strong>$15.98</strong> (pictured, $24 off)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17087969,2167997"">American Eagle Men's Fleece Throwback Cotton Sweatshirt</a> for <strong>$17.98</strong> ($27 off)
 </li>
</ul>",free shipping w/ $50,2167997,60% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wp99qpowjxqlybkpdal8",,American Eagle Outfitters Clearance Sale,CLOTHING & ACCESSORIES
3,https://www.dealnews.com/Soufull-Professional-Knife-Sharpener-for-10-free-shipping-w-Prime/2167454.html,,2017-12-29T10:02:15-05:00,"Yichengjin via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2167454"">Soufull Professional Knife Sharpener</a> for $15.88. Coupon code ""knsh1037"" cuts it to <strong>$10.37</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's tied with our mention from two weeks ago and the lowest price we've seen. (It's the best deal now by $8.) It features a 2-stage sharpener (coarse and fine) and non-slip base. Deal ends January 31.",free shipping w/ Prime,2167454,$10,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lzldftgl3ahe8j08cw17",,Soufull Professional Knife Sharpener,KITCHEN
,https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/,2017-12-28T07:00:01-05:00,,"Want to eat healthier and save more money in the new year? Contrary to popular belief, those two things aren't mutually exclusive. We rounded up a <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/Ways-to-Eat-Healthy-on-a-Budget/"">few tips to help you get started on your 2018 resolutions</a>.",,2163920,,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgcpw7qdjaobbvzyvjjz",,9 Ways to Eat Healthy on a Budget in 2018,CONSUMER NEWS
4,https://www.dealnews.com/Wilsons-Leather-Big-Winter-Clearance-Up-to-80-off-20-off-free-shipping-w-100/2166869.html,,2017-12-29T09:48:17-05:00,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2166869"">Wilsons Leather</a> takes <strong>up to 80% off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085449,2166869"">clearance items</a> as part of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085452,2166869"">Big Winter Clearance Sale</a>. Plus, get an <strong>extra 20% off</strong> sitewide when you add items to cart. Shipping starts at <strong>$5.95</strong>, or get free shipping with orders of $75 or more via coupon code ""SHIP75"". <del>Alternatively, get an additional $10 off and bag free shipping on orders of $100 or more via coupon code ""8685A"".</del> Some exclusions may apply. Deal ends December 31.<br>
<br>
<i>Update</i>: Get an <strong>additional $10 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17085455,2166869"">$100 or more</a> and bag <strong>free shipping</strong> on orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17088236,2166869"">$50 or more</a> via coupon code ""DEALNEWS10"".<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s334/Wilsons-Leather/"">Wilsons Leather Coupons</a>.</p>",free shipping w/ $100,2166869,Up to 80% off + 20% off,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c2sbmilsypvod1u77nqj",,Wilsons Leather Big Winter Clearance,CLOTHING & ACCESSORIES
