shipping,time_published,editors_choice,category,hotness,title,url,picture_url,price,time_modified,uuid,description
free shipping,,,LUGGAGE & TRAVEL GEAR,3,"American Tourister 20"" Spinner Case",https://www.dealnews.com/American-Tourister-20-Spinner-Case-for-50-free-shipping/2169434.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/lyqvke8fdxds14klkddr",$50,2018-01-01T17:47:18-05:00,2169434,"Samsonite via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169434"">American Tourister 20"" Wavebreaker Spinner Case</a> in several colors (Summer Sky pictured) for <strong>$49.99</strong> with <strong>free shipping</strong>. That's tied with our June mention, $110 off, and the lowest price we could find.<br>
<br>
It's also available in a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090417,2169434"">28"" size</a> for <strong>$69.99</strong> with <strong>free shipping</strong>."
free shipping,,True,GROCERIES,3,Larabar 1.7-Oz. Fruit and Nut Bar 16-Pack,https://www.dealnews.com/Larabar-1.7-Oz.-Fruit-and-Nut-Bar-16-Pack-for-8-free-shipping/2169509.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tybedqpsdzfpjh9stokc",$8,2018-01-02T04:06:01-05:00,2169509,"Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169509"">Larabar 1.7-oz. Gluten Free Bar 16-Pack</a> in Cashew Cookie for <strong>$8.63</strong> with <strong>free shipping</strong> via the steps below. That's $1 under last month's mention and about $5 less than you'd pay in-store locally. To get this deal:
<ol>
 <li>View the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091044,2169509"">Larabar 1.7-oz. Bar 16-Pack</a> in Cashew Cookie for $12.24
 </li>
 <li>clip the <strong>$3.50 off</strong> coupon on the product page
 </li>
 <li>order via Subscribe &amp; Save for a final price of <strong>$8.13</strong> with <strong>free shipping</strong>
 </li>
</ol>
Be sure to cancel Subscribe & Save after your order ships to avoid being billed for subsequent shipments."
,2018-01-01T10:41:02-05:00,,AIRFARE,3,Spirit Airlines Fares to Boston,https://www.dealnews.com/Spirit-Airlines-Fares-to-Boston-from-93-Roundtrip/2169506.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/zezd7pazt9i27ghu9u01",from $93 Roundtrip,,2169506,"Spirit Airlines via ShermansTravel offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169506"">Spirit Airlines Roundtrip Flights to Boston, MA</a>, with prices starting from <strong>$92.60</strong>. (On the ShermansTravel landing page, click on ""Spirit.com"" in the main paragraph to book.) This price is valid on flights departing from Orlando, FL, (MCO) with arrival in Boston, MA, (BOS) on January 17 with return on January 23. That's the lowest price we could find for select routes by at least $12. Book this travel deal by January 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication."
free shipping,,,SHOES,2,Nunn Bush Men's Galloway Chukka Boots,https://www.dealnews.com/Nunn-Bush-Mens-Galloway-Chukka-Boots-for-42-free-shipping/2169437.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pnaabl7hmcorqeambu9r",$42,2018-01-01T20:51:33-05:00,2169437,"Jet.com offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169437"">Nunn Bush Men's Galloway Chukka Boots</a> in Navy Suede for <b>$42</b> with <strong>free shipping</strong>. That's the lowest price we could find by $6, although we saw them in another color for $3 less three weeks ago. They're available in select sizes from 7.5 to 11."
,,,CLOTHING & ACCESSORIES,4,Brooks Brothers Semi-Annual Sale,https://www.dealnews.com/Brooks-Brothers-Semi-Annual-Sale-Up-to-40-off-15-off/2169503.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/hhhvtzvk7tk1pqcqddqp",Up to 40% off + 15% off,2018-01-02T03:46:35-05:00,2169503,"<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169503"">Brooks Brothers</a> takes <strong>up to 40% off</strong> a selection of its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090636,2169503"">men's, women's, and kids' items</a> during its <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090639,2169503"">Semi-Annual Sale</a>. Plus, take an <strong>extra 15% off</strong> in-cart. Shipping starts at <strong>$5.95</strong>. Deal ends January 2."
free shipping,,,LAPTOPS,3,Lenovo Outlet ThinkPad Laptop Sale,https://www.dealnews.com/Lenovo-Outlet-Think-Pad-Laptop-Sale-Extra-5-to-15-off-free-shipping/2169431.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/trhnjtumlxjrmlgvvfe4",Extra 5% to 15% off,2018-01-01T17:46:45-05:00,2169431,"Lenovo Outlet takes an <strong>extra 5% to 15% off</strong> select <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169431"">Lenovo ThinkPad laptops</a> via coupon code ""THINKXTRA5"", yielding a total savings of <strong>up to 67% off</strong>. Even better, all orders receive <strong>free shipping</strong>. Deal ends January 15.<p>See all <a data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/s1662/Lenovo/"">Lenovo Coupons</a>.</p>"
free shipping,,,TVS,3,"Insignia 22"" 1080p LED LCD HDTV",https://www.dealnews.com/Insignia-22-1080-p-LED-LCD-HDTV-for-80-free-shipping/2169494.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/wyijp4a5pkg8qih5sjwo",$80,2018-01-01T17:45:50-05:00,2169494,"Best Buy via eBay offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169494"">Insignia 21.5"" 1080p LED-Backlit LCD HD Television</a>, model no. NS-22D420NA18, for <strong>$79.99</strong> with <strong>free shipping</strong>. That's $50 off and tied with our Black Friday week mention as the lowest price we've seen. It features a native resolution of 1920x1080 (1080p), USB, and two HDMI inputs."
free shipping,,,GROCERIES,3,Honest Kids Organic Juice 32-Pack,https://www.dealnews.com/Honest-Kids-Organic-Juice-32-Pack-for-11-w-Prime-free-shipping/2169500.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/tl3nbucwxbqdk5wgrjpx",$11 w/ Prime,2018-01-01T17:44:02-05:00,2169500,"Exclusively for Prime members, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169500"">Honest Kids Organic Juice 32-Pack</a> in Superfruit Punch <del>or <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090597,2169500"">Appley Ever After</a></del> for $12. Add it to your cart via Subscribe & Save to drop that to <strong>$11.40</strong>. With <strong>free shipping</strong>, that's $5 under the price you'd expect to pay at your local store for any flavor, although we did see these for a buck less in August.<br>
<br>
Note: Be sure to cancel Subscribe & Save after your order ships or you'll be billed for subsequent shipments."
free shipping,,,TV ANTENNAS & RECEIVERS,4,Masione 120-Mile HDTV Antenna,https://www.dealnews.com/Masione-120-Mile-HDTV-Antenna-for-45-free-shipping/2169473.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vpx1jjqfm6d7zx0ilwoh",$45,2018-01-02T03:45:53-05:00,2169473,"Happy Tao via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169473"">Masione 120-Mile HDTV Antenna</a> for $82.99. Coupon code ""DQZNKIRT"" cuts it to <strong>$44.99</strong>. With <b>free shipping</b>, that's $18 under our August mention and the lowest price we could find by $25. It comes with 30 feet of coaxial cable. Deal ends January 14."
free shipping,,,WATCHES,5,Citizen Men's and Women's Watches at Jomashop,https://www.dealnews.com/Citizen-Mens-and-Womens-Watches-at-Jomashop-Up-to-79-off-coupons-free-shipping/2169482.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/idncppcbu4s58987yhnt",Up to 79% off + coupons,2018-01-02T03:26:26-05:00,2169482,"Jomashop takes <strong>up to 79% off</strong> a selection of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090573,2169482"">Citizen men's and women's watches</a>. Plus, coupon code ""DNEWSFS"" bags <strong>free shipping</strong> for all orders. Alternatively, take an <strong>extra $5 off</strong> orders of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090543,2169482"">$105 or more</a> via coupon code ""EMAIL5"", <strong>$10 off</strong> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090546,2169482"">$150 or more</a> via ""AD10"", <b>$20 off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090549,2169482"">$500 or more</a> via ""GOOGLE20"", or <b>$50 off</b> <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090552,2169482"">$1,000 or more</a> via ""JOMANEW50"". (Select items receive larger discounts via coupon codes noted on their product pages. Coupons don't stack, but orders over $100 after discount automatically receive free shipping.) Sale ends January 5. A couple of best bets:
<ul>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090555,2169482"">Citizen Women's Mother of Pearl Swarovski Crystals Watch</a> for <strong>$59.99</strong> + <b>$0</b> s&amp;h via ""CZX20"" (low by $1; $79+ elsewhere)
 </li>
 <li>
 <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169482"">Citizen Men's Navihawk A-T Eco-Drive Chronograph Watch</a> for <strong>$358</strong> + <b>$0</b> s&amp;h via ""AD10"" (pictured, low by $6; $421+ elsewhere)
 </li>
</ul>"
$14 shipping,,,COATS,3,Filson Men's Bell Bomber Jacket,https://www.dealnews.com/Filson-Mens-Bell-Bomber-Jacket-for-109-14-s-h/2169458.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/q9mzah7fw9eijaecvpqy",$109,2018-01-01T20:17:59-05:00,2169458,"Sierra Trading Post offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169458"">Filson Men's Bell Bomber Jacket</a> in Green or Black for <b>$109</b> plus <b>$13.95</b> for shipping. That's $216 off list and the lowest price we could find. It's available in sizes S to XL."
free shipping,,,USB FLASH DRIVES,3,SanDisk 16GB USB 2.0 Flash Drive,https://www.dealnews.com/San-Disk-16-GB-USB-2.0-Flash-Drive-for-5-w-25-purchase-free-shipping/2169452.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/eqdznkujkelnu6vkvk9o",$5 w/ $25 purchase,2018-01-01T20:16:52-05:00,2169452,"With orders of $25 or more, Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169452"">SanDisk 16GB Cruzer Glide USB 2.0 Flash Drive</a> for <b>$4.99</b> with <b>free shipping</b>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090480,2169452"">Target</a> charges the same with in-store pickup.) That's the lowest price we could find by $5, although we saw it for a buck less last July. It features password protection and encryption support.<br>
<br>
Note: This item is part of Amazon's ""add-on program"" and can only be purchased with orders of $25 or more."
free shipping w/ Prime,,,AUTOMOTIVE,3,Romoss USB 3.0 Dual Port 36W Car Charger,https://www.dealnews.com/Romoss-USB-3.0-Dual-Port-36-W-Car-Charger-for-10-free-shipping-w-Prime/2169443.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ee57vuebwutfgihyba1e",$10,2018-01-01T20:47:42-05:00,2169443,"Romoss Direct via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169443"">Romoss USB 3.0 Dual Port 36-watt Car Charger</a> for $13.99. Coupon code ""QCARNY18"" drops it to <b>$9.79</b>. Plus, Prime members bag <b>free shipping</b>. That's tied with our October mention and the lowest price we could find today by $10. It has Qualcomm Quick Charge 3.0 for faster charging. Deal ends January 2."
free shipping,,,COATS,3,Michael Kors Men's Wool Blend Peacoat,https://www.dealnews.com/Michael-Kors-Mens-Wool-Blend-Peacoat-for-100-free-shipping/2169449.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/thhpn7qrzerbnxtbxhvt",$100,2018-01-01T20:15:41-05:00,2169449,"Nordstrom offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169449"">Michael Kors Men's Wool Blend Double Breasted Peacoat</a> in several colors (Heather Grey pictured) for <b>$99.90</b> with <b>free shipping</b>. That's $250 off and the lowest price we could find. It's available in select sizes from S to 3XL."
,,,CRUISES,3,Carnival 7Nt W. Caribbean Cruise,https://www.dealnews.com/Carnival-7-Nt-W.-Caribbean-Cruise-from-878-for-2/2169446.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/c4vbk5rutwosvooelanh",from $878 for 2,2018-01-01T15:07:31-05:00,2169446,"Vacations to Go offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169446"">Carnival Cruise 7-Night Western Caribbean Cruise for Two</a> with prices starting at <strong>$878</strong>. That's the lowest price we could find for such a cruise next month by $30. This roundtrip cruise aboard the Carnival Dream departs from New Orleans, LA, on February 4. Book this travel deal by January 31."
,2018-01-01T09:34:33-05:00,,VACATIONS,2,3Nt Montego Bay Flight & Hotel Vacation,https://www.dealnews.com/3-Nt-Montego-Bay-Flight-Hotel-Vacation-from-1-299-for-2/2169440.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ruwvskhvulh6yewjr69b","from $1,299 for 2",,2169440,"CheapCaribbean via ShermansTravel offers a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169440"">Sunscape Splash Montego Bay 3-Night Flight and Hotel Package for Two</a> in Montego Bay, Jamaica, bundled with <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090441,2169440"">$200 Resort Credit</a>, with prices starting at <strong>$1,299.46</strong>. Assuming you'll use the credit, that's the lowest current rate we could find for this package by $260. This price is based on departure from Fort Lauderdale, FL, (FLL) with arrival in Montego Bay, Jamaica, (MBJ) on January 22; other departure cities and dates are available for an additional cost. This 4-star resort has an Expedia rating of 69% based on 383 reviews. Book this travel deal by January 31 for travel from January 2 through March 23."
free shipping w/ Prime,,,HEALTH,3,Smart Weigh Digital Body Weight Scale,https://www.dealnews.com/Smart-Weigh-Digital-Body-Weight-Scale-for-18-free-shipping-w-Prime/2169422.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/dzj47lcpqkzkvq3p8hap",$18,2018-01-01T20:15:00-05:00,2169422,"BetterBasics via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169422"">Smart Weigh Digital Body Weight Scale</a> in Silver for $22.99. Coupon code ""2MEASURE"" cuts that to <strong>$18.39</strong>. Plus, Prime members bag <strong>free shipping</strong>. That's the lowest price we could find by $12, although we saw it for $2 less in August. It recognizes and stores up to eight users and features a tempered glass platform, multi-color backlit LCD screen, and 440-lb. weight capacity. Deal ends January 20."
free shipping,,,ACCESSORIES,4,DG Hill Men's Braided Belt,https://www.dealnews.com/DG-Hill-Mens-Braided-Belt-for-5-free-shipping/2169419.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/z9ubwcql5xkkjfgk4p4f",$5,2018-01-02T03:44:27-05:00,2169419,"Deal Genius offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169419"">DG Hill Men's Braided Belt</a> in five colors for <strong>$4.99</strong> with <strong>free shipping</strong>. That's $20 off and a very low price for such a belt. It comes in sizes S to XL."
free shipping,,,CHAIRS,3,Fallon Fabric Accent Chair,https://www.dealnews.com/Fallon-Fabric-Accent-Chair-for-180-free-shipping/2169416.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xciusdmdjgywzuc8cz4u",$180,2018-01-01T20:14:19-05:00,2169416,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169416"">Fallon Fabric Accent Chair</a> in several colors (Blue pictured) for <b>$179.99</b> with <b>free shipping</b>. (Non-members pay a $9 surcharge.) That's $60 off and the lowest price we could find. It features a solid rubberwood frame and solid legs. Deal ends January 2."
free shipping,,,TOOL STORAGE & ORGANIZATION,5,Aston 10- x 7.5-Foot Wood Shed,https://www.dealnews.com/Aston-10-x-7.5-Foot-Wood-Shed-from-1000-free-shipping/2169413.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/pfa69wydf1m4kpam9zzp",from $1000,2018-01-02T06:03:50-05:00,2169413,"Costco offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169413"">Aston 10- x 7.5-Foot Wood Shed</a> for <b>$999.99</b> with <b>free shipping</b>. (Non-members pay an additional $50 or get a <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090381,2169413"">1-year membership</a> for $60.) That's $400 off list and the lowest price we could find. It features 2""x4"" wood framing and included floor kit. Deal ends January 2.<br>
<br>
Note: It doesn't include paint, shingles, or front decking."
pickup at Target,,,KITCHEN,3,"Lodge 10.5"" Pre-Seasoned Square Grill Pan",https://www.dealnews.com/Lodge-10.5-Pre-Seasoned-Square-Grill-Pan-for-11-pickup-at-Target/2169407.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/ialisubly1ksicsc3lpc",$11,2018-01-01T20:13:30-05:00,2169407,"Amazon offers Prime members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17091302,2169407"">Lodge 10.5"" Pre-Seasoned Square Grill Pan</a> for <s>$11.05</s> with <s>free shipping</s>. (<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169407"">Target</a> charges the same with in-store pickup.) That's $2 under our mention from two weeks ago and the lowest price we've seen. (It's the best deal today by $2.) It has a ribbed bottom for low-fat cooking.<br>
<br>
<i>Update</i>: It's now sold out at Amazon; however, Target still offers it for <strong>$11.05</strong> with in-store <strong>pickup</strong>."
free shipping,,,LUGGAGE & TRAVEL GEAR,3,Baytek 110-lb. Digital Luggage Scale,https://www.dealnews.com/Baytek-110-lb.-Digital-Luggage-Scale-for-7-free-shipping/2169404.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/qgnv06tjrxkj8zgye2kz",$7,2018-01-01T20:12:30-05:00,2169404,"iTech Deals offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169404"">Baytek 110-lb. Digital Luggage Scale</a> for $7.99. Coupon code ""DNBAYTEK7"" cuts the price to <strong>$6.99</strong>. With <strong>free shipping</strong>, that's $3 under the lowest price we could find for a similar scale sold elsewhere. Features include a 1.4"" LCD display, temperature sensor, battery indicator, and rubber handle. Deal ends January 4."
pickup at Micro Center,,True,INTERNAL HARD DRIVES,3,"Toshiba 1TB SATA 6Gbps 3.5"" Internal HDD",https://www.dealnews.com/Toshiba-1-TB-SATA-6-Gbps-3.5-Internal-HDD-for-30-pickup-at-Micro-Center/2169410.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/a5vyd9ajurfxpjrgau8q",$30,2018-01-02T04:05:31-05:00,2169410,"For in-store pickup only, Micro Center again offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169410"">Toshiba P300 1TB Serial ATA 6Gb/s 3.5"" Internal Hard Drive</a> for <strong>$29.99</strong>. That's tied with its Black Friday mention and the best deal we could find by $20. (It's also a very low price for a 1TB 7200 rpm HDD in general.) It runs at 7200 rpm and has a 64MB cache. Deal ends January 7."
,,,AIRFARE,3,Avianca Airlines Fares to South America,https://www.dealnews.com/Avianca-Airlines-Fares-to-South-America-from-358-roundtrip/2169401.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/f57ue7bbwf08mpxskdnj",from $358 roundtrip,2018-01-01T15:23:33-05:00,2169401,"Avianca Airlines offers <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169401"">Avianca Airlines Roundtrip Flights to Central and South America</a> with prices starting from <b>$358.03</b>, as seen on Travelzoo. That's the lowest price we could find for select routes by at least $46. This price is valid on flights departing on January 29 from Newark, NJ, (EWR) with arrival in Guatemala City, Guatemala, (GUA) and return on February 6. Book this travel deal by January 4 for travel from January 22 through May 31.<br>
<br>
All prices, dates, and booking details were valid at the time of publication. <img class=""lazy-img"" src=""https://dealnews.a.ssl.fastly.net/images/spacer.png"" data-src=""https://adfarm.mediaplex.com/ad/tr/27136-200829-54150-0?mpt=123456"" style=""width: 1px; height: 1px; border-width: 0;"" alt=""*"">"
,,True,GAMES,2,Batman: Return to Arkham for Xbox One,https://www.dealnews.com/Batman-Return-to-Arkham-for-Xbox-One-for-10-w-XBL-Gold/2169395.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/xmbj3btknjch4njtokld",$10 w/ XBL Gold,2018-01-02T04:05:23-05:00,2169395,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169395"">Batman: Return to Arkham for Xbox One</a> for <strong>$10</strong>. That's $5 under last month's mention and the lowest price we've seen. (It's the best today by $10.)"
,,True,GAMES,3,Little Nightmares for Xbox One,https://www.dealnews.com/Little-Nightmares-for-Xbox-One-for-10-w-XBL-Gold/2169392.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/trbu66ytfx8rjkimhg7i",$10 w/ XBL Gold,2018-01-02T04:05:07-05:00,2169392,"For Xbox Live Gold members, Microsoft Store offers downloads of <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169392"">Little Nightmares for Xbox One</a> for <b>$10</b>. That's the lowest price we could find by $10. Deal ends January 5.<br>
<br>
<a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,17090339,2169392"">Little Nightmares: The Complete Edition for Xbox One</a> is also available for <b>$17.99</b> for Xbox Live Gold members. That's the best deal we could find by $2."
pickup at Sam's Club,,,LAPTOP BAGS,3,SwissGear ScanSmart Laptop Backpack,https://www.dealnews.com/Swiss-Gear-Scan-Smart-Laptop-Backpack-from-35-pickup-at-Sams-Club/2169155.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/el4uezxydg9az3irizlf",from $35,2018-01-01T20:11:39-05:00,2169155,"Sam's Club offers its members the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169155"">SwissGear ScanSmart Laptop Backpack</a> for <strong>$34.98</strong>. (Non-members pay a $3.49 surcharge.) Opt for in-store <strong>pickup</strong> to dodge the $5.41 shipping charge. That's $17 under the lowest price we could find for a similar model elsewhere. It features a shoulder phone pocket, organizer pocket, water bottle pocket, sunglasses pocket, and padded 17"" laptop compartment. Deal ends January 28."
free shipping w/ Prime,,,PORTABLE SPEAKERS,3,Proxelle Portable Waterproof Wireless Speaker,https://www.dealnews.com/Proxelle-Portable-Waterproof-Wireless-Speaker-for-17-free-shipping-w-Prime/2169389.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/i5ebaounp6n8bbkjcpi5",$17,2018-01-01T20:08:21-05:00,2169389,"Proxelle via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169389"">Proxelle Portable Waterproof Wireless Speaker</a> in Green for $24.99. Coupon code ""67JJC5GA"" cuts it to <strong>$17.49</strong>. With <strong>free shipping</strong> for Prime members, that's the lowest price we could find by $14. It features IP67 rated water proofing, 33-foot range, Bluetooth 4.0, hands free calling, and a 10-hour playtime. Deal ends April 14."
,2018-01-01T08:00:01-05:00,,WHAT TO BUY IN JANUARY,,8 Things to Buy in January (and 3 Things to Wait On),https://www.dealnews.com/features/what-to-buy-in-january/,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/t2k4tzslohptmwxtpidu",,,2165831,"Ready or not, 2018 is here! That means we're done with the holiday sales and on to the post-holiday sales. While you won't find everything on sale in January, some items are real bargains this time of year — like <a data-iref=""fp-feature-content-wide-body"" href=""https://www.dealnews.com/features/what-to-buy-in-january/"">gym memberships, bedding, and hotel stays</a>."
free shipping,,,POWER TOOLS,3,Tacklife 12V Li-Ion Cordless Drill/Driver,https://www.dealnews.com/Tacklife-12-V-Li-Ion-Cordless-Drill-Driver-for-39-free-shipping/2169386.html,"https://cdlnws.a.ssl.fastly.net/image/upload/c_limit,dpr_auto,f_auto,q_auto,w_auto/content/vvacg23x7pitlv3lrjtk",$39,2018-01-01T20:07:36-05:00,2169386,"TacklifeDirect via Amazon offers the <a target=""_blank"" data-iref=""fp-content-wide-body"" href=""https://www.dealnews.com/lw/click.html?20,2,2169386"">Tacklife 12-volt Lithium-Ion Cordless Drill/Driver Kit</a> for $45.97. Coupon code ""2NPHPHCG"" cuts it to <strong>$39.07</strong>. With <strong>free shipping</strong>, that's $3 under our mention from last November and the lowest price we could find by $14 today. It comes with six drill bits, six driver bits, extension bit holder, charger, and carrying case. Deal ends January 4."
